comunidad,provincia,year,tipo_via,valor,Textbox80,Textbox60,Textbox61,Textbox81,Textbox64,Textbox82
"Balears, Illes","Balears, Illes",2013,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,177,444
"Balears, Illes","Balears, Illes",2013,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,226,444
"Balears, Illes","Balears, Illes",2014,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,42,421
"Balears, Illes","Balears, Illes",2014,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,159,421
"Balears, Illes","Balears, Illes",2014,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,220,421
"Balears, Illes","Balears, Illes",2015,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,33,402
"Balears, Illes","Balears, Illes",2015,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,153,402
"Balears, Illes","Balears, Illes",2015,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,216,402
"Balears, Illes","Balears, Illes",2016,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,42,432
"Balears, Illes","Balears, Illes",2016,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,156,432
"Balears, Illes","Balears, Illes",2016,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,234,432
"Balears, Illes","Balears, Illes",2017,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,34,405
"Balears, Illes","Balears, Illes",2017,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,164,405
"Balears, Illes","Balears, Illes",2017,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,207,405
"Balears, Illes","Balears, Illes",2018,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,45,495
"Balears, Illes","Balears, Illes",2018,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,196,495
"Balears, Illes","Balears, Illes",2018,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,254,495
"Balears, Illes","Balears, Illes",2019,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,41,408
"Balears, Illes","Balears, Illes",2019,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,201,408
"Balears, Illes","Balears, Illes",2019,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,166,408
"Balears, Illes","Balears, Illes",2020,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,18,338
"Balears, Illes","Balears, Illes",2020,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,156,338
"Balears, Illes","Balears, Illes",2020,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,164,338
"Balears, Illes","Balears, Illes",2021,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,29,386
"Balears, Illes","Balears, Illes",2021,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,191,386
"Balears, Illes","Balears, Illes",2021,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,166,386
"Balears, Illes","Balears, Illes",2022,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,23,455
"Balears, Illes","Balears, Illes",2022,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,244,455
"Balears, Illes","Balears, Illes",2022,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,188,455
Canarias,"Palmas, Las",2008,Autopistas de peaje,0,0,Subtotal Canarias,0,0,93,874
Canarias,"Palmas, Las",2008,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,294,874
Canarias,"Palmas, Las",2008,Carreteras convencionales,0,0,Subtotal Canarias,0,0,487,874
Canarias,"Palmas, Las",2009,Autopistas de peaje,0,0,Subtotal Canarias,0,0,68,758
Canarias,"Palmas, Las",2009,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,281,758
Canarias,"Palmas, Las",2009,Carreteras convencionales,0,0,Subtotal Canarias,0,0,409,758
Canarias,"Palmas, Las",2010,Autopistas de peaje,0,0,Subtotal Canarias,0,0,77,686
Canarias,"Palmas, Las",2010,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,251,686
Canarias,"Palmas, Las",2010,Carreteras convencionales,0,0,Subtotal Canarias,0,0,358,686
Canarias,"Palmas, Las",2011,Autopistas de peaje,0,0,Subtotal Canarias,0,0,30,571
Canarias,"Palmas, Las",2011,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,218,571
Canarias,"Palmas, Las",2011,Carreteras convencionales,0,0,Subtotal Canarias,0,0,323,571
Canarias,"Palmas, Las",2012,Autopistas de peaje,0,0,Subtotal Canarias,0,0,44,515
Canarias,"Palmas, Las",2012,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,197,515
Canarias,"Palmas, Las",2012,Carreteras convencionales,0,0,Subtotal Canarias,0,0,274,515
Canarias,"Palmas, Las",2013,Autopistas de peaje,0,0,Subtotal Canarias,0,0,41,444
Canarias,"Palmas, Las",2013,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,177,444
Canarias,"Palmas, Las",2013,Carreteras convencionales,0,0,Subtotal Canarias,0,0,226,444
Canarias,"Palmas, Las",2014,Autopistas de peaje,0,0,Subtotal Canarias,0,0,42,421
Canarias,"Palmas, Las",2014,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,159,421
Canarias,"Palmas, Las",2014,Carreteras convencionales,0,0,Subtotal Canarias,0,0,220,421
Canarias,"Palmas, Las",2015,Autopistas de peaje,0,0,Subtotal Canarias,0,0,33,402
Canarias,"Palmas, Las",2015,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,153,402
Canarias,"Palmas, Las",2015,Carreteras convencionales,0,0,Subtotal Canarias,0,0,216,402
Canarias,"Palmas, Las",2016,Autopistas de peaje,0,0,Subtotal Canarias,0,0,42,432
Canarias,"Palmas, Las",2016,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,156,432
Canarias,"Palmas, Las",2016,Carreteras convencionales,0,0,Subtotal Canarias,0,0,234,432
Canarias,"Palmas, Las",2017,Autopistas de peaje,0,0,Subtotal Canarias,0,0,34,405
Canarias,"Palmas, Las",2017,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,164,405
Canarias,"Palmas, Las",2017,Carreteras convencionales,0,0,Subtotal Canarias,0,0,207,405
Canarias,"Palmas, Las",2018,Autopistas de peaje,0,0,Subtotal Canarias,0,0,45,495
Canarias,"Palmas, Las",2018,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,196,495
Canarias,"Palmas, Las",2018,Carreteras convencionales,0,0,Subtotal Canarias,0,0,254,495
Canarias,"Palmas, Las",2019,Autopistas de peaje,0,0,Subtotal Canarias,0,0,41,408
Canarias,"Palmas, Las",2019,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,201,408
Canarias,"Palmas, Las",2019,Carreteras convencionales,0,0,Subtotal Canarias,0,0,166,408
Canarias,"Palmas, Las",2020,Autopistas de peaje,0,0,Subtotal Canarias,0,0,18,338
Canarias,"Palmas, Las",2020,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,156,338
Canarias,"Palmas, Las",2020,Carreteras convencionales,0,0,Subtotal Canarias,0,0,164,338
Canarias,"Palmas, Las",2021,Autopistas de peaje,0,0,Subtotal Canarias,0,0,29,386
Canarias,"Palmas, Las",2021,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,191,386
Canarias,"Palmas, Las",2021,Carreteras convencionales,0,0,Subtotal Canarias,0,0,166,386
Canarias,"Palmas, Las",2022,Autopistas de peaje,0,0,Subtotal Canarias,0,0,23,455
Canarias,"Palmas, Las",2022,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,244,455
Canarias,"Palmas, Las",2022,Carreteras convencionales,0,0,Subtotal Canarias,0,0,188,455
Canarias,Santa Cruz de Tenerife,2008,Autopistas de peaje,0,0,Subtotal Canarias,0,0,93,874
Canarias,Santa Cruz de Tenerife,2008,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,294,874
Canarias,Santa Cruz de Tenerife,2008,Carreteras convencionales,0,0,Subtotal Canarias,0,0,487,874
Canarias,Santa Cruz de Tenerife,2009,Autopistas de peaje,0,0,Subtotal Canarias,0,0,68,758
Canarias,Santa Cruz de Tenerife,2009,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,281,758
Canarias,Santa Cruz de Tenerife,2009,Carreteras convencionales,0,0,Subtotal Canarias,0,0,409,758
Canarias,Santa Cruz de Tenerife,2010,Autopistas de peaje,0,0,Subtotal Canarias,0,0,77,686
Canarias,Santa Cruz de Tenerife,2010,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,251,686
Canarias,Santa Cruz de Tenerife,2010,Carreteras convencionales,0,0,Subtotal Canarias,0,0,358,686
Canarias,Santa Cruz de Tenerife,2011,Autopistas de peaje,0,0,Subtotal Canarias,0,0,30,571
Canarias,Santa Cruz de Tenerife,2011,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,218,571
Canarias,Santa Cruz de Tenerife,2011,Carreteras convencionales,0,0,Subtotal Canarias,0,0,323,571
Canarias,Santa Cruz de Tenerife,2012,Autopistas de peaje,0,0,Subtotal Canarias,0,0,44,515
Canarias,Santa Cruz de Tenerife,2012,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,197,515
Canarias,Santa Cruz de Tenerife,2012,Carreteras convencionales,0,0,Subtotal Canarias,0,0,274,515
Canarias,Santa Cruz de Tenerife,2013,Autopistas de peaje,0,0,Subtotal Canarias,0,0,41,444
Canarias,Santa Cruz de Tenerife,2013,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,177,444
Canarias,Santa Cruz de Tenerife,2013,Carreteras convencionales,0,0,Subtotal Canarias,0,0,226,444
Canarias,Santa Cruz de Tenerife,2014,Autopistas de peaje,0,0,Subtotal Canarias,0,0,42,421
Canarias,Santa Cruz de Tenerife,2014,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,159,421
Canarias,Santa Cruz de Tenerife,2014,Carreteras convencionales,0,0,Subtotal Canarias,0,0,220,421
Canarias,Santa Cruz de Tenerife,2015,Autopistas de peaje,0,0,Subtotal Canarias,0,0,33,402
Canarias,Santa Cruz de Tenerife,2015,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,153,402
Canarias,Santa Cruz de Tenerife,2015,Carreteras convencionales,0,0,Subtotal Canarias,0,0,216,402
Canarias,Santa Cruz de Tenerife,2016,Autopistas de peaje,0,0,Subtotal Canarias,0,0,42,432
Canarias,Santa Cruz de Tenerife,2016,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,156,432
Canarias,Santa Cruz de Tenerife,2016,Carreteras convencionales,0,0,Subtotal Canarias,0,0,234,432
Canarias,Santa Cruz de Tenerife,2017,Autopistas de peaje,0,0,Subtotal Canarias,0,0,34,405
Canarias,Santa Cruz de Tenerife,2017,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,164,405
Canarias,Santa Cruz de Tenerife,2017,Carreteras convencionales,0,0,Subtotal Canarias,0,0,207,405
Canarias,Santa Cruz de Tenerife,2018,Autopistas de peaje,0,0,Subtotal Canarias,0,0,45,495
Canarias,Santa Cruz de Tenerife,2018,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,196,495
Canarias,Santa Cruz de Tenerife,2018,Carreteras convencionales,0,0,Subtotal Canarias,0,0,254,495
Canarias,Santa Cruz de Tenerife,2019,Autopistas de peaje,0,0,Subtotal Canarias,0,0,41,408
Canarias,Santa Cruz de Tenerife,2019,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,201,408
Canarias,Santa Cruz de Tenerife,2019,Carreteras convencionales,0,0,Subtotal Canarias,0,0,166,408
Canarias,Santa Cruz de Tenerife,2020,Autopistas de peaje,0,0,Subtotal Canarias,0,0,18,338
Canarias,Santa Cruz de Tenerife,2020,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,156,338
Canarias,Santa Cruz de Tenerife,2020,Carreteras convencionales,0,0,Subtotal Canarias,0,0,164,338
Canarias,Santa Cruz de Tenerife,2021,Autopistas de peaje,0,0,Subtotal Canarias,0,0,29,386
Canarias,Santa Cruz de Tenerife,2021,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,191,386
Canarias,Santa Cruz de Tenerife,2021,Carreteras convencionales,0,0,Subtotal Canarias,0,0,166,386
Canarias,Santa Cruz de Tenerife,2022,Autopistas de peaje,0,0,Subtotal Canarias,0,0,23,455
Canarias,Santa Cruz de Tenerife,2022,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,244,455
Canarias,Santa Cruz de Tenerife,2022,Carreteras convencionales,0,0,Subtotal Canarias,0,0,188,455
Cantabria,Cantabria,2008,Autopistas de peaje,0,9,Subtotal Cantabria,0,9,93,874
Cantabria,Cantabria,2008,Autopistas libres y autovías,5,9,Subtotal Cantabria,5,9,294,874
Cantabria,Cantabria,2008,Carreteras convencionales,4,9,Subtotal Cantabria,4,9,487,874
Cantabria,Cantabria,2009,Autopistas de peaje,0,14,Subtotal Cantabria,0,14,68,758
Cantabria,Cantabria,2009,Autopistas libres y autovías,5,14,Subtotal Cantabria,5,14,281,758
Cantabria,Cantabria,2009,Carreteras convencionales,9,14,Subtotal Cantabria,9,14,409,758
Cantabria,Cantabria,2010,Autopistas de peaje,0,16,Subtotal Cantabria,0,16,77,686
Cantabria,Cantabria,2010,Autopistas libres y autovías,4,16,Subtotal Cantabria,4,16,251,686
Cantabria,Cantabria,2010,Carreteras convencionales,12,16,Subtotal Cantabria,12,16,358,686
Cantabria,Cantabria,2011,Autopistas de peaje,0,14,Subtotal Cantabria,0,14,30,571
Cantabria,Cantabria,2011,Autopistas libres y autovías,9,14,Subtotal Cantabria,9,14,218,571
Cantabria,Cantabria,2011,Carreteras convencionales,5,14,Subtotal Cantabria,5,14,323,571
Cantabria,Cantabria,2012,Autopistas de peaje,0,8,Subtotal Cantabria,0,8,44,515
Cantabria,Cantabria,2012,Autopistas libres y autovías,7,8,Subtotal Cantabria,7,8,197,515
Cantabria,Cantabria,2012,Carreteras convencionales,1,8,Subtotal Cantabria,1,8,274,515
Cantabria,Cantabria,2013,Autopistas de peaje,0,9,Subtotal Cantabria,0,9,41,444
Cantabria,Cantabria,2013,Autopistas libres y autovías,6,9,Subtotal Cantabria,6,9,177,444
Cantabria,Cantabria,2013,Carreteras convencionales,3,9,Subtotal Cantabria,3,9,226,444
Cantabria,Cantabria,2014,Autopistas de peaje,0,10,Subtotal Cantabria,0,10,42,421
Cantabria,Cantabria,2014,Autopistas libres y autovías,5,10,Subtotal Cantabria,5,10,159,421
Cantabria,Cantabria,2014,Carreteras convencionales,5,10,Subtotal Cantabria,5,10,220,421
Cantabria,Cantabria,2015,Autopistas de peaje,0,4,Subtotal Cantabria,0,4,33,402
Cantabria,Cantabria,2015,Autopistas libres y autovías,1,4,Subtotal Cantabria,1,4,153,402
Cantabria,Cantabria,2015,Carreteras convencionales,3,4,Subtotal Cantabria,3,4,216,402
Cantabria,Cantabria,2016,Autopistas de peaje,0,3,Subtotal Cantabria,0,3,42,432
Cantabria,Cantabria,2016,Autopistas libres y autovías,1,3,Subtotal Cantabria,1,3,156,432
Cantabria,Cantabria,2016,Carreteras convencionales,2,3,Subtotal Cantabria,2,3,234,432
Cantabria,Cantabria,2017,Autopistas de peaje,0,11,Subtotal Cantabria,0,11,34,405
Cantabria,Cantabria,2017,Autopistas libres y autovías,8,11,Subtotal Cantabria,8,11,164,405
Cantabria,Cantabria,2017,Carreteras convencionales,3,11,Subtotal Cantabria,3,11,207,405
Cantabria,Cantabria,2018,Autopistas de peaje,0,12,Subtotal Cantabria,0,12,45,495
Cantabria,Cantabria,2018,Autopistas libres y autovías,8,12,Subtotal Cantabria,8,12,196,495
Cantabria,Cantabria,2018,Carreteras convencionales,4,12,Subtotal Cantabria,4,12,254,495
Cantabria,Cantabria,2019,Autopistas de peaje,0,7,Subtotal Cantabria,0,7,41,408
Cantabria,Cantabria,2019,Autopistas libres y autovías,6,7,Subtotal Cantabria,6,7,201,408
Cantabria,Cantabria,2019,Carreteras convencionales,1,7,Subtotal Cantabria,1,7,166,408
Cantabria,Cantabria,2020,Autopistas de peaje,0,6,Subtotal Cantabria,0,6,18,338
Cantabria,Cantabria,2020,Autopistas libres y autovías,3,6,Subtotal Cantabria,3,6,156,338
Cantabria,Cantabria,2020,Carreteras convencionales,3,6,Subtotal Cantabria,3,6,164,338
Cantabria,Cantabria,2021,Autopistas de peaje,0,7,Subtotal Cantabria,0,7,29,386
Cantabria,Cantabria,2021,Autopistas libres y autovías,3,7,Subtotal Cantabria,3,7,191,386
Cantabria,Cantabria,2021,Carreteras convencionales,4,7,Subtotal Cantabria,4,7,166,386
Cantabria,Cantabria,2022,Autopistas de peaje,0,9,Subtotal Cantabria,0,9,23,455
Cantabria,Cantabria,2022,Autopistas libres y autovías,5,9,Subtotal Cantabria,5,9,244,455
Cantabria,Cantabria,2022,Carreteras convencionales,4,9,Subtotal Cantabria,4,9,188,455
Castilla - La Mancha,Albacete,2008,Autopistas de peaje,0,18,Subtotal Castilla - La Mancha,0,79,93,874
Castilla - La Mancha,Albacete,2008,Autopistas libres y autovías,4,18,Subtotal Castilla - La Mancha,34,79,294,874
Castilla - La Mancha,Albacete,2008,Carreteras convencionales,14,18,Subtotal Castilla - La Mancha,45,79,487,874
Castilla - La Mancha,Albacete,2009,Autopistas de peaje,0,16,Subtotal Castilla - La Mancha,1,71,68,758
Castilla - La Mancha,Albacete,2009,Autopistas libres y autovías,6,16,Subtotal Castilla - La Mancha,41,71,281,758
Castilla - La Mancha,Albacete,2009,Carreteras convencionales,10,16,Subtotal Castilla - La Mancha,29,71,409,758
Castilla - La Mancha,Albacete,2010,Autopistas de peaje,0,8,Subtotal Castilla - La Mancha,0,65,77,686
Castilla - La Mancha,Albacete,2010,Autopistas libres y autovías,3,8,Subtotal Castilla - La Mancha,27,65,251,686
Castilla - La Mancha,Albacete,2010,Carreteras convencionales,5,8,Subtotal Castilla - La Mancha,38,65,358,686
Castilla - La Mancha,Albacete,2011,Autopistas de peaje,0,8,Subtotal Castilla - La Mancha,0,50,30,571
Castilla - La Mancha,Albacete,2011,Autopistas libres y autovías,2,8,Subtotal Castilla - La Mancha,28,50,218,571
Castilla - La Mancha,Albacete,2011,Carreteras convencionales,6,8,Subtotal Castilla - La Mancha,22,50,323,571
Castilla - La Mancha,Albacete,2012,Autopistas de peaje,0,14,Subtotal Castilla - La Mancha,0,66,44,515
Castilla - La Mancha,Albacete,2012,Autopistas libres y autovías,10,14,Subtotal Castilla - La Mancha,39,66,197,515
Castilla - La Mancha,Albacete,2012,Carreteras convencionales,4,14,Subtotal Castilla - La Mancha,27,66,274,515
Castilla - La Mancha,Albacete,2013,Autopistas de peaje,0,8,Subtotal Castilla - La Mancha,0,51,41,444
Castilla - La Mancha,Albacete,2013,Autopistas libres y autovías,5,8,Subtotal Castilla - La Mancha,21,51,177,444
Castilla - La Mancha,Albacete,2013,Carreteras convencionales,3,8,Subtotal Castilla - La Mancha,30,51,226,444
Castilla - La Mancha,Albacete,2014,Autopistas de peaje,0,10,Subtotal Castilla - La Mancha,2,40,42,421
Castilla - La Mancha,Albacete,2014,Autopistas libres y autovías,3,10,Subtotal Castilla - La Mancha,18,40,159,421
Castilla - La Mancha,Albacete,2014,Carreteras convencionales,7,10,Subtotal Castilla - La Mancha,20,40,220,421
Castilla - La Mancha,Albacete,2015,Autopistas de peaje,0,8,Subtotal Castilla - La Mancha,0,32,33,402
Castilla - La Mancha,Albacete,2015,Autopistas libres y autovías,3,8,Subtotal Castilla - La Mancha,14,32,153,402
Castilla - La Mancha,Albacete,2015,Carreteras convencionales,5,8,Subtotal Castilla - La Mancha,18,32,216,402
Castilla - La Mancha,Albacete,2016,Autopistas de peaje,0,8,Subtotal Castilla - La Mancha,2,46,42,432
Castilla - La Mancha,Albacete,2016,Autopistas libres y autovías,5,8,Subtotal Castilla - La Mancha,23,46,156,432
Castilla - La Mancha,Albacete,2016,Carreteras convencionales,3,8,Subtotal Castilla - La Mancha,21,46,234,432
Castilla - La Mancha,Albacete,2017,Autopistas de peaje,0,4,Subtotal Castilla - La Mancha,1,42,34,405
Castilla - La Mancha,Albacete,2017,Autopistas libres y autovías,3,4,Subtotal Castilla - La Mancha,24,42,164,405
Castilla - La Mancha,Albacete,2017,Carreteras convencionales,1,4,Subtotal Castilla - La Mancha,17,42,207,405
Castilla - La Mancha,Albacete,2018,Autopistas de peaje,1,2,Subtotal Castilla - La Mancha,1,31,45,495
Castilla - La Mancha,Albacete,2018,Autopistas libres y autovías,1,2,Subtotal Castilla - La Mancha,16,31,196,495
Castilla - La Mancha,Albacete,2018,Carreteras convencionales,0,2,Subtotal Castilla - La Mancha,14,31,254,495
Castilla - La Mancha,Albacete,2019,Autopistas de peaje,0,10,Subtotal Castilla - La Mancha,0,26,41,408
Castilla - La Mancha,Albacete,2019,Autopistas libres y autovías,6,10,Subtotal Castilla - La Mancha,16,26,201,408
Castilla - La Mancha,Albacete,2019,Carreteras convencionales,4,10,Subtotal Castilla - La Mancha,10,26,166,408
Castilla - La Mancha,Albacete,2020,Autopistas de peaje,0,9,Subtotal Castilla - La Mancha,0,35,18,338
Castilla - La Mancha,Albacete,2020,Autopistas libres y autovías,6,9,Subtotal Castilla - La Mancha,20,35,156,338
Castilla - La Mancha,Albacete,2020,Carreteras convencionales,3,9,Subtotal Castilla - La Mancha,15,35,164,338
Castilla - La Mancha,Albacete,2021,Autopistas de peaje,0,3,Subtotal Castilla - La Mancha,1,39,29,386
Castilla - La Mancha,Albacete,2021,Autopistas libres y autovías,1,3,Subtotal Castilla - La Mancha,22,39,191,386
Castilla - La Mancha,Albacete,2021,Carreteras convencionales,2,3,Subtotal Castilla - La Mancha,16,39,166,386
Castilla - La Mancha,Albacete,2022,Autopistas de peaje,0,2,Subtotal Castilla - La Mancha,3,47,23,455
Castilla - La Mancha,Albacete,2022,Autopistas libres y autovías,1,2,Subtotal Castilla - La Mancha,33,47,244,455
Castilla - La Mancha,Albacete,2022,Carreteras convencionales,1,2,Subtotal Castilla - La Mancha,11,47,188,455
Castilla - La Mancha,Ciudad Real,2008,Autopistas de peaje,0,13,Subtotal Castilla - La Mancha,0,79,93,874
Castilla - La Mancha,Ciudad Real,2008,Autopistas libres y autovías,7,13,Subtotal Castilla - La Mancha,34,79,294,874
Castilla - La Mancha,Ciudad Real,2008,Carreteras convencionales,6,13,Subtotal Castilla - La Mancha,45,79,487,874
Castilla - La Mancha,Ciudad Real,2009,Autopistas de peaje,0,12,Subtotal Castilla - La Mancha,1,71,68,758
Castilla - La Mancha,Ciudad Real,2009,Autopistas libres y autovías,5,12,Subtotal Castilla - La Mancha,41,71,281,758
Castilla - La Mancha,Ciudad Real,2009,Carreteras convencionales,7,12,Subtotal Castilla - La Mancha,29,71,409,758
Castilla - La Mancha,Ciudad Real,2010,Autopistas de peaje,0,13,Subtotal Castilla - La Mancha,0,65,77,686
Castilla - La Mancha,Ciudad Real,2010,Autopistas libres y autovías,5,13,Subtotal Castilla - La Mancha,27,65,251,686
Castilla - La Mancha,Ciudad Real,2010,Carreteras convencionales,8,13,Subtotal Castilla - La Mancha,38,65,358,686
Castilla - La Mancha,Ciudad Real,2011,Autopistas de peaje,0,10,Subtotal Castilla - La Mancha,0,50,30,571
Castilla - La Mancha,Ciudad Real,2011,Autopistas libres y autovías,5,10,Subtotal Castilla - La Mancha,28,50,218,571
Castilla - La Mancha,Ciudad Real,2011,Carreteras convencionales,5,10,Subtotal Castilla - La Mancha,22,50,323,571
Castilla - La Mancha,Ciudad Real,2012,Autopistas de peaje,0,13,Subtotal Castilla - La Mancha,0,66,44,515
Castilla - La Mancha,Ciudad Real,2012,Autopistas libres y autovías,7,13,Subtotal Castilla - La Mancha,39,66,197,515
Castilla - La Mancha,Ciudad Real,2012,Carreteras convencionales,6,13,Subtotal Castilla - La Mancha,27,66,274,515
Castilla - La Mancha,Ciudad Real,2013,Autopistas de peaje,0,16,Subtotal Castilla - La Mancha,0,51,41,444
Castilla - La Mancha,Ciudad Real,2013,Autopistas libres y autovías,5,16,Subtotal Castilla - La Mancha,21,51,177,444
Castilla - La Mancha,Ciudad Real,2013,Carreteras convencionales,11,16,Subtotal Castilla - La Mancha,30,51,226,444
Castilla - La Mancha,Ciudad Real,2014,Autopistas de peaje,0,4,Subtotal Castilla - La Mancha,2,40,42,421
Castilla - La Mancha,Ciudad Real,2014,Autopistas libres y autovías,3,4,Subtotal Castilla - La Mancha,18,40,159,421
Castilla - La Mancha,Ciudad Real,2014,Carreteras convencionales,1,4,Subtotal Castilla - La Mancha,20,40,220,421
Castilla - La Mancha,Ciudad Real,2015,Autopistas de peaje,0,9,Subtotal Castilla - La Mancha,0,32,33,402
Castilla - La Mancha,Ciudad Real,2015,Autopistas libres y autovías,4,9,Subtotal Castilla - La Mancha,14,32,153,402
Castilla - La Mancha,Ciudad Real,2015,Carreteras convencionales,5,9,Subtotal Castilla - La Mancha,18,32,216,402
Castilla - La Mancha,Ciudad Real,2016,Autopistas de peaje,0,13,Subtotal Castilla - La Mancha,2,46,42,432
Castilla - La Mancha,Ciudad Real,2016,Autopistas libres y autovías,7,13,Subtotal Castilla - La Mancha,23,46,156,432
Castilla - La Mancha,Ciudad Real,2016,Carreteras convencionales,6,13,Subtotal Castilla - La Mancha,21,46,234,432
Castilla - La Mancha,Ciudad Real,2017,Autopistas de peaje,0,11,Subtotal Castilla - La Mancha,1,42,34,405
Castilla - La Mancha,Ciudad Real,2017,Autopistas libres y autovías,7,11,Subtotal Castilla - La Mancha,24,42,164,405
Castilla - La Mancha,Ciudad Real,2017,Carreteras convencionales,4,11,Subtotal Castilla - La Mancha,17,42,207,405
Castilla - La Mancha,Ciudad Real,2018,Autopistas de peaje,0,8,Subtotal Castilla - La Mancha,1,31,45,495
Castilla - La Mancha,Ciudad Real,2018,Autopistas libres y autovías,3,8,Subtotal Castilla - La Mancha,16,31,196,495
Castilla - La Mancha,Ciudad Real,2018,Carreteras convencionales,5,8,Subtotal Castilla - La Mancha,14,31,254,495
Castilla - La Mancha,Ciudad Real,2019,Autopistas de peaje,0,5,Subtotal Castilla - La Mancha,0,26,41,408
Castilla - La Mancha,Ciudad Real,2019,Autopistas libres y autovías,3,5,Subtotal Castilla - La Mancha,16,26,201,408
Castilla - La Mancha,Ciudad Real,2019,Carreteras convencionales,2,5,Subtotal Castilla - La Mancha,10,26,166,408
Castilla - La Mancha,Ciudad Real,2020,Autopistas de peaje,0,4,Subtotal Castilla - La Mancha,0,35,18,338
Castilla - La Mancha,Ciudad Real,2020,Autopistas libres y autovías,3,4,Subtotal Castilla - La Mancha,20,35,156,338
Castilla - La Mancha,Ciudad Real,2020,Carreteras convencionales,1,4,Subtotal Castilla - La Mancha,15,35,164,338
Castilla - La Mancha,Ciudad Real,2021,Autopistas de peaje,0,4,Subtotal Castilla - La Mancha,1,39,29,386
Castilla - La Mancha,Ciudad Real,2021,Autopistas libres y autovías,3,4,Subtotal Castilla - La Mancha,22,39,191,386
Castilla - La Mancha,Ciudad Real,2021,Carreteras convencionales,1,4,Subtotal Castilla - La Mancha,16,39,166,386
Castilla - La Mancha,Ciudad Real,2022,Autopistas de peaje,0,17,Subtotal Castilla - La Mancha,3,47,23,455
Castilla - La Mancha,Ciudad Real,2022,Autopistas libres y autovías,14,17,Subtotal Castilla - La Mancha,33,47,244,455
Castilla - La Mancha,Ciudad Real,2022,Carreteras convencionales,3,17,Subtotal Castilla - La Mancha,11,47,188,455
Castilla - La Mancha,Cuenca,2008,Autopistas de peaje,0,11,Subtotal Castilla - La Mancha,0,79,93,874
