year,infoAcciden,ambito,nombreVehiculo,valor,Textbox22,Textbox19,Textbox23
2019,Heridos hospitalizados,Vías urbanas,Turismos,442,4.310,2.438,8.613
2019,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,42,4.310,385,8.613
2019,Heridos hospitalizados,Vías urbanas,Autobuses,31,4.310,36,8.613
2019,Heridos hospitalizados,Vías urbanas,Bicicletas,322,4.310,646,8.613
2019,Heridos hospitalizados,Vías urbanas,VMP,,4.310,,8.613
2019,Heridos hospitalizados,Vías urbanas,Otros vehículos,139,4.310,220,8.613
2019,Heridos hospitalizados,Vías urbanas,Peatones,1.483,4.310,1.688,8.613
2020,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,211,975,345,1.370
2020,Víctimas mortales,Vías interurbanas,Turismos,480,975,544,1.370
2020,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,96,975,102,1.370
2020,Víctimas mortales,Vías interurbanas,Autobuses,1,975,3,1.370
2020,Víctimas mortales,Vías interurbanas,Bicicletas,50,975,71,1.370
2020,Víctimas mortales,Vías interurbanas,VMP,1,975,8,1.370
2020,Víctimas mortales,Vías interurbanas,Otros vehículos,29,975,37,1.370
2020,Víctimas mortales,Vías interurbanas,Peatones,107,975,260,1.370
2020,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,134,395,345,1.370
2020,Víctimas mortales,Vías urbanas,Turismos,64,395,544,1.370
2020,Víctimas mortales,Vías urbanas,Camiones y furgonetas,6,395,102,1.370
2020,Víctimas mortales,Vías urbanas,Autobuses,2,395,3,1.370
2020,Víctimas mortales,Vías urbanas,Bicicletas,21,395,71,1.370
2020,Víctimas mortales,Vías urbanas,VMP,7,395,8,1.370
2020,Víctimas mortales,Vías urbanas,Otros vehículos,8,395,37,1.370
2020,Víctimas mortales,Vías urbanas,Peatones,153,395,260,1.370
2020,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,1.107,3.361,2.527,6.681
2020,Heridos hospitalizados,Vías interurbanas,Turismos,1.474,3.361,1.816,6.681
2020,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,210,3.361,244,6.681
2020,Heridos hospitalizados,Vías interurbanas,Autobuses,3,3.361,21,6.681
2020,Heridos hospitalizados,Vías interurbanas,Bicicletas,325,3.361,699,6.681
2020,Heridos hospitalizados,Vías interurbanas,VMP,4,3.361,97,6.681
2020,Heridos hospitalizados,Vías interurbanas,Otros vehículos,71,3.361,139,6.681
2020,Heridos hospitalizados,Vías interurbanas,Peatones,167,3.361,1.138,6.681
2020,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,1.420,3.320,2.527,6.681
2020,Heridos hospitalizados,Vías urbanas,Turismos,342,3.320,1.816,6.681
2020,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,34,3.320,244,6.681
2020,Heridos hospitalizados,Vías urbanas,Autobuses,18,3.320,21,6.681
2020,Heridos hospitalizados,Vías urbanas,Bicicletas,374,3.320,699,6.681
2020,Heridos hospitalizados,Vías urbanas,VMP,93,3.320,97,6.681
2020,Heridos hospitalizados,Vías urbanas,Otros vehículos,68,3.320,139,6.681
2020,Heridos hospitalizados,Vías urbanas,Peatones,971,3.320,1.138,6.681
2021,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,272,1.116,395,1.533
2021,Víctimas mortales,Vías interurbanas,Turismos,545,1.116,611,1.533
2021,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,109,1.116,116,1.533
2021,Víctimas mortales,Vías interurbanas,Autobuses,1,1.116,5,1.533
2021,Víctimas mortales,Vías interurbanas,Bicicletas,42,1.116,63,1.533
2021,Víctimas mortales,Vías interurbanas,VMP,1,1.116,9,1.533
2021,Víctimas mortales,Vías interurbanas,Otros vehículos,28,1.116,33,1.533
2021,Víctimas mortales,Vías interurbanas,Peatones,118,1.116,301,1.533
2021,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,123,417,395,1.533
2021,Víctimas mortales,Vías urbanas,Turismos,66,417,611,1.533
2021,Víctimas mortales,Vías urbanas,Camiones y furgonetas,7,417,116,1.533
2021,Víctimas mortales,Vías urbanas,Autobuses,4,417,5,1.533
2021,Víctimas mortales,Vías urbanas,Bicicletas,21,417,63,1.533
2021,Víctimas mortales,Vías urbanas,VMP,8,417,9,1.533
2021,Víctimas mortales,Vías urbanas,Otros vehículos,5,417,33,1.533
2021,Víctimas mortales,Vías urbanas,Peatones,183,417,301,1.533
2021,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,1.131,3.642,2.848,7.784
2021,Heridos hospitalizados,Vías interurbanas,Turismos,1.655,3.642,2.095,7.784
2021,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,295,3.642,343,7.784
2021,Heridos hospitalizados,Vías interurbanas,Autobuses,9,3.642,45,7.784
2021,Heridos hospitalizados,Vías interurbanas,Bicicletas,320,3.642,713,7.784
2021,Heridos hospitalizados,Vías interurbanas,VMP,8,3.642,172,7.784
2021,Heridos hospitalizados,Vías interurbanas,Otros vehículos,64,3.642,171,7.784
2021,Heridos hospitalizados,Vías interurbanas,Peatones,160,3.642,1.397,7.784
2021,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,1.717,4.142,2.848,7.784
2021,Heridos hospitalizados,Vías urbanas,Turismos,440,4.142,2.095,7.784
2021,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,48,4.142,343,7.784
2021,Heridos hospitalizados,Vías urbanas,Autobuses,36,4.142,45,7.784
2021,Heridos hospitalizados,Vías urbanas,Bicicletas,393,4.142,713,7.784
2021,Heridos hospitalizados,Vías urbanas,VMP,164,4.142,172,7.784
2021,Heridos hospitalizados,Vías urbanas,Otros vehículos,107,4.142,171,7.784
2021,Heridos hospitalizados,Vías urbanas,Peatones,1.237,4.142,1.397,7.784
2022,Víctimas mortales,Vías interurbanas,Motocicletas y ciclomotores,295,1.273,437,1.746
2022,Víctimas mortales,Vías interurbanas,Turismos,614,1.273,681,1.746
2022,Víctimas mortales,Vías interurbanas,Camiones y furgonetas,139,1.273,149,1.746
2022,Víctimas mortales,Vías interurbanas,Autobuses,11,1.273,13,1.746
2022,Víctimas mortales,Vías interurbanas,Bicicletas,60,1.273,81,1.746
2022,Víctimas mortales,Vías interurbanas,VMP,1,1.273,8,1.746
2022,Víctimas mortales,Vías interurbanas,Otros vehículos,18,1.273,29,1.746
2022,Víctimas mortales,Vías interurbanas,Peatones,135,1.273,348,1.746
2022,Víctimas mortales,Vías urbanas,Motocicletas y ciclomotores,142,473,437,1.746
2022,Víctimas mortales,Vías urbanas,Turismos,67,473,681,1.746
2022,Víctimas mortales,Vías urbanas,Camiones y furgonetas,10,473,149,1.746
2022,Víctimas mortales,Vías urbanas,Autobuses,2,473,13,1.746
2022,Víctimas mortales,Vías urbanas,Bicicletas,21,473,81,1.746
2022,Víctimas mortales,Vías urbanas,VMP,7,473,8,1.746
2022,Víctimas mortales,Vías urbanas,Otros vehículos,11,473,29,1.746
2022,Víctimas mortales,Vías urbanas,Peatones,213,473,348,1.746
2022,Heridos hospitalizados,Vías interurbanas,Motocicletas y ciclomotores,1.212,3.892,3.061,8.502
2022,Heridos hospitalizados,Vías interurbanas,Turismos,1.767,3.892,2.220,8.502
2022,Heridos hospitalizados,Vías interurbanas,Camiones y furgonetas,314,3.892,365,8.502
2022,Heridos hospitalizados,Vías interurbanas,Autobuses,29,3.892,59,8.502
2022,Heridos hospitalizados,Vías interurbanas,Bicicletas,317,3.892,711,8.502
2022,Heridos hospitalizados,Vías interurbanas,VMP,19,3.892,312,8.502
2022,Heridos hospitalizados,Vías interurbanas,Otros vehículos,60,3.892,151,8.502
2022,Heridos hospitalizados,Vías interurbanas,Peatones,174,3.892,1.623,8.502
2022,Heridos hospitalizados,Vías urbanas,Motocicletas y ciclomotores,1.849,4.610,3.061,8.502
2022,Heridos hospitalizados,Vías urbanas,Turismos,453,4.610,2.220,8.502
2022,Heridos hospitalizados,Vías urbanas,Camiones y furgonetas,51,4.610,365,8.502
2022,Heridos hospitalizados,Vías urbanas,Autobuses,30,4.610,59,8.502
2022,Heridos hospitalizados,Vías urbanas,Bicicletas,394,4.610,711,8.502
2022,Heridos hospitalizados,Vías urbanas,VMP,293,4.610,312,8.502
2022,Heridos hospitalizados,Vías urbanas,Otros vehículos,91,4.610,151,8.502
2022,Heridos hospitalizados,Vías urbanas,Peatones,1.449,4.610,1.623,8.502

