year,comunidad,provincia,Carburante,cantidad,Textbox4,Textbox6,Textbox10
2014,"Balears, Illes","Balears, Illes",Bioetanol,,,Total 2014,15
2014,"Balears, Illes","Balears, Illes",Gases licuados del petróleo,11,11,Total 2014,369
2014,"Balears, Illes","Balears, Illes",Gas natural comprimido,,,Total 2014,7
2014,"Balears, Illes","Balears, Illes",Gas natural licuado,,,Total 2014,
2014,Canarias,"Palmas, Las",Gasolina 95 E5,,,Total 2014,
2014,Canarias,"Palmas, Las",Gasolina 95 E10,,,Total 2014,
2014,Canarias,"Palmas, Las",Gasolina 95 E5 Premium,,,Total 2014,
2014,Canarias,"Palmas, Las",Gasolina 95,,2,Total 2014,135
2014,Canarias,"Palmas, Las",Gasolina 95 (G.protección),209,418,Total 2014,9.056
2014,Canarias,"Palmas, Las",Gasolina 98 E5,,,Total 2014,
2014,Canarias,"Palmas, Las",Gasolina 98 E10,,,Total 2014,
2014,Canarias,"Palmas, Las",Gasolina 98,206,414,Total 2014,6.644
2014,Canarias,"Palmas, Las",Gasóleo A habitual,210,422,Total 2014,9.807
2014,Canarias,"Palmas, Las",Gasóleo Premium,,,Total 2014,
2014,Canarias,"Palmas, Las",Nuevo gasóleo A,166,305,Total 2014,6.908
2014,Canarias,"Palmas, Las",Gasóleo B,,,Total 2014,3.026
2014,Canarias,"Palmas, Las",Gasóleo C,,,Total 2014,64
2014,Canarias,"Palmas, Las",Biodiésel,,,Total 2014,162
2014,Canarias,"Palmas, Las",Bioetanol,,,Total 2014,15
2014,Canarias,"Palmas, Las",Gases licuados del petróleo,3,5,Total 2014,369
2014,Canarias,"Palmas, Las",Gas natural comprimido,,,Total 2014,7
2014,Canarias,"Palmas, Las",Gas natural licuado,,,Total 2014,
2014,Canarias,Santa Cruz de Tenerife,Gasolina 95 E5,,,Total 2014,
2014,Canarias,Santa Cruz de Tenerife,Gasolina 95 E10,,,Total 2014,
2014,Canarias,Santa Cruz de Tenerife,Gasolina 95 E5 Premium,,,Total 2014,
2014,Canarias,Santa Cruz de Tenerife,Gasolina 95,2,2,Total 2014,135
2014,Canarias,Santa Cruz de Tenerife,Gasolina 95 (G.protección),209,418,Total 2014,9.056
2014,Canarias,Santa Cruz de Tenerife,Gasolina 98 E5,,,Total 2014,
2014,Canarias,Santa Cruz de Tenerife,Gasolina 98 E10,,,Total 2014,
2014,Canarias,Santa Cruz de Tenerife,Gasolina 98,208,414,Total 2014,6.644
2014,Canarias,Santa Cruz de Tenerife,Gasóleo A habitual,212,422,Total 2014,9.807
2014,Canarias,Santa Cruz de Tenerife,Gasóleo Premium,,,Total 2014,
2014,Canarias,Santa Cruz de Tenerife,Nuevo gasóleo A,139,305,Total 2014,6.908
2014,Canarias,Santa Cruz de Tenerife,Gasóleo B,,,Total 2014,3.026
2014,Canarias,Santa Cruz de Tenerife,Gasóleo C,,,Total 2014,64
2014,Canarias,Santa Cruz de Tenerife,Biodiésel,,,Total 2014,162
2014,Canarias,Santa Cruz de Tenerife,Bioetanol,,,Total 2014,15
2014,Canarias,Santa Cruz de Tenerife,Gases licuados del petróleo,2,5,Total 2014,369
2014,Canarias,Santa Cruz de Tenerife,Gas natural comprimido,,,Total 2014,7
2014,Canarias,Santa Cruz de Tenerife,Gas natural licuado,,,Total 2014,
2014,Cantabria,Cantabria,Gasolina 95 E5,,,Total 2014,
2014,Cantabria,Cantabria,Gasolina 95 E10,,,Total 2014,
2014,Cantabria,Cantabria,Gasolina 95 E5 Premium,,,Total 2014,
2014,Cantabria,Cantabria,Gasolina 95,,,Total 2014,135
2014,Cantabria,Cantabria,Gasolina 95 (G.protección),128,128,Total 2014,9.056
2014,Cantabria,Cantabria,Gasolina 98 E5,,,Total 2014,
2014,Cantabria,Cantabria,Gasolina 98 E10,,,Total 2014,
2014,Cantabria,Cantabria,Gasolina 98,97,97,Total 2014,6.644
2014,Cantabria,Cantabria,Gasóleo A habitual,132,132,Total 2014,9.807
2014,Cantabria,Cantabria,Gasóleo Premium,,,Total 2014,
2014,Cantabria,Cantabria,Nuevo gasóleo A,93,93,Total 2014,6.908
2014,Cantabria,Cantabria,Gasóleo B,34,34,Total 2014,3.026
2014,Cantabria,Cantabria,Gasóleo C,,,Total 2014,64
2014,Cantabria,Cantabria,Biodiésel,6,6,Total 2014,162
2014,Cantabria,Cantabria,Bioetanol,,,Total 2014,15
2014,Cantabria,Cantabria,Gases licuados del petróleo,10,10,Total 2014,369
2014,Cantabria,Cantabria,Gas natural comprimido,,,Total 2014,7
2014,Cantabria,Cantabria,Gas natural licuado,,,Total 2014,
2014,Castilla - La Mancha,Albacete,Gasolina 95 E5,,,Total 2014,
2014,Castilla - La Mancha,Albacete,Gasolina 95 E10,,,Total 2014,
2014,Castilla - La Mancha,Albacete,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla - La Mancha,Albacete,Gasolina 95,,4,Total 2014,135
2014,Castilla - La Mancha,Albacete,Gasolina 95 (G.protección),127,666,Total 2014,9.056
2014,Castilla - La Mancha,Albacete,Gasolina 98 E5,,,Total 2014,
2014,Castilla - La Mancha,Albacete,Gasolina 98 E10,,,Total 2014,
2014,Castilla - La Mancha,Albacete,Gasolina 98,94,458,Total 2014,6.644
2014,Castilla - La Mancha,Albacete,Gasóleo A habitual,150,830,Total 2014,9.807
2014,Castilla - La Mancha,Albacete,Gasóleo Premium,,,Total 2014,
2014,Castilla - La Mancha,Albacete,Nuevo gasóleo A,89,485,Total 2014,6.908
2014,Castilla - La Mancha,Albacete,Gasóleo B,67,418,Total 2014,3.026
2014,Castilla - La Mancha,Albacete,Gasóleo C,1,3,Total 2014,64
2014,Castilla - La Mancha,Albacete,Biodiésel,,2,Total 2014,162
2014,Castilla - La Mancha,Albacete,Bioetanol,,,Total 2014,15
2014,Castilla - La Mancha,Albacete,Gases licuados del petróleo,5,21,Total 2014,369
2014,Castilla - La Mancha,Albacete,Gas natural comprimido,,2,Total 2014,7
2014,Castilla - La Mancha,Albacete,Gas natural licuado,,,Total 2014,
2014,Castilla - La Mancha,Ciudad Real,Gasolina 95 E5,,,Total 2014,
2014,Castilla - La Mancha,Ciudad Real,Gasolina 95 E10,,,Total 2014,
2014,Castilla - La Mancha,Ciudad Real,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla - La Mancha,Ciudad Real,Gasolina 95,1,4,Total 2014,135
2014,Castilla - La Mancha,Ciudad Real,Gasolina 95 (G.protección),153,666,Total 2014,9.056
2014,Castilla - La Mancha,Ciudad Real,Gasolina 98 E5,,,Total 2014,
2014,Castilla - La Mancha,Ciudad Real,Gasolina 98 E10,,,Total 2014,
2014,Castilla - La Mancha,Ciudad Real,Gasolina 98,103,458,Total 2014,6.644
2014,Castilla - La Mancha,Ciudad Real,Gasóleo A habitual,185,830,Total 2014,9.807
2014,Castilla - La Mancha,Ciudad Real,Gasóleo Premium,,,Total 2014,
2014,Castilla - La Mancha,Ciudad Real,Nuevo gasóleo A,113,485,Total 2014,6.908
2014,Castilla - La Mancha,Ciudad Real,Gasóleo B,108,418,Total 2014,3.026
2014,Castilla - La Mancha,Ciudad Real,Gasóleo C,2,3,Total 2014,64
2014,Castilla - La Mancha,Ciudad Real,Biodiésel,1,2,Total 2014,162
2014,Castilla - La Mancha,Ciudad Real,Bioetanol,,,Total 2014,15
2014,Castilla - La Mancha,Ciudad Real,Gases licuados del petróleo,5,21,Total 2014,369
2014,Castilla - La Mancha,Ciudad Real,Gas natural comprimido,,2,Total 2014,7
2014,Castilla - La Mancha,Ciudad Real,Gas natural licuado,,,Total 2014,
2014,Castilla - La Mancha,Cuenca,Gasolina 95 E5,,,Total 2014,
2014,Castilla - La Mancha,Cuenca,Gasolina 95 E10,,,Total 2014,
2014,Castilla - La Mancha,Cuenca,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla - La Mancha,Cuenca,Gasolina 95,1,4,Total 2014,135
2014,Castilla - La Mancha,Cuenca,Gasolina 95 (G.protección),95,666,Total 2014,9.056
2014,Castilla - La Mancha,Cuenca,Gasolina 98 E5,,,Total 2014,
2014,Castilla - La Mancha,Cuenca,Gasolina 98 E10,,,Total 2014,
2014,Castilla - La Mancha,Cuenca,Gasolina 98,51,458,Total 2014,6.644
2014,Castilla - La Mancha,Cuenca,Gasóleo A habitual,140,830,Total 2014,9.807
2014,Castilla - La Mancha,Cuenca,Gasóleo Premium,,,Total 2014,
2014,Castilla - La Mancha,Cuenca,Nuevo gasóleo A,63,485,Total 2014,6.908
2014,Castilla - La Mancha,Cuenca,Gasóleo B,86,418,Total 2014,3.026
2014,Castilla - La Mancha,Cuenca,Gasóleo C,,3,Total 2014,64
2014,Castilla - La Mancha,Cuenca,Biodiésel,,2,Total 2014,162
2014,Castilla - La Mancha,Cuenca,Bioetanol,,,Total 2014,15
2014,Castilla - La Mancha,Cuenca,Gases licuados del petróleo,1,21,Total 2014,369
2014,Castilla - La Mancha,Cuenca,Gas natural comprimido,,2,Total 2014,7
2014,Castilla - La Mancha,Cuenca,Gas natural licuado,,,Total 2014,
2014,Castilla - La Mancha,Guadalajara,Gasolina 95 E5,,,Total 2014,
2014,Castilla - La Mancha,Guadalajara,Gasolina 95 E10,,,Total 2014,
2014,Castilla - La Mancha,Guadalajara,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla - La Mancha,Guadalajara,Gasolina 95,,4,Total 2014,135
2014,Castilla - La Mancha,Guadalajara,Gasolina 95 (G.protección),74,666,Total 2014,9.056
2014,Castilla - La Mancha,Guadalajara,Gasolina 98 E5,,,Total 2014,
2014,Castilla - La Mancha,Guadalajara,Gasolina 98 E10,,,Total 2014,
2014,Castilla - La Mancha,Guadalajara,Gasolina 98,56,458,Total 2014,6.644
2014,Castilla - La Mancha,Guadalajara,Gasóleo A habitual,77,830,Total 2014,9.807
2014,Castilla - La Mancha,Guadalajara,Gasóleo Premium,,,Total 2014,
2014,Castilla - La Mancha,Guadalajara,Nuevo gasóleo A,66,485,Total 2014,6.908
2014,Castilla - La Mancha,Guadalajara,Gasóleo B,17,418,Total 2014,3.026
2014,Castilla - La Mancha,Guadalajara,Gasóleo C,,3,Total 2014,64
2014,Castilla - La Mancha,Guadalajara,Biodiésel,,2,Total 2014,162
2014,Castilla - La Mancha,Guadalajara,Bioetanol,,,Total 2014,15
2014,Castilla - La Mancha,Guadalajara,Gases licuados del petróleo,2,21,Total 2014,369
2014,Castilla - La Mancha,Guadalajara,Gas natural comprimido,1,2,Total 2014,7
2014,Castilla - La Mancha,Guadalajara,Gas natural licuado,,,Total 2014,
2014,Castilla - La Mancha,Toledo,Gasolina 95 E5,,,Total 2014,
2014,Castilla - La Mancha,Toledo,Gasolina 95 E10,,,Total 2014,
2014,Castilla - La Mancha,Toledo,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla - La Mancha,Toledo,Gasolina 95,2,4,Total 2014,135
2014,Castilla - La Mancha,Toledo,Gasolina 95 (G.protección),217,666,Total 2014,9.056
2014,Castilla - La Mancha,Toledo,Gasolina 98 E5,,,Total 2014,
2014,Castilla - La Mancha,Toledo,Gasolina 98 E10,,,Total 2014,
2014,Castilla - La Mancha,Toledo,Gasolina 98,154,458,Total 2014,6.644
2014,Castilla - La Mancha,Toledo,Gasóleo A habitual,278,830,Total 2014,9.807
2014,Castilla - La Mancha,Toledo,Gasóleo Premium,,,Total 2014,
2014,Castilla - La Mancha,Toledo,Nuevo gasóleo A,154,485,Total 2014,6.908
2014,Castilla - La Mancha,Toledo,Gasóleo B,140,418,Total 2014,3.026
2014,Castilla - La Mancha,Toledo,Gasóleo C,,3,Total 2014,64
2014,Castilla - La Mancha,Toledo,Biodiésel,1,2,Total 2014,162
2014,Castilla - La Mancha,Toledo,Bioetanol,,,Total 2014,15
2014,Castilla - La Mancha,Toledo,Gases licuados del petróleo,8,21,Total 2014,369
2014,Castilla - La Mancha,Toledo,Gas natural comprimido,1,2,Total 2014,7
2014,Castilla - La Mancha,Toledo,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Ávila,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Ávila,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Ávila,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Ávila,Gasolina 95,,9,Total 2014,135
2014,Castilla y León,Ávila,Gasolina 95 (G.protección),58,739,Total 2014,9.056
2014,Castilla y León,Ávila,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Ávila,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Ávila,Gasolina 98,43,539,Total 2014,6.644
2014,Castilla y León,Ávila,Gasóleo A habitual,61,792,Total 2014,9.807
2014,Castilla y León,Ávila,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Ávila,Nuevo gasóleo A,49,593,Total 2014,6.908
2014,Castilla y León,Ávila,Gasóleo B,19,259,Total 2014,3.026
2014,Castilla y León,Ávila,Gasóleo C,2,6,Total 2014,64
2014,Castilla y León,Ávila,Biodiésel,1,13,Total 2014,162
2014,Castilla y León,Ávila,Bioetanol,,,Total 2014,15
2014,Castilla y León,Ávila,Gases licuados del petróleo,1,26,Total 2014,369
2014,Castilla y León,Ávila,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Ávila,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Burgos,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Burgos,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Burgos,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Burgos,Gasolina 95,1,9,Total 2014,135
2014,Castilla y León,Burgos,Gasolina 95 (G.protección),114,739,Total 2014,9.056
2014,Castilla y León,Burgos,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Burgos,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Burgos,Gasolina 98,83,539,Total 2014,6.644
2014,Castilla y León,Burgos,Gasóleo A habitual,123,792,Total 2014,9.807
2014,Castilla y León,Burgos,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Burgos,Nuevo gasóleo A,90,593,Total 2014,6.908
2014,Castilla y León,Burgos,Gasóleo B,41,259,Total 2014,3.026
2014,Castilla y León,Burgos,Gasóleo C,1,6,Total 2014,64
2014,Castilla y León,Burgos,Biodiésel,3,13,Total 2014,162
2014,Castilla y León,Burgos,Bioetanol,,,Total 2014,15
2014,Castilla y León,Burgos,Gases licuados del petróleo,5,26,Total 2014,369
2014,Castilla y León,Burgos,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Burgos,Gas natural licuado,,,Total 2014,
2014,Castilla y León,León,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,León,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,León,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,León,Gasolina 95,3,9,Total 2014,135
2014,Castilla y León,León,Gasolina 95 (G.protección),141,739,Total 2014,9.056
2014,Castilla y León,León,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,León,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,León,Gasolina 98,101,539,Total 2014,6.644
2014,Castilla y León,León,Gasóleo A habitual,150,792,Total 2014,9.807
2014,Castilla y León,León,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,León,Nuevo gasóleo A,115,593,Total 2014,6.908
2014,Castilla y León,León,Gasóleo B,34,259,Total 2014,3.026
2014,Castilla y León,León,Gasóleo C,,6,Total 2014,64
2014,Castilla y León,León,Biodiésel,2,13,Total 2014,162
2014,Castilla y León,León,Bioetanol,,,Total 2014,15
2014,Castilla y León,León,Gases licuados del petróleo,2,26,Total 2014,369
2014,Castilla y León,León,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,León,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Palencia,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Palencia,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Palencia,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Palencia,Gasolina 95,,9,Total 2014,135
2014,Castilla y León,Palencia,Gasolina 95 (G.protección),57,739,Total 2014,9.056
2014,Castilla y León,Palencia,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Palencia,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Palencia,Gasolina 98,41,539,Total 2014,6.644
2014,Castilla y León,Palencia,Gasóleo A habitual,60,792,Total 2014,9.807
2014,Castilla y León,Palencia,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Palencia,Nuevo gasóleo A,47,593,Total 2014,6.908
2014,Castilla y León,Palencia,Gasóleo B,24,259,Total 2014,3.026
2014,Castilla y León,Palencia,Gasóleo C,,6,Total 2014,64
2014,Castilla y León,Palencia,Biodiésel,1,13,Total 2014,162
2014,Castilla y León,Palencia,Bioetanol,,,Total 2014,15
2014,Castilla y León,Palencia,Gases licuados del petróleo,3,26,Total 2014,369
2014,Castilla y León,Palencia,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Palencia,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Salamanca,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Salamanca,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Salamanca,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Salamanca,Gasolina 95,1,9,Total 2014,135
2014,Castilla y León,Salamanca,Gasolina 95 (G.protección),88,739,Total 2014,9.056
2014,Castilla y León,Salamanca,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Salamanca,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Salamanca,Gasolina 98,64,539,Total 2014,6.644
2014,Castilla y León,Salamanca,Gasóleo A habitual,95,792,Total 2014,9.807
2014,Castilla y León,Salamanca,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Salamanca,Nuevo gasóleo A,65,593,Total 2014,6.908
2014,Castilla y León,Salamanca,Gasóleo B,31,259,Total 2014,3.026
2014,Castilla y León,Salamanca,Gasóleo C,1,6,Total 2014,64
2014,Castilla y León,Salamanca,Biodiésel,1,13,Total 2014,162
2014,Castilla y León,Salamanca,Bioetanol,,,Total 2014,15
2014,Castilla y León,Salamanca,Gases licuados del petróleo,3,26,Total 2014,369
2014,Castilla y León,Salamanca,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Salamanca,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Segovia,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Segovia,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Segovia,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Segovia,Gasolina 95,2,9,Total 2014,135
2014,Castilla y León,Segovia,Gasolina 95 (G.protección),60,739,Total 2014,9.056
2014,Castilla y León,Segovia,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Segovia,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Segovia,Gasolina 98,42,539,Total 2014,6.644
2014,Castilla y León,Segovia,Gasóleo A habitual,63,792,Total 2014,9.807
2014,Castilla y León,Segovia,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Segovia,Nuevo gasóleo A,49,593,Total 2014,6.908
2014,Castilla y León,Segovia,Gasóleo B,26,259,Total 2014,3.026
2014,Castilla y León,Segovia,Gasóleo C,,6,Total 2014,64
2014,Castilla y León,Segovia,Biodiésel,1,13,Total 2014,162
2014,Castilla y León,Segovia,Bioetanol,,,Total 2014,15
2014,Castilla y León,Segovia,Gases licuados del petróleo,2,26,Total 2014,369
2014,Castilla y León,Segovia,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Segovia,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Soria,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Soria,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Soria,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Soria,Gasolina 95,,9,Total 2014,135
2014,Castilla y León,Soria,Gasolina 95 (G.protección),38,739,Total 2014,9.056
2014,Castilla y León,Soria,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Soria,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Soria,Gasolina 98,25,539,Total 2014,6.644
2014,Castilla y León,Soria,Gasóleo A habitual,38,792,Total 2014,9.807
2014,Castilla y León,Soria,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Soria,Nuevo gasóleo A,32,593,Total 2014,6.908
2014,Castilla y León,Soria,Gasóleo B,13,259,Total 2014,3.026
2014,Castilla y León,Soria,Gasóleo C,,6,Total 2014,64
2014,Castilla y León,Soria,Biodiésel,,13,Total 2014,162
2014,Castilla y León,Soria,Bioetanol,,,Total 2014,15
2014,Castilla y León,Soria,Gases licuados del petróleo,1,26,Total 2014,369
2014,Castilla y León,Soria,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Soria,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Valladolid,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Valladolid,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Valladolid,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Valladolid,Gasolina 95,2,9,Total 2014,135
2014,Castilla y León,Valladolid,Gasolina 95 (G.protección),112,739,Total 2014,9.056
2014,Castilla y León,Valladolid,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Valladolid,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Valladolid,Gasolina 98,85,539,Total 2014,6.644
2014,Castilla y León,Valladolid,Gasóleo A habitual,125,792,Total 2014,9.807
2014,Castilla y León,Valladolid,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Valladolid,Nuevo gasóleo A,92,593,Total 2014,6.908
2014,Castilla y León,Valladolid,Gasóleo B,40,259,Total 2014,3.026
2014,Castilla y León,Valladolid,Gasóleo C,2,6,Total 2014,64
2014,Castilla y León,Valladolid,Biodiésel,3,13,Total 2014,162
2014,Castilla y León,Valladolid,Bioetanol,,,Total 2014,15
2014,Castilla y León,Valladolid,Gases licuados del petróleo,5,26,Total 2014,369
2014,Castilla y León,Valladolid,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Valladolid,Gas natural licuado,,,Total 2014,
2014,Castilla y León,Zamora,Gasolina 95 E5,,,Total 2014,
2014,Castilla y León,Zamora,Gasolina 95 E10,,,Total 2014,
2014,Castilla y León,Zamora,Gasolina 95 E5 Premium,,,Total 2014,
2014,Castilla y León,Zamora,Gasolina 95,,9,Total 2014,135
2014,Castilla y León,Zamora,Gasolina 95 (G.protección),71,739,Total 2014,9.056
2014,Castilla y León,Zamora,Gasolina 98 E5,,,Total 2014,
2014,Castilla y León,Zamora,Gasolina 98 E10,,,Total 2014,
2014,Castilla y León,Zamora,Gasolina 98,55,539,Total 2014,6.644
2014,Castilla y León,Zamora,Gasóleo A habitual,77,792,Total 2014,9.807
2014,Castilla y León,Zamora,Gasóleo Premium,,,Total 2014,
2014,Castilla y León,Zamora,Nuevo gasóleo A,54,593,Total 2014,6.908
2014,Castilla y León,Zamora,Gasóleo B,31,259,Total 2014,3.026
2014,Castilla y León,Zamora,Gasóleo C,,6,Total 2014,64
2014,Castilla y León,Zamora,Biodiésel,1,13,Total 2014,162
2014,Castilla y León,Zamora,Bioetanol,,,Total 2014,15
2014,Castilla y León,Zamora,Gases licuados del petróleo,4,26,Total 2014,369
2014,Castilla y León,Zamora,Gas natural comprimido,,,Total 2014,7
2014,Castilla y León,Zamora,Gas natural licuado,,,Total 2014,
2014,Cataluña,Barcelona,Gasolina 95 E5,,,Total 2014,
2014,Cataluña,Barcelona,Gasolina 95 E10,,,Total 2014,
2014,Cataluña,Barcelona,Gasolina 95 E5 Premium,,,Total 2014,
2014,Cataluña,Barcelona,Gasolina 95,20,26,Total 2014,135
2014,Cataluña,Barcelona,Gasolina 95 (G.protección),696,1.277,Total 2014,9.056
2014,Cataluña,Barcelona,Gasolina 98 E5,,,Total 2014,
2014,Cataluña,Barcelona,Gasolina 98 E10,,,Total 2014,
2014,Cataluña,Barcelona,Gasolina 98,546,971,Total 2014,6.644
2014,Cataluña,Barcelona,Gasóleo A habitual,711,1.340,Total 2014,9.807
2014,Cataluña,Barcelona,Gasóleo Premium,,,Total 2014,
2014,Cataluña,Barcelona,Nuevo gasóleo A,539,959,Total 2014,6.908
2014,Cataluña,Barcelona,Gasóleo B,42,211,Total 2014,3.026
2014,Cataluña,Barcelona,Gasóleo C,14,20,Total 2014,64
2014,Cataluña,Barcelona,Biodiésel,26,39,Total 2014,162
2014,Cataluña,Barcelona,Bioetanol,2,2,Total 2014,15
2014,Cataluña,Barcelona,Gases licuados del petróleo,52,74,Total 2014,369
2014,Cataluña,Barcelona,Gas natural comprimido,4,4,Total 2014,7
2014,Cataluña,Barcelona,Gas natural licuado,,,Total 2014,
2014,Cataluña,Girona,Gasolina 95 E5,,,Total 2014,
2014,Cataluña,Girona,Gasolina 95 E10,,,Total 2014,
2014,Cataluña,Girona,Gasolina 95 E5 Premium,,,Total 2014,
2014,Cataluña,Girona,Gasolina 95,1,26,Total 2014,135
2014,Cataluña,Girona,Gasolina 95 (G.protección),215,1.277,Total 2014,9.056
2014,Cataluña,Girona,Gasolina 98 E5,,,Total 2014,
2014,Cataluña,Girona,Gasolina 98 E10,,,Total 2014,
2014,Cataluña,Girona,Gasolina 98,173,971,Total 2014,6.644
2014,Cataluña,Girona,Gasóleo A habitual,221,1.340,Total 2014,9.807
2014,Cataluña,Girona,Gasóleo Premium,,,Total 2014,
2014,Cataluña,Girona,Nuevo gasóleo A,170,959,Total 2014,6.908
2014,Cataluña,Girona,Gasóleo B,35,211,Total 2014,3.026
2014,Cataluña,Girona,Gasóleo C,4,20,Total 2014,64
2014,Cataluña,Girona,Biodiésel,4,39,Total 2014,162
2014,Cataluña,Girona,Bioetanol,,2,Total 2014,15
2014,Cataluña,Girona,Gases licuados del petróleo,11,74,Total 2014,369
2014,Cataluña,Girona,Gas natural comprimido,,4,Total 2014,7
2014,Cataluña,Girona,Gas natural licuado,,,Total 2014,
2014,Cataluña,Lleida,Gasolina 95 E5,,,Total 2014,
2014,Cataluña,Lleida,Gasolina 95 E10,,,Total 2014,
2014,Cataluña,Lleida,Gasolina 95 E5 Premium,,,Total 2014,
2014,Cataluña,Lleida,Gasolina 95,3,26,Total 2014,135
2014,Cataluña,Lleida,Gasolina 95 (G.protección),168,1.277,Total 2014,9.056
2014,Cataluña,Lleida,Gasolina 98 E5,,,Total 2014,
2014,Cataluña,Lleida,Gasolina 98 E10,,,Total 2014,
2014,Cataluña,Lleida,Gasolina 98,104,971,Total 2014,6.644
2014,Cataluña,Lleida,Gasóleo A habitual,190,1.340,Total 2014,9.807
2014,Cataluña,Lleida,Gasóleo Premium,,,Total 2014,
2014,Cataluña,Lleida,Nuevo gasóleo A,95,959,Total 2014,6.908
2014,Cataluña,Lleida,Gasóleo B,73,211,Total 2014,3.026
2014,Cataluña,Lleida,Gasóleo C,1,20,Total 2014,64
2014,Cataluña,Lleida,Biodiésel,4,39,Total 2014,162
2014,Cataluña,Lleida,Bioetanol,,2,Total 2014,15
2014,Cataluña,Lleida,Gases licuados del petróleo,4,74,Total 2014,369
2014,Cataluña,Lleida,Gas natural comprimido,,4,Total 2014,7
2014,Cataluña,Lleida,Gas natural licuado,,,Total 2014,
2014,Cataluña,Tarragona,Gasolina 95 E5,,,Total 2014,
2014,Cataluña,Tarragona,Gasolina 95 E10,,,Total 2014,
2014,Cataluña,Tarragona,Gasolina 95 E5 Premium,,,Total 2014,
2014,Cataluña,Tarragona,Gasolina 95,2,26,Total 2014,135
2014,Cataluña,Tarragona,Gasolina 95 (G.protección),198,1.277,Total 2014,9.056
