year,comunidad,provincia,Carburante,cantidad,Textbox4,Textbox6,Textbox10
2018,Extremadura,Cáceres,Gas natural licuado,,1,Total 2018,33
2018,Galicia,"Coruña, A",Gasolina 95 E5,,,Total 2018,
2018,Galicia,"Coruña, A",Gasolina 95 E10,,,Total 2018,
2018,Galicia,"Coruña, A",Gasolina 95 E5 Premium,,,Total 2018,
2018,Galicia,"Coruña, A",Gasolina 95,2,3,Total 2018,207
2018,Galicia,"Coruña, A",Gasolina 95 (G.protección),251,625,Total 2018,9.919
2018,Galicia,"Coruña, A",Gasolina 98 E5,,,Total 2018,
2018,Galicia,"Coruña, A",Gasolina 98 E10,,,Total 2018,
2018,Galicia,"Coruña, A",Gasolina 98,192,474,Total 2018,6.468
2018,Galicia,"Coruña, A",Gasóleo A habitual,256,641,Total 2018,10.679
2018,Galicia,"Coruña, A",Gasóleo Premium,,,Total 2018,
2018,Galicia,"Coruña, A",Nuevo gasóleo A,219,516,Total 2018,7.272
2018,Galicia,"Coruña, A",Gasóleo B,97,220,Total 2018,3.049
2018,Galicia,"Coruña, A",Gasóleo C,2,4,Total 2018,41
2018,Galicia,"Coruña, A",Biodiésel,2,3,Total 2018,58
2018,Galicia,"Coruña, A",Bioetanol,1,1,Total 2018,8
2018,Galicia,"Coruña, A",Gases licuados del petróleo,19,36,Total 2018,579
2018,Galicia,"Coruña, A",Gas natural comprimido,1,2,Total 2018,59
2018,Galicia,"Coruña, A",Gas natural licuado,2,2,Total 2018,33
2018,Galicia,Lugo,Gasolina 95 E5,,,Total 2018,
2018,Galicia,Lugo,Gasolina 95 E10,,,Total 2018,
2018,Galicia,Lugo,Gasolina 95 E5 Premium,,,Total 2018,
2018,Galicia,Lugo,Gasolina 95,,3,Total 2018,207
2018,Galicia,Lugo,Gasolina 95 (G.protección),110,625,Total 2018,9.919
2018,Galicia,Lugo,Gasolina 98 E5,,,Total 2018,
2018,Galicia,Lugo,Gasolina 98 E10,,,Total 2018,
2018,Galicia,Lugo,Gasolina 98,69,474,Total 2018,6.468
2018,Galicia,Lugo,Gasóleo A habitual,117,641,Total 2018,10.679
2018,Galicia,Lugo,Gasóleo Premium,,,Total 2018,
2018,Galicia,Lugo,Nuevo gasóleo A,82,516,Total 2018,7.272
2018,Galicia,Lugo,Gasóleo B,61,220,Total 2018,3.049
2018,Galicia,Lugo,Gasóleo C,,4,Total 2018,41
2018,Galicia,Lugo,Biodiésel,,3,Total 2018,58
2018,Galicia,Lugo,Bioetanol,,1,Total 2018,8
2018,Galicia,Lugo,Gases licuados del petróleo,2,36,Total 2018,579
2018,Galicia,Lugo,Gas natural comprimido,,2,Total 2018,59
2018,Galicia,Lugo,Gas natural licuado,,2,Total 2018,33
2018,Galicia,Ourense,Gasolina 95 E5,,,Total 2018,
2018,Galicia,Ourense,Gasolina 95 E10,,,Total 2018,
2018,Galicia,Ourense,Gasolina 95 E5 Premium,,,Total 2018,
2018,Galicia,Ourense,Gasolina 95,,3,Total 2018,207
2018,Galicia,Ourense,Gasolina 95 (G.protección),87,625,Total 2018,9.919
2018,Galicia,Ourense,Gasolina 98 E5,,,Total 2018,
2018,Galicia,Ourense,Gasolina 98 E10,,,Total 2018,
2018,Galicia,Ourense,Gasolina 98,72,474,Total 2018,6.468
2018,Galicia,Ourense,Gasóleo A habitual,88,641,Total 2018,10.679
2018,Galicia,Ourense,Gasóleo Premium,,,Total 2018,
2018,Galicia,Ourense,Nuevo gasóleo A,66,516,Total 2018,7.272
2018,Galicia,Ourense,Gasóleo B,29,220,Total 2018,3.049
2018,Galicia,Ourense,Gasóleo C,,4,Total 2018,41
2018,Galicia,Ourense,Biodiésel,1,3,Total 2018,58
2018,Galicia,Ourense,Bioetanol,,1,Total 2018,8
2018,Galicia,Ourense,Gases licuados del petróleo,3,36,Total 2018,579
2018,Galicia,Ourense,Gas natural comprimido,1,2,Total 2018,59
2018,Galicia,Ourense,Gas natural licuado,,2,Total 2018,33
2018,Galicia,Pontevedra,Gasolina 95 E5,,,Total 2018,
2018,Galicia,Pontevedra,Gasolina 95 E10,,,Total 2018,
2018,Galicia,Pontevedra,Gasolina 95 E5 Premium,,,Total 2018,
2018,Galicia,Pontevedra,Gasolina 95,1,3,Total 2018,207
2018,Galicia,Pontevedra,Gasolina 95 (G.protección),177,625,Total 2018,9.919
2018,Galicia,Pontevedra,Gasolina 98 E5,,,Total 2018,
2018,Galicia,Pontevedra,Gasolina 98 E10,,,Total 2018,
2018,Galicia,Pontevedra,Gasolina 98,141,474,Total 2018,6.468
2018,Galicia,Pontevedra,Gasóleo A habitual,180,641,Total 2018,10.679
2018,Galicia,Pontevedra,Gasóleo Premium,,,Total 2018,
2018,Galicia,Pontevedra,Nuevo gasóleo A,149,516,Total 2018,7.272
2018,Galicia,Pontevedra,Gasóleo B,33,220,Total 2018,3.049
2018,Galicia,Pontevedra,Gasóleo C,2,4,Total 2018,41
2018,Galicia,Pontevedra,Biodiésel,,3,Total 2018,58
2018,Galicia,Pontevedra,Bioetanol,,1,Total 2018,8
2018,Galicia,Pontevedra,Gases licuados del petróleo,12,36,Total 2018,579
2018,Galicia,Pontevedra,Gas natural comprimido,,2,Total 2018,59
2018,Galicia,Pontevedra,Gas natural licuado,,2,Total 2018,33
2018,"Madrid, Comunidad de",Madrid,Gasolina 95 E5,,,Total 2018,
2018,"Madrid, Comunidad de",Madrid,Gasolina 95 E10,,,Total 2018,
2018,"Madrid, Comunidad de",Madrid,Gasolina 95 E5 Premium,,,Total 2018,
2018,"Madrid, Comunidad de",Madrid,Gasolina 95,41,41,Total 2018,207
2018,"Madrid, Comunidad de",Madrid,Gasolina 95 (G.protección),698,698,Total 2018,9.919
2018,"Madrid, Comunidad de",Madrid,Gasolina 98 E5,,,Total 2018,
2018,"Madrid, Comunidad de",Madrid,Gasolina 98 E10,,,Total 2018,
2018,"Madrid, Comunidad de",Madrid,Gasolina 98,510,510,Total 2018,6.468
2018,"Madrid, Comunidad de",Madrid,Gasóleo A habitual,710,710,Total 2018,10.679
2018,"Madrid, Comunidad de",Madrid,Gasóleo Premium,,,Total 2018,
2018,"Madrid, Comunidad de",Madrid,Nuevo gasóleo A,586,586,Total 2018,7.272
2018,"Madrid, Comunidad de",Madrid,Gasóleo B,42,42,Total 2018,3.049
2018,"Madrid, Comunidad de",Madrid,Gasóleo C,3,3,Total 2018,41
2018,"Madrid, Comunidad de",Madrid,Biodiésel,4,4,Total 2018,58
2018,"Madrid, Comunidad de",Madrid,Bioetanol,1,1,Total 2018,8
2018,"Madrid, Comunidad de",Madrid,Gases licuados del petróleo,65,65,Total 2018,579
2018,"Madrid, Comunidad de",Madrid,Gas natural comprimido,16,16,Total 2018,59
2018,"Madrid, Comunidad de",Madrid,Gas natural licuado,3,3,Total 2018,33
2018,Melilla,Melilla,Gasolina 95 E5,,,Total 2018,
2018,Melilla,Melilla,Gasolina 95 E10,,,Total 2018,
2018,Melilla,Melilla,Gasolina 95 E5 Premium,,,Total 2018,
2018,Melilla,Melilla,Gasolina 95,,,Total 2018,207
2018,Melilla,Melilla,Gasolina 95 (G.protección),12,12,Total 2018,9.919
2018,Melilla,Melilla,Gasolina 98 E5,,,Total 2018,
2018,Melilla,Melilla,Gasolina 98 E10,,,Total 2018,
2018,Melilla,Melilla,Gasolina 98,,,Total 2018,6.468
2018,Melilla,Melilla,Gasóleo A habitual,12,12,Total 2018,10.679
2018,Melilla,Melilla,Gasóleo Premium,,,Total 2018,
2018,Melilla,Melilla,Nuevo gasóleo A,9,9,Total 2018,7.272
2018,Melilla,Melilla,Gasóleo B,,,Total 2018,3.049
2018,Melilla,Melilla,Gasóleo C,,,Total 2018,41
2018,Melilla,Melilla,Biodiésel,,,Total 2018,58
2018,Melilla,Melilla,Bioetanol,,,Total 2018,8
2018,Melilla,Melilla,Gases licuados del petróleo,,,Total 2018,579
2018,Melilla,Melilla,Gas natural comprimido,,,Total 2018,59
2018,Melilla,Melilla,Gas natural licuado,,,Total 2018,33
2018,"Murcia, Región de",Murcia,Gasolina 95 E5,,,Total 2018,
2018,"Murcia, Región de",Murcia,Gasolina 95 E10,,,Total 2018,
2018,"Murcia, Región de",Murcia,Gasolina 95 E5 Premium,,,Total 2018,
2018,"Murcia, Región de",Murcia,Gasolina 95,8,8,Total 2018,207
2018,"Murcia, Región de",Murcia,Gasolina 95 (G.protección),375,375,Total 2018,9.919
2018,"Murcia, Región de",Murcia,Gasolina 98 E5,,,Total 2018,
2018,"Murcia, Región de",Murcia,Gasolina 98 E10,,,Total 2018,
2018,"Murcia, Región de",Murcia,Gasolina 98,261,261,Total 2018,6.468
2018,"Murcia, Región de",Murcia,Gasóleo A habitual,410,410,Total 2018,10.679
2018,"Murcia, Región de",Murcia,Gasóleo Premium,,,Total 2018,
2018,"Murcia, Región de",Murcia,Nuevo gasóleo A,295,295,Total 2018,7.272
2018,"Murcia, Región de",Murcia,Gasóleo B,133,133,Total 2018,3.049
2018,"Murcia, Región de",Murcia,Gasóleo C,2,2,Total 2018,41
2018,"Murcia, Región de",Murcia,Biodiésel,1,1,Total 2018,58
2018,"Murcia, Región de",Murcia,Bioetanol,,,Total 2018,8
2018,"Murcia, Región de",Murcia,Gases licuados del petróleo,17,17,Total 2018,579
2018,"Murcia, Región de",Murcia,Gas natural comprimido,1,1,Total 2018,59
2018,"Murcia, Región de",Murcia,Gas natural licuado,,,Total 2018,33
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 E5,,,Total 2018,
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 E10,,,Total 2018,
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 E5 Premium,,,Total 2018,
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 95,,,Total 2018,207
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 95 (G.protección),207,207,Total 2018,9.919
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 98 E5,,,Total 2018,
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 98 E10,,,Total 2018,
2018,"Navarra, Comunidad Foral de",Navarra,Gasolina 98,80,80,Total 2018,6.468
2018,"Navarra, Comunidad Foral de",Navarra,Gasóleo A habitual,237,237,Total 2018,10.679
2018,"Navarra, Comunidad Foral de",Navarra,Gasóleo Premium,,,Total 2018,
2018,"Navarra, Comunidad Foral de",Navarra,Nuevo gasóleo A,110,110,Total 2018,7.272
2018,"Navarra, Comunidad Foral de",Navarra,Gasóleo B,119,119,Total 2018,3.049
2018,"Navarra, Comunidad Foral de",Navarra,Gasóleo C,1,1,Total 2018,41
2018,"Navarra, Comunidad Foral de",Navarra,Biodiésel,,,Total 2018,58
2018,"Navarra, Comunidad Foral de",Navarra,Bioetanol,,,Total 2018,8
2018,"Navarra, Comunidad Foral de",Navarra,Gases licuados del petróleo,15,15,Total 2018,579
2018,"Navarra, Comunidad Foral de",Navarra,Gas natural comprimido,1,1,Total 2018,59
2018,"Navarra, Comunidad Foral de",Navarra,Gas natural licuado,,,Total 2018,33
2018,País Vasco,Álava,Gasolina 95 E5,,,Total 2018,
2018,País Vasco,Álava,Gasolina 95 E10,,,Total 2018,
2018,País Vasco,Álava,Gasolina 95 E5 Premium,,,Total 2018,
2018,País Vasco,Álava,Gasolina 95,,1,Total 2018,207
2018,País Vasco,Álava,Gasolina 95 (G.protección),59,288,Total 2018,9.919
2018,País Vasco,Álava,Gasolina 98 E5,,,Total 2018,
2018,País Vasco,Álava,Gasolina 98 E10,,,Total 2018,
2018,País Vasco,Álava,Gasolina 98,43,219,Total 2018,6.468
2018,País Vasco,Álava,Gasóleo A habitual,67,305,Total 2018,10.679
2018,País Vasco,Álava,Gasóleo Premium,,,Total 2018,
2018,País Vasco,Álava,Nuevo gasóleo A,46,239,Total 2018,7.272
2018,País Vasco,Álava,Gasóleo B,16,59,Total 2018,3.049
2018,País Vasco,Álava,Gasóleo C,1,4,Total 2018,41
2018,País Vasco,Álava,Biodiésel,4,9,Total 2018,58
2018,País Vasco,Álava,Bioetanol,1,4,Total 2018,8
2018,País Vasco,Álava,Gases licuados del petróleo,8,31,Total 2018,579
2018,País Vasco,Álava,Gas natural comprimido,2,4,Total 2018,59
2018,País Vasco,Álava,Gas natural licuado,1,4,Total 2018,33
2018,País Vasco,Guipúzcoa,Gasolina 95 E5,,,Total 2018,
2018,País Vasco,Guipúzcoa,Gasolina 95 E10,,,Total 2018,
2018,País Vasco,Guipúzcoa,Gasolina 95 E5 Premium,,,Total 2018,
2018,País Vasco,Guipúzcoa,Gasolina 95,1,1,Total 2018,207
2018,País Vasco,Guipúzcoa,Gasolina 95 (G.protección),109,288,Total 2018,9.919
2018,País Vasco,Guipúzcoa,Gasolina 98 E5,,,Total 2018,
2018,País Vasco,Guipúzcoa,Gasolina 98 E10,,,Total 2018,
2018,País Vasco,Guipúzcoa,Gasolina 98,86,219,Total 2018,6.468
2018,País Vasco,Guipúzcoa,Gasóleo A habitual,119,305,Total 2018,10.679
2018,País Vasco,Guipúzcoa,Gasóleo Premium,,,Total 2018,
2018,País Vasco,Guipúzcoa,Nuevo gasóleo A,94,239,Total 2018,7.272
2018,País Vasco,Guipúzcoa,Gasóleo B,28,59,Total 2018,3.049
2018,País Vasco,Guipúzcoa,Gasóleo C,1,4,Total 2018,41
2018,País Vasco,Guipúzcoa,Biodiésel,4,9,Total 2018,58
2018,País Vasco,Guipúzcoa,Bioetanol,2,4,Total 2018,8
2018,País Vasco,Guipúzcoa,Gases licuados del petróleo,14,31,Total 2018,579
2018,País Vasco,Guipúzcoa,Gas natural comprimido,1,4,Total 2018,59
2018,País Vasco,Guipúzcoa,Gas natural licuado,2,4,Total 2018,33
2018,País Vasco,Vizcaya,Gasolina 95 E5,,,Total 2018,
2018,País Vasco,Vizcaya,Gasolina 95 E10,,,Total 2018,
2018,País Vasco,Vizcaya,Gasolina 95 E5 Premium,,,Total 2018,
2018,País Vasco,Vizcaya,Gasolina 95,,1,Total 2018,207
2018,País Vasco,Vizcaya,Gasolina 95 (G.protección),120,288,Total 2018,9.919
2018,País Vasco,Vizcaya,Gasolina 98 E5,,,Total 2018,
2018,País Vasco,Vizcaya,Gasolina 98 E10,,,Total 2018,
2018,País Vasco,Vizcaya,Gasolina 98,90,219,Total 2018,6.468
2018,País Vasco,Vizcaya,Gasóleo A habitual,119,305,Total 2018,10.679
2018,País Vasco,Vizcaya,Gasóleo Premium,,,Total 2018,
2018,País Vasco,Vizcaya,Nuevo gasóleo A,99,239,Total 2018,7.272
2018,País Vasco,Vizcaya,Gasóleo B,15,59,Total 2018,3.049
2018,País Vasco,Vizcaya,Gasóleo C,2,4,Total 2018,41
2018,País Vasco,Vizcaya,Biodiésel,1,9,Total 2018,58
2018,País Vasco,Vizcaya,Bioetanol,1,4,Total 2018,8
2018,País Vasco,Vizcaya,Gases licuados del petróleo,9,31,Total 2018,579
2018,País Vasco,Vizcaya,Gas natural comprimido,1,4,Total 2018,59
2018,País Vasco,Vizcaya,Gas natural licuado,1,4,Total 2018,33
2018,"Rioja, La","Rioja, La",Gasolina 95 E5,,,Total 2018,
2018,"Rioja, La","Rioja, La",Gasolina 95 E10,,,Total 2018,
2018,"Rioja, La","Rioja, La",Gasolina 95 E5 Premium,,,Total 2018,
2018,"Rioja, La","Rioja, La",Gasolina 95,,,Total 2018,207
2018,"Rioja, La","Rioja, La",Gasolina 95 (G.protección),73,73,Total 2018,9.919
2018,"Rioja, La","Rioja, La",Gasolina 98 E5,,,Total 2018,
2018,"Rioja, La","Rioja, La",Gasolina 98 E10,,,Total 2018,
2018,"Rioja, La","Rioja, La",Gasolina 98,41,41,Total 2018,6.468
2018,"Rioja, La","Rioja, La",Gasóleo A habitual,83,83,Total 2018,10.679
2018,"Rioja, La","Rioja, La",Gasóleo Premium,,,Total 2018,
2018,"Rioja, La","Rioja, La",Nuevo gasóleo A,53,53,Total 2018,7.272
2018,"Rioja, La","Rioja, La",Gasóleo B,35,35,Total 2018,3.049
2018,"Rioja, La","Rioja, La",Gasóleo C,,,Total 2018,41
2018,"Rioja, La","Rioja, La",Biodiésel,,,Total 2018,58
2018,"Rioja, La","Rioja, La",Bioetanol,,,Total 2018,8
2018,"Rioja, La","Rioja, La",Gases licuados del petróleo,4,4,Total 2018,579
2018,"Rioja, La","Rioja, La",Gas natural comprimido,,,Total 2018,59
2018,"Rioja, La","Rioja, La",Gas natural licuado,,,Total 2018,33
2019,Andalucía,Almería,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Almería,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Almería,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Almería,Gasolina 95,7,120,Total 2019,514
2019,Andalucía,Almería,Gasolina 95 (G.protección),184,1.916,Total 2019,10.096
2019,Andalucía,Almería,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Almería,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Almería,Gasolina 98,100,995,Total 2019,6.296
2019,Andalucía,Almería,Gasóleo A habitual,193,2.095,Total 2019,10.824
2019,Andalucía,Almería,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Almería,Nuevo gasóleo A,125,1.303,Total 2019,7.341
2019,Andalucía,Almería,Gasóleo B,65,719,Total 2019,3.029
2019,Andalucía,Almería,Gasóleo C,,2,Total 2019,37
2019,Andalucía,Almería,Biodiésel,,9,Total 2019,47
2019,Andalucía,Almería,Bioetanol,,,Total 2019,6
2019,Andalucía,Almería,Gases licuados del petróleo,11,100,Total 2019,657
2019,Andalucía,Almería,Gas natural comprimido,,4,Total 2019,68
2019,Andalucía,Almería,Gas natural licuado,,3,Total 2019,40
2019,Andalucía,Cádiz,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Cádiz,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Cádiz,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Cádiz,Gasolina 95,25,120,Total 2019,514
2019,Andalucía,Cádiz,Gasolina 95 (G.protección),245,1.916,Total 2019,10.096
2019,Andalucía,Cádiz,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Cádiz,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Cádiz,Gasolina 98,135,995,Total 2019,6.296
2019,Andalucía,Cádiz,Gasóleo A habitual,263,2.095,Total 2019,10.824
2019,Andalucía,Cádiz,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Cádiz,Nuevo gasóleo A,168,1.303,Total 2019,7.341
2019,Andalucía,Cádiz,Gasóleo B,51,719,Total 2019,3.029
2019,Andalucía,Cádiz,Gasóleo C,2,2,Total 2019,37
2019,Andalucía,Cádiz,Biodiésel,2,9,Total 2019,47
2019,Andalucía,Cádiz,Bioetanol,,,Total 2019,6
2019,Andalucía,Cádiz,Gases licuados del petróleo,16,100,Total 2019,657
2019,Andalucía,Cádiz,Gas natural comprimido,1,4,Total 2019,68
2019,Andalucía,Cádiz,Gas natural licuado,1,3,Total 2019,40
2019,Andalucía,Córdoba,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Córdoba,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Córdoba,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Córdoba,Gasolina 95,16,120,Total 2019,514
2019,Andalucía,Córdoba,Gasolina 95 (G.protección),189,1.916,Total 2019,10.096
2019,Andalucía,Córdoba,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Córdoba,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Córdoba,Gasolina 98,80,995,Total 2019,6.296
2019,Andalucía,Córdoba,Gasóleo A habitual,232,2.095,Total 2019,10.824
2019,Andalucía,Córdoba,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Córdoba,Nuevo gasóleo A,131,1.303,Total 2019,7.341
2019,Andalucía,Córdoba,Gasóleo B,121,719,Total 2019,3.029
2019,Andalucía,Córdoba,Gasóleo C,,2,Total 2019,37
2019,Andalucía,Córdoba,Biodiésel,,9,Total 2019,47
2019,Andalucía,Córdoba,Bioetanol,,,Total 2019,6
2019,Andalucía,Córdoba,Gases licuados del petróleo,7,100,Total 2019,657
2019,Andalucía,Córdoba,Gas natural comprimido,,4,Total 2019,68
2019,Andalucía,Córdoba,Gas natural licuado,,3,Total 2019,40
2019,Andalucía,Granada,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Granada,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Granada,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Granada,Gasolina 95,7,120,Total 2019,514
2019,Andalucía,Granada,Gasolina 95 (G.protección),255,1.916,Total 2019,10.096
2019,Andalucía,Granada,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Granada,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Granada,Gasolina 98,161,995,Total 2019,6.296
2019,Andalucía,Granada,Gasóleo A habitual,273,2.095,Total 2019,10.824
2019,Andalucía,Granada,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Granada,Nuevo gasóleo A,179,1.303,Total 2019,7.341
2019,Andalucía,Granada,Gasóleo B,74,719,Total 2019,3.029
2019,Andalucía,Granada,Gasóleo C,,2,Total 2019,37
2019,Andalucía,Granada,Biodiésel,1,9,Total 2019,47
2019,Andalucía,Granada,Bioetanol,,,Total 2019,6
2019,Andalucía,Granada,Gases licuados del petróleo,8,100,Total 2019,657
2019,Andalucía,Granada,Gas natural comprimido,,4,Total 2019,68
2019,Andalucía,Granada,Gas natural licuado,,3,Total 2019,40
2019,Andalucía,Huelva,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Huelva,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Huelva,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Huelva,Gasolina 95,9,120,Total 2019,514
2019,Andalucía,Huelva,Gasolina 95 (G.protección),119,1.916,Total 2019,10.096
2019,Andalucía,Huelva,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Huelva,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Huelva,Gasolina 98,65,995,Total 2019,6.296
2019,Andalucía,Huelva,Gasóleo A habitual,135,2.095,Total 2019,10.824
2019,Andalucía,Huelva,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Huelva,Nuevo gasóleo A,83,1.303,Total 2019,7.341
2019,Andalucía,Huelva,Gasóleo B,52,719,Total 2019,3.029
2019,Andalucía,Huelva,Gasóleo C,,2,Total 2019,37
2019,Andalucía,Huelva,Biodiésel,2,9,Total 2019,47
2019,Andalucía,Huelva,Bioetanol,,,Total 2019,6
2019,Andalucía,Huelva,Gases licuados del petróleo,5,100,Total 2019,657
2019,Andalucía,Huelva,Gas natural comprimido,,4,Total 2019,68
2019,Andalucía,Huelva,Gas natural licuado,,3,Total 2019,40
2019,Andalucía,Jaén,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Jaén,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Jaén,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Jaén,Gasolina 95,10,120,Total 2019,514
2019,Andalucía,Jaén,Gasolina 95 (G.protección),222,1.916,Total 2019,10.096
2019,Andalucía,Jaén,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Jaén,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Jaén,Gasolina 98,87,995,Total 2019,6.296
2019,Andalucía,Jaén,Gasóleo A habitual,245,2.095,Total 2019,10.824
2019,Andalucía,Jaén,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Jaén,Nuevo gasóleo A,128,1.303,Total 2019,7.341
2019,Andalucía,Jaén,Gasóleo B,170,719,Total 2019,3.029
2019,Andalucía,Jaén,Gasóleo C,,2,Total 2019,37
2019,Andalucía,Jaén,Biodiésel,2,9,Total 2019,47
2019,Andalucía,Jaén,Bioetanol,,,Total 2019,6
2019,Andalucía,Jaén,Gases licuados del petróleo,11,100,Total 2019,657
2019,Andalucía,Jaén,Gas natural comprimido,1,4,Total 2019,68
2019,Andalucía,Jaén,Gas natural licuado,1,3,Total 2019,40
2019,Andalucía,Málaga,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Málaga,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Málaga,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Málaga,Gasolina 95,18,120,Total 2019,514
2019,Andalucía,Málaga,Gasolina 95 (G.protección),297,1.916,Total 2019,10.096
2019,Andalucía,Málaga,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Málaga,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Málaga,Gasolina 98,185,995,Total 2019,6.296
2019,Andalucía,Málaga,Gasóleo A habitual,308,2.095,Total 2019,10.824
2019,Andalucía,Málaga,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Málaga,Nuevo gasóleo A,232,1.303,Total 2019,7.341
2019,Andalucía,Málaga,Gasóleo B,62,719,Total 2019,3.029
2019,Andalucía,Málaga,Gasóleo C,,2,Total 2019,37
2019,Andalucía,Málaga,Biodiésel,,9,Total 2019,47
2019,Andalucía,Málaga,Bioetanol,,,Total 2019,6
2019,Andalucía,Málaga,Gases licuados del petróleo,19,100,Total 2019,657
2019,Andalucía,Málaga,Gas natural comprimido,,4,Total 2019,68
2019,Andalucía,Málaga,Gas natural licuado,,3,Total 2019,40
2019,Andalucía,Sevilla,Gasolina 95 E5,,,Total 2019,
2019,Andalucía,Sevilla,Gasolina 95 E10,,,Total 2019,
2019,Andalucía,Sevilla,Gasolina 95 E5 Premium,,,Total 2019,
2019,Andalucía,Sevilla,Gasolina 95,28,120,Total 2019,514
2019,Andalucía,Sevilla,Gasolina 95 (G.protección),405,1.916,Total 2019,10.096
2019,Andalucía,Sevilla,Gasolina 98 E5,,,Total 2019,
2019,Andalucía,Sevilla,Gasolina 98 E10,,,Total 2019,
2019,Andalucía,Sevilla,Gasolina 98,182,995,Total 2019,6.296
2019,Andalucía,Sevilla,Gasóleo A habitual,446,2.095,Total 2019,10.824
2019,Andalucía,Sevilla,Gasóleo Premium,,,Total 2019,
2019,Andalucía,Sevilla,Nuevo gasóleo A,257,1.303,Total 2019,7.341
2019,Andalucía,Sevilla,Gasóleo B,124,719,Total 2019,3.029
2019,Andalucía,Sevilla,Gasóleo C,,2,Total 2019,37
2019,Andalucía,Sevilla,Biodiésel,2,9,Total 2019,47
2019,Andalucía,Sevilla,Bioetanol,,,Total 2019,6
2019,Andalucía,Sevilla,Gases licuados del petróleo,23,100,Total 2019,657
2019,Andalucía,Sevilla,Gas natural comprimido,2,4,Total 2019,68
2019,Andalucía,Sevilla,Gas natural licuado,1,3,Total 2019,40
2019,Aragón,Huesca,Gasolina 95 E5,,,Total 2019,
2019,Aragón,Huesca,Gasolina 95 E10,,,Total 2019,
2019,Aragón,Huesca,Gasolina 95 E5 Premium,,,Total 2019,
2019,Aragón,Huesca,Gasolina 95,2,9,Total 2019,514
2019,Aragón,Huesca,Gasolina 95 (G.protección),106,388,Total 2019,10.096
2019,Aragón,Huesca,Gasolina 98 E5,,,Total 2019,
2019,Aragón,Huesca,Gasolina 98 E10,,,Total 2019,
2019,Aragón,Huesca,Gasolina 98,57,214,Total 2019,6.296
2019,Aragón,Huesca,Gasóleo A habitual,116,444,Total 2019,10.824
2019,Aragón,Huesca,Gasóleo Premium,,,Total 2019,
2019,Aragón,Huesca,Nuevo gasóleo A,80,271,Total 2019,7.341
2019,Aragón,Huesca,Gasóleo B,57,264,Total 2019,3.029
2019,Aragón,Huesca,Gasóleo C,1,3,Total 2019,37
2019,Aragón,Huesca,Biodiésel,,1,Total 2019,47
2019,Aragón,Huesca,Bioetanol,,,Total 2019,6
2019,Aragón,Huesca,Gases licuados del petróleo,3,15,Total 2019,657
