comunidad,provincia,year,Titularidad,Clase_via,tipo_via,longitud,Textbox24,Textbox25,Textbox14,Textbox7,Textbox3,Textbox5,Textbox10,Textbox11,Textbox26,Textbox12,Textbox13,Textbox110,Textbox27,Textbox8,Textbox6
Canarias,Santa Cruz de Tenerife,2017,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal comunidades autónomas,"0,00",Total 2017,"2.286,24",Subtotal Canarias,"0,00","0,00","0,00","4.248,55","757,58","4.015,46","71.325,16","165.685,55"
Canarias,Santa Cruz de Tenerife,2017,Comunidades autónomas,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal comunidades autónomas,"0,00",Total 2017,"2.286,24",Subtotal Canarias,"0,00","0,00","0,00","4.248,55","67.309,70","67.309,70","71.325,16","165.685,55"
Canarias,Santa Cruz de Tenerife,2017,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.286,24",Total 2017,"2.286,24",Subtotal Canarias,"0,00","391,29","4.248,55","4.248,55","171,43","1.174,21","67.967,83","165.685,55"
Canarias,Santa Cruz de Tenerife,2017,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"141,76",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.286,24",Total 2017,"2.286,24",Subtotal Canarias,"270,69","391,29","4.248,55","4.248,55","605,61","1.174,21","67.967,83","165.685,55"
Canarias,Santa Cruz de Tenerife,2017,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"44,54",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.286,24",Total 2017,"2.286,24",Subtotal Canarias,"120,60","391,29","4.248,55","4.248,55","397,17","1.174,21","67.967,83","165.685,55"
Canarias,Santa Cruz de Tenerife,2017,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"2.099,95",Subtotal resto de vías,"2.099,95",Subtotal diputaciones y cabildos,"2.286,24",Total 2017,"2.286,24",Subtotal Canarias,"3.857,26","3.857,26","4.248,55","4.248,55","66.793,62","66.793,62","67.967,83","165.685,55"
Canarias,Santa Cruz de Tenerife,2018,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","2.457,00","12.018,00","26.403,00","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","9.076,00","12.018,00","26.403,00","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","485,00","12.018,00","26.403,00","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","14.385,00","14.385,00","26.403,00","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal comunidades autónomas,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","328,62","4.016,80","71.312,90","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal comunidades autónomas,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","2.932,75","4.016,80","71.312,90","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal comunidades autónomas,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","755,44","4.016,80","71.312,90","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Comunidades autónomas,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal comunidades autónomas,"0,00",Total 2018,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","67.296,10","67.296,10","71.312,90","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.164,88",Total 2018,"2.164,88",Subtotal Canarias,"0,00","396,87","4.132,77","4.132,77","171,42","1.193,43","67.908,16","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"141,76",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.164,88",Total 2018,"2.164,88",Subtotal Canarias,"276,27","396,87","4.132,77","4.132,77","617,17","1.193,43","67.908,16","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"44,54",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.164,88",Total 2018,"2.164,88",Subtotal Canarias,"120,60","396,87","4.132,77","4.132,77","404,84","1.193,43","67.908,16","165.624,06"
Canarias,Santa Cruz de Tenerife,2018,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.978,59",Subtotal resto de vías,"1.978,59",Subtotal diputaciones y cabildos,"2.164,88",Total 2018,"2.164,88",Subtotal Canarias,"3.735,90","3.735,90","4.132,77","4.132,77","66.714,73","66.714,73","67.908,16","165.624,06"
Canarias,Santa Cruz de Tenerife,2019,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","2.379,83","12.034,70","26.466,34","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","9.167,12","12.034,70","26.466,34","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","487,76","12.034,70","26.466,34","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","14.431,63","14.431,63","26.466,34","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Comunidades autónomas,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal comunidades autónomas,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","368,34","4.076,46","71.210,46","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal comunidades autónomas,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","2.937,83","4.076,46","71.210,46","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Comunidades autónomas,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal comunidades autónomas,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","770,29","4.076,46","71.210,46","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Comunidades autónomas,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal comunidades autónomas,"0,00",Total 2019,"2.164,88",Subtotal Canarias,"0,00","0,00","0,00","4.132,77","67.134,00","67.134,00","71.210,46","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.164,88",Total 2019,"2.164,88",Subtotal Canarias,"0,00","396,87","4.132,77","4.132,77","248,98","1.276,33","67.792,71","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"141,76",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.164,88",Total 2019,"2.164,88",Subtotal Canarias,"276,27","396,87","4.132,77","4.132,77","620,16","1.276,33","67.792,71","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"44,54",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.164,88",Total 2019,"2.164,88",Subtotal Canarias,"120,60","396,87","4.132,77","4.132,77","407,19","1.276,33","67.792,71","165.469,50"
Canarias,Santa Cruz de Tenerife,2019,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.978,59",Subtotal resto de vías,"1.978,59",Subtotal diputaciones y cabildos,"2.164,88",Total 2019,"2.164,88",Subtotal Canarias,"3.735,90","3.735,90","4.132,77","4.132,77","66.516,38","66.516,38","67.792,71","165.469,50"
Canarias,Santa Cruz de Tenerife,2020,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2020,"2.150,90",Subtotal Canarias,"0,00","0,00","0,00","4.128,27","1.912,70","12.091,54","26.478,30","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2020,"2.150,90",Subtotal Canarias,"0,00","0,00","0,00","4.128,27","9.686,23","12.091,54","26.478,30","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2020,"2.150,90",Subtotal Canarias,"0,00","0,00","0,00","4.128,27","492,61","12.091,54","26.478,30","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"0,00",Total 2020,"2.150,90",Subtotal Canarias,"0,00","0,00","0,00","4.128,27","14.386,76","14.386,76","26.478,30","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2020,"2.150,90",Subtotal Canarias,,,,"4.128,27","368,27","4.083,70","71.310,86","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2020,"2.150,90",Subtotal Canarias,,,,"4.128,27","2.909,05","4.083,70","71.310,86","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Comunidades autónomas,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2020,"2.150,90",Subtotal Canarias,,,,"4.128,27","806,37","4.083,70","71.310,86","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Comunidades autónomas,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal comunidades autónomas,,Total 2020,"2.150,90",Subtotal Canarias,,,,"4.128,27","67.227,16","67.227,16","71.310,86","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"171,86",Subtotal diputaciones y cabildos,"2.150,90",Total 2020,"2.150,90",Subtotal Canarias,"0,00","391,92","4.128,27","4.128,27","248,98","1.266,55","67.983,84","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"138,27",Subtotal gran capacidad,"171,86",Subtotal diputaciones y cabildos,"2.150,90",Total 2020,"2.150,90",Subtotal Canarias,"282,27","391,92","4.128,27","4.128,27","626,28","1.266,55","67.983,84","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"33,59",Subtotal gran capacidad,"171,86",Subtotal diputaciones y cabildos,"2.150,90",Total 2020,"2.150,90",Subtotal Canarias,"109,65","391,92","4.128,27","4.128,27","391,28","1.266,55","67.983,84","165.772,99"
Canarias,Santa Cruz de Tenerife,2020,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.979,04",Subtotal resto de vías,"1.979,04",Subtotal diputaciones y cabildos,"2.150,90",Total 2020,"2.150,90",Subtotal Canarias,"3.736,35","3.736,35","4.128,27","4.128,27","66.717,29","66.717,29","67.983,84","165.772,99"
Canarias,Santa Cruz de Tenerife,2021,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2021,"2.170,28",Subtotal Canarias,"0,00","0,00","0,00","4.141,05","1.407,08","12.164,23","26.459,26","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2021,"2.170,28",Subtotal Canarias,"0,00","0,00","0,00","4.141,05","10.277,64","12.164,23","26.459,26","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2021,"2.170,28",Subtotal Canarias,"0,00","0,00","0,00","4.141,05","479,51","12.164,23","26.459,26","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"0,00",Total 2021,"2.170,28",Subtotal Canarias,"0,00","0,00","0,00","4.141,05","14.295,03","14.295,03","26.459,26","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2021,"2.170,28",Subtotal Canarias,,,,"4.141,05","382,75","4.109,17","71.647,75","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2021,"2.170,28",Subtotal Canarias,,,,"4.141,05","2.878,78","4.109,17","71.647,75","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Comunidades autónomas,Gran capacidad,Carreteras multicarril,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2021,"2.170,28",Subtotal Canarias,,,,"4.141,05","847,63","4.109,17","71.647,75","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Comunidades autónomas,Resto de vías,Carreteras convencionales,,Subtotal resto de vías,,Subtotal comunidades autónomas,,Total 2021,"2.170,28",Subtotal Canarias,,,,"4.141,05","67.538,58","67.538,58","71.647,75","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Diputaciones y cabildos,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.170,28",Total 2021,"2.170,28",Subtotal Canarias,"0,00","404,78","4.141,05","4.141,05","248,97","1.290,93","67.827,74","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Diputaciones y cabildos,Gran capacidad,Autopistas libres y autovías,"141,76",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.170,28",Total 2021,"2.170,28",Subtotal Canarias,"284,18","404,78","4.141,05","4.141,05","629,28","1.290,93","67.827,74","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Diputaciones y cabildos,Gran capacidad,Carreteras multicarril,"44,54",Subtotal gran capacidad,"186,30",Subtotal diputaciones y cabildos,"2.170,28",Total 2021,"2.170,28",Subtotal Canarias,"120,60","404,78","4.141,05","4.141,05","412,68","1.290,93","67.827,74","165.934,75"
Canarias,Santa Cruz de Tenerife,2021,Diputaciones y cabildos,Resto de vías,Carreteras convencionales,"1.983,99",Subtotal resto de vías,"1.983,99",Subtotal diputaciones y cabildos,"2.170,28",Total 2021,"2.170,28",Subtotal Canarias,"3.736,28","3.736,28","4.141,05","4.141,05","66.536,81","66.536,81","67.827,74","165.934,75"
Canarias,Santa Cruz de Tenerife,2022,Estado,Gran capacidad,Autopistas de peaje,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2022,"2.184,88",Subtotal Canarias,"0,00","0,00","0,00","4.176,64","1.254,63","12.261,32","26.489,91","165.999,93"
Canarias,Santa Cruz de Tenerife,2022,Estado,Gran capacidad,Autopistas libres y autovías,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2022,"2.184,88",Subtotal Canarias,"0,00","0,00","0,00","4.176,64","10.485,37","12.261,32","26.489,91","165.999,93"
Canarias,Santa Cruz de Tenerife,2022,Estado,Gran capacidad,Carreteras multicarril,"0,00",Subtotal gran capacidad,"0,00",Subtotal Estado,"0,00",Total 2022,"2.184,88",Subtotal Canarias,"0,00","0,00","0,00","4.176,64","521,33","12.261,32","26.489,91","165.999,93"
Canarias,Santa Cruz de Tenerife,2022,Estado,Resto de vías,Carreteras convencionales,"0,00",Subtotal resto de vías,"0,00",Subtotal Estado,"0,00",Total 2022,"2.184,88",Subtotal Canarias,"0,00","0,00","0,00","4.176,64","14.228,59","14.228,59","26.489,91","165.999,93"
Canarias,Santa Cruz de Tenerife,2022,Comunidades autónomas,Gran capacidad,Autopistas de peaje,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2022,"2.184,88",Subtotal Canarias,,,,"4.176,64","305,55","4.105,72","71.521,92","165.999,93"
Canarias,Santa Cruz de Tenerife,2022,Comunidades autónomas,Gran capacidad,Autopistas libres y autovías,,Subtotal gran capacidad,,Subtotal comunidades autónomas,,Total 2022,"2.184,88",Subtotal Canarias,,,,"4.176,64","2.932,27","4.105,72","71.521,92","165.999,93"
