comunidad,provincia,year,tipo_via,valor,Textbox80,Textbox60,Textbox61,Textbox81,Textbox64,Textbox82
"Balears, Illes","Balears, Illes",2012,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,5.983,11.659
"Balears, Illes","Balears, Illes",2012,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,4.473,11.659
"Balears, Illes","Balears, Illes",2013,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,1.224,11.245
"Balears, Illes","Balears, Illes",2013,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,5.912,11.245
"Balears, Illes","Balears, Illes",2013,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,4.109,11.245
"Balears, Illes","Balears, Illes",2014,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,957,10.973
"Balears, Illes","Balears, Illes",2014,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,5.865,10.973
"Balears, Illes","Balears, Illes",2014,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,4.151,10.973
"Balears, Illes","Balears, Illes",2015,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,896,10.750
"Balears, Illes","Balears, Illes",2015,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,5.825,10.750
"Balears, Illes","Balears, Illes",2015,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,4.029,10.750
"Balears, Illes","Balears, Illes",2016,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,867,11.354
"Balears, Illes","Balears, Illes",2016,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,6.482,11.354
"Balears, Illes","Balears, Illes",2016,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,4.005,11.354
"Balears, Illes","Balears, Illes",2017,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,1.019,12.024
"Balears, Illes","Balears, Illes",2017,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,6.630,12.024
"Balears, Illes","Balears, Illes",2017,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,4.375,12.024
"Balears, Illes","Balears, Illes",2018,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,1.061,12.156
"Balears, Illes","Balears, Illes",2018,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,7.001,12.156
"Balears, Illes","Balears, Illes",2018,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,4.094,12.156
"Balears, Illes","Balears, Illes",2019,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,1.068,11.955
"Balears, Illes","Balears, Illes",2019,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,7.124,11.955
"Balears, Illes","Balears, Illes",2019,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,3.763,11.955
"Balears, Illes","Balears, Illes",2020,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,519,7.787
"Balears, Illes","Balears, Illes",2020,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,4.429,7.787
"Balears, Illes","Balears, Illes",2020,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,2.839,7.787
"Balears, Illes","Balears, Illes",2021,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,555,9.964
"Balears, Illes","Balears, Illes",2021,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,6.145,9.964
"Balears, Illes","Balears, Illes",2021,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,3.264,9.964
"Balears, Illes","Balears, Illes",2022,Autopistas de peaje,0,0,"Subtotal Balears, Illes",0,0,268,10.641
"Balears, Illes","Balears, Illes",2022,Autopistas libres y autovías,0,0,"Subtotal Balears, Illes",0,0,6.994,10.641
"Balears, Illes","Balears, Illes",2022,Carreteras convencionales,0,0,"Subtotal Balears, Illes",0,0,3.379,10.641
Canarias,"Palmas, Las",2005,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.682,16.966
Canarias,"Palmas, Las",2005,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.360,16.966
Canarias,"Palmas, Las",2005,Carreteras convencionales,0,0,Subtotal Canarias,0,0,7.924,16.966
Canarias,"Palmas, Las",2006,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.670,16.429
Canarias,"Palmas, Las",2006,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.694,16.429
Canarias,"Palmas, Las",2006,Carreteras convencionales,0,0,Subtotal Canarias,0,0,7.065,16.429
Canarias,"Palmas, Las",2007,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.710,17.696
Canarias,"Palmas, Las",2007,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,8.442,17.696
Canarias,"Palmas, Las",2007,Carreteras convencionales,0,0,Subtotal Canarias,0,0,7.544,17.696
Canarias,"Palmas, Las",2008,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.669,15.353
Canarias,"Palmas, Las",2008,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.536,15.353
Canarias,"Palmas, Las",2008,Carreteras convencionales,0,0,Subtotal Canarias,0,0,6.148,15.353
Canarias,"Palmas, Las",2009,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.493,13.968
Canarias,"Palmas, Las",2009,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.151,13.968
Canarias,"Palmas, Las",2009,Carreteras convencionales,0,0,Subtotal Canarias,0,0,5.324,13.968
Canarias,"Palmas, Las",2010,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.400,13.307
Canarias,"Palmas, Las",2010,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.081,13.307
Canarias,"Palmas, Las",2010,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.826,13.307
Canarias,"Palmas, Las",2011,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.213,11.979
Canarias,"Palmas, Las",2011,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.198,11.979
Canarias,"Palmas, Las",2011,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.568,11.979
Canarias,"Palmas, Las",2012,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.203,11.659
Canarias,"Palmas, Las",2012,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.983,11.659
Canarias,"Palmas, Las",2012,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.473,11.659
Canarias,"Palmas, Las",2013,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.224,11.245
Canarias,"Palmas, Las",2013,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.912,11.245
Canarias,"Palmas, Las",2013,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.109,11.245
Canarias,"Palmas, Las",2014,Autopistas de peaje,0,0,Subtotal Canarias,0,0,957,10.973
Canarias,"Palmas, Las",2014,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.865,10.973
Canarias,"Palmas, Las",2014,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.151,10.973
Canarias,"Palmas, Las",2015,Autopistas de peaje,0,0,Subtotal Canarias,0,0,896,10.750
Canarias,"Palmas, Las",2015,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.825,10.750
Canarias,"Palmas, Las",2015,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.029,10.750
Canarias,"Palmas, Las",2016,Autopistas de peaje,0,0,Subtotal Canarias,0,0,867,11.354
Canarias,"Palmas, Las",2016,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.482,11.354
Canarias,"Palmas, Las",2016,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.005,11.354
Canarias,"Palmas, Las",2017,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.019,12.024
Canarias,"Palmas, Las",2017,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.630,12.024
Canarias,"Palmas, Las",2017,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.375,12.024
Canarias,"Palmas, Las",2018,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.061,12.156
Canarias,"Palmas, Las",2018,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.001,12.156
Canarias,"Palmas, Las",2018,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.094,12.156
Canarias,"Palmas, Las",2019,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.068,11.955
Canarias,"Palmas, Las",2019,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.124,11.955
Canarias,"Palmas, Las",2019,Carreteras convencionales,0,0,Subtotal Canarias,0,0,3.763,11.955
Canarias,"Palmas, Las",2020,Autopistas de peaje,0,0,Subtotal Canarias,0,0,519,7.787
Canarias,"Palmas, Las",2020,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,4.429,7.787
Canarias,"Palmas, Las",2020,Carreteras convencionales,0,0,Subtotal Canarias,0,0,2.839,7.787
Canarias,"Palmas, Las",2021,Autopistas de peaje,0,0,Subtotal Canarias,0,0,555,9.964
Canarias,"Palmas, Las",2021,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.145,9.964
Canarias,"Palmas, Las",2021,Carreteras convencionales,0,0,Subtotal Canarias,0,0,3.264,9.964
Canarias,"Palmas, Las",2022,Autopistas de peaje,0,0,Subtotal Canarias,0,0,268,10.641
Canarias,"Palmas, Las",2022,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.994,10.641
Canarias,"Palmas, Las",2022,Carreteras convencionales,0,0,Subtotal Canarias,0,0,3.379,10.641
Canarias,Santa Cruz de Tenerife,2005,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.682,16.966
Canarias,Santa Cruz de Tenerife,2005,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.360,16.966
Canarias,Santa Cruz de Tenerife,2005,Carreteras convencionales,0,0,Subtotal Canarias,0,0,7.924,16.966
Canarias,Santa Cruz de Tenerife,2006,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.670,16.429
Canarias,Santa Cruz de Tenerife,2006,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.694,16.429
Canarias,Santa Cruz de Tenerife,2006,Carreteras convencionales,0,0,Subtotal Canarias,0,0,7.065,16.429
Canarias,Santa Cruz de Tenerife,2007,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.710,17.696
Canarias,Santa Cruz de Tenerife,2007,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,8.442,17.696
Canarias,Santa Cruz de Tenerife,2007,Carreteras convencionales,0,0,Subtotal Canarias,0,0,7.544,17.696
Canarias,Santa Cruz de Tenerife,2008,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.669,15.353
Canarias,Santa Cruz de Tenerife,2008,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.536,15.353
Canarias,Santa Cruz de Tenerife,2008,Carreteras convencionales,0,0,Subtotal Canarias,0,0,6.148,15.353
Canarias,Santa Cruz de Tenerife,2009,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.493,13.968
Canarias,Santa Cruz de Tenerife,2009,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.151,13.968
Canarias,Santa Cruz de Tenerife,2009,Carreteras convencionales,0,0,Subtotal Canarias,0,0,5.324,13.968
Canarias,Santa Cruz de Tenerife,2010,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.400,13.307
Canarias,Santa Cruz de Tenerife,2010,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.081,13.307
Canarias,Santa Cruz de Tenerife,2010,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.826,13.307
Canarias,Santa Cruz de Tenerife,2011,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.213,11.979
Canarias,Santa Cruz de Tenerife,2011,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.198,11.979
Canarias,Santa Cruz de Tenerife,2011,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.568,11.979
Canarias,Santa Cruz de Tenerife,2012,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.203,11.659
Canarias,Santa Cruz de Tenerife,2012,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.983,11.659
Canarias,Santa Cruz de Tenerife,2012,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.473,11.659
Canarias,Santa Cruz de Tenerife,2013,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.224,11.245
Canarias,Santa Cruz de Tenerife,2013,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.912,11.245
Canarias,Santa Cruz de Tenerife,2013,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.109,11.245
Canarias,Santa Cruz de Tenerife,2014,Autopistas de peaje,0,0,Subtotal Canarias,0,0,957,10.973
Canarias,Santa Cruz de Tenerife,2014,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.865,10.973
Canarias,Santa Cruz de Tenerife,2014,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.151,10.973
Canarias,Santa Cruz de Tenerife,2015,Autopistas de peaje,0,0,Subtotal Canarias,0,0,896,10.750
Canarias,Santa Cruz de Tenerife,2015,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,5.825,10.750
Canarias,Santa Cruz de Tenerife,2015,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.029,10.750
Canarias,Santa Cruz de Tenerife,2016,Autopistas de peaje,0,0,Subtotal Canarias,0,0,867,11.354
Canarias,Santa Cruz de Tenerife,2016,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.482,11.354
Canarias,Santa Cruz de Tenerife,2016,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.005,11.354
Canarias,Santa Cruz de Tenerife,2017,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.019,12.024
Canarias,Santa Cruz de Tenerife,2017,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.630,12.024
Canarias,Santa Cruz de Tenerife,2017,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.375,12.024
Canarias,Santa Cruz de Tenerife,2018,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.061,12.156
Canarias,Santa Cruz de Tenerife,2018,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.001,12.156
Canarias,Santa Cruz de Tenerife,2018,Carreteras convencionales,0,0,Subtotal Canarias,0,0,4.094,12.156
Canarias,Santa Cruz de Tenerife,2019,Autopistas de peaje,0,0,Subtotal Canarias,0,0,1.068,11.955
Canarias,Santa Cruz de Tenerife,2019,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,7.124,11.955
Canarias,Santa Cruz de Tenerife,2019,Carreteras convencionales,0,0,Subtotal Canarias,0,0,3.763,11.955
Canarias,Santa Cruz de Tenerife,2020,Autopistas de peaje,0,0,Subtotal Canarias,0,0,519,7.787
Canarias,Santa Cruz de Tenerife,2020,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,4.429,7.787
Canarias,Santa Cruz de Tenerife,2020,Carreteras convencionales,0,0,Subtotal Canarias,0,0,2.839,7.787
Canarias,Santa Cruz de Tenerife,2021,Autopistas de peaje,0,0,Subtotal Canarias,0,0,555,9.964
Canarias,Santa Cruz de Tenerife,2021,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.145,9.964
Canarias,Santa Cruz de Tenerife,2021,Carreteras convencionales,0,0,Subtotal Canarias,0,0,3.264,9.964
Canarias,Santa Cruz de Tenerife,2022,Autopistas de peaje,0,0,Subtotal Canarias,0,0,268,10.641
Canarias,Santa Cruz de Tenerife,2022,Autopistas libres y autovías,0,0,Subtotal Canarias,0,0,6.994,10.641
Canarias,Santa Cruz de Tenerife,2022,Carreteras convencionales,0,0,Subtotal Canarias,0,0,3.379,10.641
Cantabria,Cantabria,2005,Autopistas de peaje,0,480,Subtotal Cantabria,0,480,1.682,16.966
Cantabria,Cantabria,2005,Autopistas libres y autovías,289,480,Subtotal Cantabria,289,480,7.360,16.966
Cantabria,Cantabria,2005,Carreteras convencionales,191,480,Subtotal Cantabria,191,480,7.924,16.966
Cantabria,Cantabria,2006,Autopistas de peaje,0,482,Subtotal Cantabria,0,482,1.670,16.429
Cantabria,Cantabria,2006,Autopistas libres y autovías,270,482,Subtotal Cantabria,270,482,7.694,16.429
Cantabria,Cantabria,2006,Carreteras convencionales,212,482,Subtotal Cantabria,212,482,7.065,16.429
Cantabria,Cantabria,2007,Autopistas de peaje,0,495,Subtotal Cantabria,0,495,1.710,17.696
Cantabria,Cantabria,2007,Autopistas libres y autovías,298,495,Subtotal Cantabria,298,495,8.442,17.696
Cantabria,Cantabria,2007,Carreteras convencionales,197,495,Subtotal Cantabria,197,495,7.544,17.696
Cantabria,Cantabria,2008,Autopistas de peaje,0,498,Subtotal Cantabria,0,498,1.669,15.353
Cantabria,Cantabria,2008,Autopistas libres y autovías,329,498,Subtotal Cantabria,329,498,7.536,15.353
Cantabria,Cantabria,2008,Carreteras convencionales,169,498,Subtotal Cantabria,169,498,6.148,15.353
Cantabria,Cantabria,2009,Autopistas de peaje,0,479,Subtotal Cantabria,0,479,1.493,13.968
Cantabria,Cantabria,2009,Autopistas libres y autovías,296,479,Subtotal Cantabria,296,479,7.151,13.968
Cantabria,Cantabria,2009,Carreteras convencionales,183,479,Subtotal Cantabria,183,479,5.324,13.968
Cantabria,Cantabria,2010,Autopistas de peaje,0,416,Subtotal Cantabria,0,416,1.400,13.307
Cantabria,Cantabria,2010,Autopistas libres y autovías,260,416,Subtotal Cantabria,260,416,7.081,13.307
Cantabria,Cantabria,2010,Carreteras convencionales,156,416,Subtotal Cantabria,156,416,4.826,13.307
Cantabria,Cantabria,2011,Autopistas de peaje,0,358,Subtotal Cantabria,0,358,1.213,11.979
Cantabria,Cantabria,2011,Autopistas libres y autovías,215,358,Subtotal Cantabria,215,358,6.198,11.979
Cantabria,Cantabria,2011,Carreteras convencionales,143,358,Subtotal Cantabria,143,358,4.568,11.979
Cantabria,Cantabria,2012,Autopistas de peaje,0,379,Subtotal Cantabria,0,379,1.203,11.659
Cantabria,Cantabria,2012,Autopistas libres y autovías,229,379,Subtotal Cantabria,229,379,5.983,11.659
Cantabria,Cantabria,2012,Carreteras convencionales,150,379,Subtotal Cantabria,150,379,4.473,11.659
Cantabria,Cantabria,2013,Autopistas de peaje,0,341,Subtotal Cantabria,0,341,1.224,11.245
Cantabria,Cantabria,2013,Autopistas libres y autovías,222,341,Subtotal Cantabria,222,341,5.912,11.245
Cantabria,Cantabria,2013,Carreteras convencionales,119,341,Subtotal Cantabria,119,341,4.109,11.245
Cantabria,Cantabria,2014,Autopistas de peaje,0,361,Subtotal Cantabria,0,361,957,10.973
Cantabria,Cantabria,2014,Autopistas libres y autovías,234,361,Subtotal Cantabria,234,361,5.865,10.973
Cantabria,Cantabria,2014,Carreteras convencionales,127,361,Subtotal Cantabria,127,361,4.151,10.973
Cantabria,Cantabria,2015,Autopistas de peaje,0,356,Subtotal Cantabria,0,356,896,10.750
Cantabria,Cantabria,2015,Autopistas libres y autovías,227,356,Subtotal Cantabria,227,356,5.825,10.750
Cantabria,Cantabria,2015,Carreteras convencionales,129,356,Subtotal Cantabria,129,356,4.029,10.750
Cantabria,Cantabria,2016,Autopistas de peaje,0,316,Subtotal Cantabria,0,316,867,11.354
Cantabria,Cantabria,2016,Autopistas libres y autovías,222,316,Subtotal Cantabria,222,316,6.482,11.354
Cantabria,Cantabria,2016,Carreteras convencionales,94,316,Subtotal Cantabria,94,316,4.005,11.354
Cantabria,Cantabria,2017,Autopistas de peaje,0,360,Subtotal Cantabria,0,360,1.019,12.024
Cantabria,Cantabria,2017,Autopistas libres y autovías,245,360,Subtotal Cantabria,245,360,6.630,12.024
Cantabria,Cantabria,2017,Carreteras convencionales,115,360,Subtotal Cantabria,115,360,4.375,12.024
Cantabria,Cantabria,2018,Autopistas de peaje,0,308,Subtotal Cantabria,0,308,1.061,12.156
Cantabria,Cantabria,2018,Autopistas libres y autovías,232,308,Subtotal Cantabria,232,308,7.001,12.156
Cantabria,Cantabria,2018,Carreteras convencionales,76,308,Subtotal Cantabria,76,308,4.094,12.156
Cantabria,Cantabria,2019,Autopistas de peaje,0,370,Subtotal Cantabria,0,370,1.068,11.955
Cantabria,Cantabria,2019,Autopistas libres y autovías,240,370,Subtotal Cantabria,240,370,7.124,11.955
Cantabria,Cantabria,2019,Carreteras convencionales,130,370,Subtotal Cantabria,130,370,3.763,11.955
Cantabria,Cantabria,2020,Autopistas de peaje,0,236,Subtotal Cantabria,0,236,519,7.787
Cantabria,Cantabria,2020,Autopistas libres y autovías,156,236,Subtotal Cantabria,156,236,4.429,7.787
Cantabria,Cantabria,2020,Carreteras convencionales,80,236,Subtotal Cantabria,80,236,2.839,7.787
Cantabria,Cantabria,2021,Autopistas de peaje,0,273,Subtotal Cantabria,0,273,555,9.964
Cantabria,Cantabria,2021,Autopistas libres y autovías,162,273,Subtotal Cantabria,162,273,6.145,9.964
Cantabria,Cantabria,2021,Carreteras convencionales,111,273,Subtotal Cantabria,111,273,3.264,9.964
Cantabria,Cantabria,2022,Autopistas de peaje,0,264,Subtotal Cantabria,0,264,268,10.641
Cantabria,Cantabria,2022,Autopistas libres y autovías,158,264,Subtotal Cantabria,158,264,6.994,10.641
Cantabria,Cantabria,2022,Carreteras convencionales,106,264,Subtotal Cantabria,106,264,3.379,10.641
Castilla - La Mancha,Albacete,2005,Autopistas de peaje,0,292,Subtotal Castilla - La Mancha,4,1.511,1.682,16.966
Castilla - La Mancha,Albacete,2005,Autopistas libres y autovías,160,292,Subtotal Castilla - La Mancha,810,1.511,7.360,16.966
Castilla - La Mancha,Albacete,2005,Carreteras convencionales,132,292,Subtotal Castilla - La Mancha,697,1.511,7.924,16.966
Castilla - La Mancha,Albacete,2006,Autopistas de peaje,0,279,Subtotal Castilla - La Mancha,22,1.514,1.670,16.429
Castilla - La Mancha,Albacete,2006,Autopistas libres y autovías,125,279,Subtotal Castilla - La Mancha,835,1.514,7.694,16.429
Castilla - La Mancha,Albacete,2006,Carreteras convencionales,154,279,Subtotal Castilla - La Mancha,657,1.514,7.065,16.429
Castilla - La Mancha,Albacete,2007,Autopistas de peaje,1,258,Subtotal Castilla - La Mancha,30,1.465,1.710,17.696
Castilla - La Mancha,Albacete,2007,Autopistas libres y autovías,109,258,Subtotal Castilla - La Mancha,824,1.465,8.442,17.696
Castilla - La Mancha,Albacete,2007,Carreteras convencionales,148,258,Subtotal Castilla - La Mancha,611,1.465,7.544,17.696
Castilla - La Mancha,Albacete,2008,Autopistas de peaje,0,190,Subtotal Castilla - La Mancha,16,1.129,1.669,15.353
Castilla - La Mancha,Albacete,2008,Autopistas libres y autovías,83,190,Subtotal Castilla - La Mancha,663,1.129,7.536,15.353
Castilla - La Mancha,Albacete,2008,Carreteras convencionales,107,190,Subtotal Castilla - La Mancha,450,1.129,6.148,15.353
Castilla - La Mancha,Albacete,2009,Autopistas de peaje,1,123,Subtotal Castilla - La Mancha,12,992,1.493,13.968
Castilla - La Mancha,Albacete,2009,Autopistas libres y autovías,60,123,Subtotal Castilla - La Mancha,632,992,7.151,13.968
Castilla - La Mancha,Albacete,2009,Carreteras convencionales,62,123,Subtotal Castilla - La Mancha,348,992,5.324,13.968
Castilla - La Mancha,Albacete,2010,Autopistas de peaje,1,111,Subtotal Castilla - La Mancha,18,1.013,1.400,13.307
Castilla - La Mancha,Albacete,2010,Autopistas libres y autovías,65,111,Subtotal Castilla - La Mancha,657,1.013,7.081,13.307
Castilla - La Mancha,Albacete,2010,Carreteras convencionales,45,111,Subtotal Castilla - La Mancha,338,1.013,4.826,13.307
Castilla - La Mancha,Albacete,2011,Autopistas de peaje,0,95,Subtotal Castilla - La Mancha,10,844,1.213,11.979
Castilla - La Mancha,Albacete,2011,Autopistas libres y autovías,46,95,Subtotal Castilla - La Mancha,534,844,6.198,11.979
Castilla - La Mancha,Albacete,2011,Carreteras convencionales,49,95,Subtotal Castilla - La Mancha,300,844,4.568,11.979
Castilla - La Mancha,Albacete,2012,Autopistas de peaje,0,77,Subtotal Castilla - La Mancha,10,787,1.203,11.659
Castilla - La Mancha,Albacete,2012,Autopistas libres y autovías,48,77,Subtotal Castilla - La Mancha,478,787,5.983,11.659
Castilla - La Mancha,Albacete,2012,Carreteras convencionales,29,77,Subtotal Castilla - La Mancha,299,787,4.473,11.659
Castilla - La Mancha,Albacete,2013,Autopistas de peaje,0,55,Subtotal Castilla - La Mancha,18,702,1.224,11.245
Castilla - La Mancha,Albacete,2013,Autopistas libres y autovías,29,55,Subtotal Castilla - La Mancha,438,702,5.912,11.245
Castilla - La Mancha,Albacete,2013,Carreteras convencionales,26,55,Subtotal Castilla - La Mancha,246,702,4.109,11.245
Castilla - La Mancha,Albacete,2014,Autopistas de peaje,1,73,Subtotal Castilla - La Mancha,8,673,957,10.973
Castilla - La Mancha,Albacete,2014,Autopistas libres y autovías,30,73,Subtotal Castilla - La Mancha,420,673,5.865,10.973
Castilla - La Mancha,Albacete,2014,Carreteras convencionales,42,73,Subtotal Castilla - La Mancha,245,673,4.151,10.973
Castilla - La Mancha,Albacete,2015,Autopistas de peaje,0,54,Subtotal Castilla - La Mancha,7,619,896,10.750
Castilla - La Mancha,Albacete,2015,Autopistas libres y autovías,34,54,Subtotal Castilla - La Mancha,405,619,5.825,10.750
Castilla - La Mancha,Albacete,2015,Carreteras convencionales,20,54,Subtotal Castilla - La Mancha,207,619,4.029,10.750
Castilla - La Mancha,Albacete,2016,Autopistas de peaje,0,63,Subtotal Castilla - La Mancha,7,708,867,11.354
Castilla - La Mancha,Albacete,2016,Autopistas libres y autovías,41,63,Subtotal Castilla - La Mancha,483,708,6.482,11.354
Castilla - La Mancha,Albacete,2016,Carreteras convencionales,22,63,Subtotal Castilla - La Mancha,218,708,4.005,11.354
Castilla - La Mancha,Albacete,2017,Autopistas de peaje,1,71,Subtotal Castilla - La Mancha,10,668,1.019,12.024
Castilla - La Mancha,Albacete,2017,Autopistas libres y autovías,36,71,Subtotal Castilla - La Mancha,451,668,6.630,12.024
Castilla - La Mancha,Albacete,2017,Carreteras convencionales,34,71,Subtotal Castilla - La Mancha,207,668,4.375,12.024
Castilla - La Mancha,Albacete,2018,Autopistas de peaje,1,66,Subtotal Castilla - La Mancha,8,663,1.061,12.156
Castilla - La Mancha,Albacete,2018,Autopistas libres y autovías,36,66,Subtotal Castilla - La Mancha,443,663,7.001,12.156
Castilla - La Mancha,Albacete,2018,Carreteras convencionales,29,66,Subtotal Castilla - La Mancha,212,663,4.094,12.156
Castilla - La Mancha,Albacete,2019,Autopistas de peaje,0,60,Subtotal Castilla - La Mancha,7,638,1.068,11.955
Castilla - La Mancha,Albacete,2019,Autopistas libres y autovías,34,60,Subtotal Castilla - La Mancha,457,638,7.124,11.955
Castilla - La Mancha,Albacete,2019,Carreteras convencionales,26,60,Subtotal Castilla - La Mancha,174,638,3.763,11.955
Castilla - La Mancha,Albacete,2020,Autopistas de peaje,0,76,Subtotal Castilla - La Mancha,9,465,519,7.787
Castilla - La Mancha,Albacete,2020,Autopistas libres y autovías,42,76,Subtotal Castilla - La Mancha,286,465,4.429,7.787
Castilla - La Mancha,Albacete,2020,Carreteras convencionales,34,76,Subtotal Castilla - La Mancha,170,465,2.839,7.787
Castilla - La Mancha,Albacete,2021,Autopistas de peaje,0,121,Subtotal Castilla - La Mancha,8,647,555,9.964
Castilla - La Mancha,Albacete,2021,Autopistas libres y autovías,85,121,Subtotal Castilla - La Mancha,447,647,6.145,9.964
