comunidad,provincia,year,tipo_via,valor,Textbox80,Textbox60,Textbox61,Textbox81,Textbox64,Textbox82
Andalucía,Almería,2005,Autopistas de peaje,0,325,Subtotal Andalucía,81,3.060,1.682,16.966
Andalucía,Almería,2005,Autopistas libres y autovías,189,325,Subtotal Andalucía,1.671,3.060,7.360,16.966
Andalucía,Almería,2005,Carreteras convencionales,136,325,Subtotal Andalucía,1.308,3.060,7.924,16.966
Andalucía,Almería,2006,Autopistas de peaje,0,323,Subtotal Andalucía,86,3.062,1.670,16.429
Andalucía,Almería,2006,Autopistas libres y autovías,216,323,Subtotal Andalucía,1.712,3.062,7.694,16.429
Andalucía,Almería,2006,Carreteras convencionales,107,323,Subtotal Andalucía,1.264,3.062,7.065,16.429
Andalucía,Almería,2007,Autopistas de peaje,1,277,Subtotal Andalucía,84,3.043,1.710,17.696
Andalucía,Almería,2007,Autopistas libres y autovías,196,277,Subtotal Andalucía,1.714,3.043,8.442,17.696
Andalucía,Almería,2007,Carreteras convencionales,80,277,Subtotal Andalucía,1.245,3.043,7.544,17.696
Andalucía,Almería,2008,Autopistas de peaje,0,215,Subtotal Andalucía,150,2.583,1.669,15.353
Andalucía,Almería,2008,Autopistas libres y autovías,143,215,Subtotal Andalucía,1.506,2.583,7.536,15.353
Andalucía,Almería,2008,Carreteras convencionales,72,215,Subtotal Andalucía,927,2.583,6.148,15.353
Andalucía,Almería,2009,Autopistas de peaje,2,177,Subtotal Andalucía,132,2.410,1.493,13.968
Andalucía,Almería,2009,Autopistas libres y autovías,121,177,Subtotal Andalucía,1.499,2.410,7.151,13.968
Andalucía,Almería,2009,Carreteras convencionales,54,177,Subtotal Andalucía,779,2.410,5.324,13.968
Andalucía,Almería,2010,Autopistas de peaje,0,163,Subtotal Andalucía,125,2.249,1.400,13.307
Andalucía,Almería,2010,Autopistas libres y autovías,116,163,Subtotal Andalucía,1.393,2.249,7.081,13.307
Andalucía,Almería,2010,Carreteras convencionales,47,163,Subtotal Andalucía,731,2.249,4.826,13.307
Andalucía,Almería,2011,Autopistas de peaje,0,143,Subtotal Andalucía,84,1.964,1.213,11.979
Andalucía,Almería,2011,Autopistas libres y autovías,106,143,Subtotal Andalucía,1.168,1.964,6.198,11.979
Andalucía,Almería,2011,Carreteras convencionales,37,143,Subtotal Andalucía,712,1.964,4.568,11.979
Andalucía,Almería,2012,Autopistas de peaje,0,193,Subtotal Andalucía,119,2.061,1.203,11.659
Andalucía,Almería,2012,Autopistas libres y autovías,137,193,Subtotal Andalucía,1.261,2.061,5.983,11.659
Andalucía,Almería,2012,Carreteras convencionales,56,193,Subtotal Andalucía,681,2.061,4.473,11.659
Andalucía,Almería,2013,Autopistas de peaje,0,161,Subtotal Andalucía,91,1.916,1.224,11.245
Andalucía,Almería,2013,Autopistas libres y autovías,98,161,Subtotal Andalucía,1.240,1.916,5.912,11.245
Andalucía,Almería,2013,Carreteras convencionales,63,161,Subtotal Andalucía,585,1.916,4.109,11.245
Andalucía,Almería,2014,Autopistas de peaje,9,141,Subtotal Andalucía,72,1.905,957,10.973
Andalucía,Almería,2014,Autopistas libres y autovías,95,141,Subtotal Andalucía,1.186,1.905,5.865,10.973
Andalucía,Almería,2014,Carreteras convencionales,37,141,Subtotal Andalucía,647,1.905,4.151,10.973
Andalucía,Almería,2015,Autopistas de peaje,0,122,Subtotal Andalucía,58,1.776,896,10.750
Andalucía,Almería,2015,Autopistas libres y autovías,104,122,Subtotal Andalucía,1.221,1.776,5.825,10.750
Andalucía,Almería,2015,Carreteras convencionales,18,122,Subtotal Andalucía,497,1.776,4.029,10.750
Andalucía,Almería,2016,Autopistas de peaje,0,156,Subtotal Andalucía,49,1.800,867,11.354
Andalucía,Almería,2016,Autopistas libres y autovías,131,156,Subtotal Andalucía,1.257,1.800,6.482,11.354
Andalucía,Almería,2016,Carreteras convencionales,25,156,Subtotal Andalucía,494,1.800,4.005,11.354
Andalucía,Almería,2017,Autopistas de peaje,1,178,Subtotal Andalucía,63,1.885,1.019,12.024
Andalucía,Almería,2017,Autopistas libres y autovías,129,178,Subtotal Andalucía,1.237,1.885,6.630,12.024
Andalucía,Almería,2017,Carreteras convencionales,48,178,Subtotal Andalucía,585,1.885,4.375,12.024
Andalucía,Almería,2018,Autopistas de peaje,0,183,Subtotal Andalucía,87,2.070,1.061,12.156
Andalucía,Almería,2018,Autopistas libres y autovías,146,183,Subtotal Andalucía,1.402,2.070,7.001,12.156
Andalucía,Almería,2018,Carreteras convencionales,37,183,Subtotal Andalucía,581,2.070,4.094,12.156
Andalucía,Almería,2019,Autopistas de peaje,0,188,Subtotal Andalucía,82,2.081,1.068,11.955
Andalucía,Almería,2019,Autopistas libres y autovías,134,188,Subtotal Andalucía,1.436,2.081,7.124,11.955
Andalucía,Almería,2019,Carreteras convencionales,54,188,Subtotal Andalucía,563,2.081,3.763,11.955
Andalucía,Almería,2020,Autopistas de peaje,0,140,Subtotal Andalucía,34,1.359,519,7.787
Andalucía,Almería,2020,Autopistas libres y autovías,110,140,Subtotal Andalucía,913,1.359,4.429,7.787
Andalucía,Almería,2020,Carreteras convencionales,30,140,Subtotal Andalucía,412,1.359,2.839,7.787
Andalucía,Almería,2021,Autopistas de peaje,0,148,Subtotal Andalucía,69,1.828,555,9.964
Andalucía,Almería,2021,Autopistas libres y autovías,115,148,Subtotal Andalucía,1.300,1.828,6.145,9.964
Andalucía,Almería,2021,Carreteras convencionales,33,148,Subtotal Andalucía,459,1.828,3.264,9.964
Andalucía,Almería,2022,Autopistas de peaje,0,154,Subtotal Andalucía,22,1.786,268,10.641
Andalucía,Almería,2022,Autopistas libres y autovías,121,154,Subtotal Andalucía,1.280,1.786,6.994,10.641
Andalucía,Almería,2022,Carreteras convencionales,33,154,Subtotal Andalucía,484,1.786,3.379,10.641
Andalucía,Cádiz,2005,Autopistas de peaje,18,544,Subtotal Andalucía,81,3.060,1.682,16.966
Andalucía,Cádiz,2005,Autopistas libres y autovías,239,544,Subtotal Andalucía,1.671,3.060,7.360,16.966
Andalucía,Cádiz,2005,Carreteras convencionales,287,544,Subtotal Andalucía,1.308,3.060,7.924,16.966
Andalucía,Cádiz,2006,Autopistas de peaje,22,503,Subtotal Andalucía,86,3.062,1.670,16.429
Andalucía,Cádiz,2006,Autopistas libres y autovías,255,503,Subtotal Andalucía,1.712,3.062,7.694,16.429
Andalucía,Cádiz,2006,Carreteras convencionales,226,503,Subtotal Andalucía,1.264,3.062,7.065,16.429
Andalucía,Cádiz,2007,Autopistas de peaje,31,510,Subtotal Andalucía,84,3.043,1.710,17.696
Andalucía,Cádiz,2007,Autopistas libres y autovías,271,510,Subtotal Andalucía,1.714,3.043,8.442,17.696
Andalucía,Cádiz,2007,Carreteras convencionales,208,510,Subtotal Andalucía,1.245,3.043,7.544,17.696
Andalucía,Cádiz,2008,Autopistas de peaje,24,417,Subtotal Andalucía,150,2.583,1.669,15.353
Andalucía,Cádiz,2008,Autopistas libres y autovías,258,417,Subtotal Andalucía,1.506,2.583,7.536,15.353
Andalucía,Cádiz,2008,Carreteras convencionales,135,417,Subtotal Andalucía,927,2.583,6.148,15.353
Andalucía,Cádiz,2009,Autopistas de peaje,22,372,Subtotal Andalucía,132,2.410,1.493,13.968
Andalucía,Cádiz,2009,Autopistas libres y autovías,234,372,Subtotal Andalucía,1.499,2.410,7.151,13.968
Andalucía,Cádiz,2009,Carreteras convencionales,116,372,Subtotal Andalucía,779,2.410,5.324,13.968
Andalucía,Cádiz,2010,Autopistas de peaje,25,382,Subtotal Andalucía,125,2.249,1.400,13.307
Andalucía,Cádiz,2010,Autopistas libres y autovías,206,382,Subtotal Andalucía,1.393,2.249,7.081,13.307
Andalucía,Cádiz,2010,Carreteras convencionales,151,382,Subtotal Andalucía,731,2.249,4.826,13.307
Andalucía,Cádiz,2011,Autopistas de peaje,19,332,Subtotal Andalucía,84,1.964,1.213,11.979
Andalucía,Cádiz,2011,Autopistas libres y autovías,176,332,Subtotal Andalucía,1.168,1.964,6.198,11.979
Andalucía,Cádiz,2011,Carreteras convencionales,137,332,Subtotal Andalucía,712,1.964,4.568,11.979
Andalucía,Cádiz,2012,Autopistas de peaje,19,302,Subtotal Andalucía,119,2.061,1.203,11.659
Andalucía,Cádiz,2012,Autopistas libres y autovías,169,302,Subtotal Andalucía,1.261,2.061,5.983,11.659
Andalucía,Cádiz,2012,Carreteras convencionales,114,302,Subtotal Andalucía,681,2.061,4.473,11.659
Andalucía,Cádiz,2013,Autopistas de peaje,14,234,Subtotal Andalucía,91,1.916,1.224,11.245
Andalucía,Cádiz,2013,Autopistas libres y autovías,134,234,Subtotal Andalucía,1.240,1.916,5.912,11.245
Andalucía,Cádiz,2013,Carreteras convencionales,86,234,Subtotal Andalucía,585,1.916,4.109,11.245
Andalucía,Cádiz,2014,Autopistas de peaje,0,230,Subtotal Andalucía,72,1.905,957,10.973
Andalucía,Cádiz,2014,Autopistas libres y autovías,119,230,Subtotal Andalucía,1.186,1.905,5.865,10.973
Andalucía,Cádiz,2014,Carreteras convencionales,111,230,Subtotal Andalucía,647,1.905,4.151,10.973
Andalucía,Cádiz,2015,Autopistas de peaje,9,252,Subtotal Andalucía,58,1.776,896,10.750
Andalucía,Cádiz,2015,Autopistas libres y autovías,142,252,Subtotal Andalucía,1.221,1.776,5.825,10.750
Andalucía,Cádiz,2015,Carreteras convencionales,101,252,Subtotal Andalucía,497,1.776,4.029,10.750
Andalucía,Cádiz,2016,Autopistas de peaje,9,229,Subtotal Andalucía,49,1.800,867,11.354
Andalucía,Cádiz,2016,Autopistas libres y autovías,136,229,Subtotal Andalucía,1.257,1.800,6.482,11.354
Andalucía,Cádiz,2016,Carreteras convencionales,84,229,Subtotal Andalucía,494,1.800,4.005,11.354
Andalucía,Cádiz,2017,Autopistas de peaje,5,290,Subtotal Andalucía,63,1.885,1.019,12.024
Andalucía,Cádiz,2017,Autopistas libres y autovías,162,290,Subtotal Andalucía,1.237,1.885,6.630,12.024
Andalucía,Cádiz,2017,Carreteras convencionales,123,290,Subtotal Andalucía,585,1.885,4.375,12.024
Andalucía,Cádiz,2018,Autopistas de peaje,12,318,Subtotal Andalucía,87,2.070,1.061,12.156
Andalucía,Cádiz,2018,Autopistas libres y autovías,189,318,Subtotal Andalucía,1.402,2.070,7.001,12.156
Andalucía,Cádiz,2018,Carreteras convencionales,117,318,Subtotal Andalucía,581,2.070,4.094,12.156
Andalucía,Cádiz,2019,Autopistas de peaje,12,316,Subtotal Andalucía,82,2.081,1.068,11.955
Andalucía,Cádiz,2019,Autopistas libres y autovías,198,316,Subtotal Andalucía,1.436,2.081,7.124,11.955
Andalucía,Cádiz,2019,Carreteras convencionales,106,316,Subtotal Andalucía,563,2.081,3.763,11.955
Andalucía,Cádiz,2020,Autopistas de peaje,1,206,Subtotal Andalucía,34,1.359,519,7.787
Andalucía,Cádiz,2020,Autopistas libres y autovías,95,206,Subtotal Andalucía,913,1.359,4.429,7.787
Andalucía,Cádiz,2020,Carreteras convencionales,110,206,Subtotal Andalucía,412,1.359,2.839,7.787
Andalucía,Cádiz,2021,Autopistas de peaje,0,269,Subtotal Andalucía,69,1.828,555,9.964
Andalucía,Cádiz,2021,Autopistas libres y autovías,159,269,Subtotal Andalucía,1.300,1.828,6.145,9.964
Andalucía,Cádiz,2021,Carreteras convencionales,110,269,Subtotal Andalucía,459,1.828,3.264,9.964
Andalucía,Cádiz,2022,Autopistas de peaje,1,242,Subtotal Andalucía,22,1.786,268,10.641
Andalucía,Cádiz,2022,Autopistas libres y autovías,131,242,Subtotal Andalucía,1.280,1.786,6.994,10.641
Andalucía,Cádiz,2022,Carreteras convencionales,110,242,Subtotal Andalucía,484,1.786,3.379,10.641
Andalucía,Córdoba,2005,Autopistas de peaje,0,325,Subtotal Andalucía,81,3.060,1.682,16.966
Andalucía,Córdoba,2005,Autopistas libres y autovías,154,325,Subtotal Andalucía,1.671,3.060,7.360,16.966
Andalucía,Córdoba,2005,Carreteras convencionales,171,325,Subtotal Andalucía,1.308,3.060,7.924,16.966
Andalucía,Córdoba,2006,Autopistas de peaje,0,315,Subtotal Andalucía,86,3.062,1.670,16.429
Andalucía,Córdoba,2006,Autopistas libres y autovías,143,315,Subtotal Andalucía,1.712,3.062,7.694,16.429
Andalucía,Córdoba,2006,Carreteras convencionales,172,315,Subtotal Andalucía,1.264,3.062,7.065,16.429
Andalucía,Córdoba,2007,Autopistas de peaje,0,284,Subtotal Andalucía,84,3.043,1.710,17.696
Andalucía,Córdoba,2007,Autopistas libres y autovías,135,284,Subtotal Andalucía,1.714,3.043,8.442,17.696
Andalucía,Córdoba,2007,Carreteras convencionales,149,284,Subtotal Andalucía,1.245,3.043,7.544,17.696
Andalucía,Córdoba,2008,Autopistas de peaje,0,198,Subtotal Andalucía,150,2.583,1.669,15.353
Andalucía,Córdoba,2008,Autopistas libres y autovías,86,198,Subtotal Andalucía,1.506,2.583,7.536,15.353
Andalucía,Córdoba,2008,Carreteras convencionales,112,198,Subtotal Andalucía,927,2.583,6.148,15.353
Andalucía,Córdoba,2009,Autopistas de peaje,0,213,Subtotal Andalucía,132,2.410,1.493,13.968
Andalucía,Córdoba,2009,Autopistas libres y autovías,119,213,Subtotal Andalucía,1.499,2.410,7.151,13.968
Andalucía,Córdoba,2009,Carreteras convencionales,94,213,Subtotal Andalucía,779,2.410,5.324,13.968
Andalucía,Córdoba,2010,Autopistas de peaje,0,225,Subtotal Andalucía,125,2.249,1.400,13.307
Andalucía,Córdoba,2010,Autopistas libres y autovías,123,225,Subtotal Andalucía,1.393,2.249,7.081,13.307
Andalucía,Córdoba,2010,Carreteras convencionales,102,225,Subtotal Andalucía,731,2.249,4.826,13.307
Andalucía,Córdoba,2011,Autopistas de peaje,0,197,Subtotal Andalucía,84,1.964,1.213,11.979
Andalucía,Córdoba,2011,Autopistas libres y autovías,89,197,Subtotal Andalucía,1.168,1.964,6.198,11.979
Andalucía,Córdoba,2011,Carreteras convencionales,108,197,Subtotal Andalucía,712,1.964,4.568,11.979
Andalucía,Córdoba,2012,Autopistas de peaje,0,186,Subtotal Andalucía,119,2.061,1.203,11.659
Andalucía,Córdoba,2012,Autopistas libres y autovías,94,186,Subtotal Andalucía,1.261,2.061,5.983,11.659
Andalucía,Córdoba,2012,Carreteras convencionales,92,186,Subtotal Andalucía,681,2.061,4.473,11.659
Andalucía,Córdoba,2013,Autopistas de peaje,0,151,Subtotal Andalucía,91,1.916,1.224,11.245
Andalucía,Córdoba,2013,Autopistas libres y autovías,86,151,Subtotal Andalucía,1.240,1.916,5.912,11.245
Andalucía,Córdoba,2013,Carreteras convencionales,65,151,Subtotal Andalucía,585,1.916,4.109,11.245
Andalucía,Córdoba,2014,Autopistas de peaje,0,158,Subtotal Andalucía,72,1.905,957,10.973
Andalucía,Córdoba,2014,Autopistas libres y autovías,82,158,Subtotal Andalucía,1.186,1.905,5.865,10.973
Andalucía,Córdoba,2014,Carreteras convencionales,76,158,Subtotal Andalucía,647,1.905,4.151,10.973
Andalucía,Córdoba,2015,Autopistas de peaje,0,140,Subtotal Andalucía,58,1.776,896,10.750
Andalucía,Córdoba,2015,Autopistas libres y autovías,78,140,Subtotal Andalucía,1.221,1.776,5.825,10.750
Andalucía,Córdoba,2015,Carreteras convencionales,62,140,Subtotal Andalucía,497,1.776,4.029,10.750
Andalucía,Córdoba,2016,Autopistas de peaje,0,146,Subtotal Andalucía,49,1.800,867,11.354
Andalucía,Córdoba,2016,Autopistas libres y autovías,86,146,Subtotal Andalucía,1.257,1.800,6.482,11.354
Andalucía,Córdoba,2016,Carreteras convencionales,60,146,Subtotal Andalucía,494,1.800,4.005,11.354
Andalucía,Córdoba,2017,Autopistas de peaje,0,140,Subtotal Andalucía,63,1.885,1.019,12.024
Andalucía,Córdoba,2017,Autopistas libres y autovías,73,140,Subtotal Andalucía,1.237,1.885,6.630,12.024
Andalucía,Córdoba,2017,Carreteras convencionales,67,140,Subtotal Andalucía,585,1.885,4.375,12.024
Andalucía,Córdoba,2018,Autopistas de peaje,0,147,Subtotal Andalucía,87,2.070,1.061,12.156
Andalucía,Córdoba,2018,Autopistas libres y autovías,75,147,Subtotal Andalucía,1.402,2.070,7.001,12.156
Andalucía,Córdoba,2018,Carreteras convencionales,72,147,Subtotal Andalucía,581,2.070,4.094,12.156
Andalucía,Córdoba,2019,Autopistas de peaje,0,169,Subtotal Andalucía,82,2.081,1.068,11.955
Andalucía,Córdoba,2019,Autopistas libres y autovías,91,169,Subtotal Andalucía,1.436,2.081,7.124,11.955
Andalucía,Córdoba,2019,Carreteras convencionales,78,169,Subtotal Andalucía,563,2.081,3.763,11.955
Andalucía,Córdoba,2020,Autopistas de peaje,0,100,Subtotal Andalucía,34,1.359,519,7.787
Andalucía,Córdoba,2020,Autopistas libres y autovías,47,100,Subtotal Andalucía,913,1.359,4.429,7.787
Andalucía,Córdoba,2020,Carreteras convencionales,53,100,Subtotal Andalucía,412,1.359,2.839,7.787
Andalucía,Córdoba,2021,Autopistas de peaje,0,117,Subtotal Andalucía,69,1.828,555,9.964
Andalucía,Córdoba,2021,Autopistas libres y autovías,66,117,Subtotal Andalucía,1.300,1.828,6.145,9.964
Andalucía,Córdoba,2021,Carreteras convencionales,51,117,Subtotal Andalucía,459,1.828,3.264,9.964
Andalucía,Córdoba,2022,Autopistas de peaje,0,166,Subtotal Andalucía,22,1.786,268,10.641
Andalucía,Córdoba,2022,Autopistas libres y autovías,80,166,Subtotal Andalucía,1.280,1.786,6.994,10.641
Andalucía,Córdoba,2022,Carreteras convencionales,86,166,Subtotal Andalucía,484,1.786,3.379,10.641
Andalucía,Granada,2005,Autopistas de peaje,0,376,Subtotal Andalucía,81,3.060,1.682,16.966
Andalucía,Granada,2005,Autopistas libres y autovías,121,376,Subtotal Andalucía,1.671,3.060,7.360,16.966
Andalucía,Granada,2005,Carreteras convencionales,255,376,Subtotal Andalucía,1.308,3.060,7.924,16.966
Andalucía,Granada,2006,Autopistas de peaje,0,422,Subtotal Andalucía,86,3.062,1.670,16.429
Andalucía,Granada,2006,Autopistas libres y autovías,145,422,Subtotal Andalucía,1.712,3.062,7.694,16.429
Andalucía,Granada,2006,Carreteras convencionales,277,422,Subtotal Andalucía,1.264,3.062,7.065,16.429
Andalucía,Granada,2007,Autopistas de peaje,0,425,Subtotal Andalucía,84,3.043,1.710,17.696
Andalucía,Granada,2007,Autopistas libres y autovías,142,425,Subtotal Andalucía,1.714,3.043,8.442,17.696
Andalucía,Granada,2007,Carreteras convencionales,283,425,Subtotal Andalucía,1.245,3.043,7.544,17.696
Andalucía,Granada,2008,Autopistas de peaje,0,322,Subtotal Andalucía,150,2.583,1.669,15.353
Andalucía,Granada,2008,Autopistas libres y autovías,140,322,Subtotal Andalucía,1.506,2.583,7.536,15.353
Andalucía,Granada,2008,Carreteras convencionales,182,322,Subtotal Andalucía,927,2.583,6.148,15.353
Andalucía,Granada,2009,Autopistas de peaje,0,281,Subtotal Andalucía,132,2.410,1.493,13.968
Andalucía,Granada,2009,Autopistas libres y autovías,144,281,Subtotal Andalucía,1.499,2.410,7.151,13.968
Andalucía,Granada,2009,Carreteras convencionales,137,281,Subtotal Andalucía,779,2.410,5.324,13.968
Andalucía,Granada,2010,Autopistas de peaje,0,264,Subtotal Andalucía,125,2.249,1.400,13.307
Andalucía,Granada,2010,Autopistas libres y autovías,150,264,Subtotal Andalucía,1.393,2.249,7.081,13.307
Andalucía,Granada,2010,Carreteras convencionales,114,264,Subtotal Andalucía,731,2.249,4.826,13.307
Andalucía,Granada,2011,Autopistas de peaje,0,238,Subtotal Andalucía,84,1.964,1.213,11.979
Andalucía,Granada,2011,Autopistas libres y autovías,117,238,Subtotal Andalucía,1.168,1.964,6.198,11.979
Andalucía,Granada,2011,Carreteras convencionales,121,238,Subtotal Andalucía,712,1.964,4.568,11.979
Andalucía,Granada,2012,Autopistas de peaje,0,298,Subtotal Andalucía,119,2.061,1.203,11.659
Andalucía,Granada,2012,Autopistas libres y autovías,174,298,Subtotal Andalucía,1.261,2.061,5.983,11.659
Andalucía,Granada,2012,Carreteras convencionales,124,298,Subtotal Andalucía,681,2.061,4.473,11.659
Andalucía,Granada,2013,Autopistas de peaje,0,293,Subtotal Andalucía,91,1.916,1.224,11.245
Andalucía,Granada,2013,Autopistas libres y autovías,174,293,Subtotal Andalucía,1.240,1.916,5.912,11.245
Andalucía,Granada,2013,Carreteras convencionales,119,293,Subtotal Andalucía,585,1.916,4.109,11.245
Andalucía,Granada,2014,Autopistas de peaje,0,289,Subtotal Andalucía,72,1.905,957,10.973
Andalucía,Granada,2014,Autopistas libres y autovías,158,289,Subtotal Andalucía,1.186,1.905,5.865,10.973
Andalucía,Granada,2014,Carreteras convencionales,131,289,Subtotal Andalucía,647,1.905,4.151,10.973
Andalucía,Granada,2015,Autopistas de peaje,0,243,Subtotal Andalucía,58,1.776,896,10.750
Andalucía,Granada,2015,Autopistas libres y autovías,174,243,Subtotal Andalucía,1.221,1.776,5.825,10.750
Andalucía,Granada,2015,Carreteras convencionales,69,243,Subtotal Andalucía,497,1.776,4.029,10.750
Andalucía,Granada,2016,Autopistas de peaje,0,297,Subtotal Andalucía,49,1.800,867,11.354
Andalucía,Granada,2016,Autopistas libres y autovías,205,297,Subtotal Andalucía,1.257,1.800,6.482,11.354
Andalucía,Granada,2016,Carreteras convencionales,92,297,Subtotal Andalucía,494,1.800,4.005,11.354
Andalucía,Granada,2017,Autopistas de peaje,0,270,Subtotal Andalucía,63,1.885,1.019,12.024
Andalucía,Granada,2017,Autopistas libres y autovías,169,270,Subtotal Andalucía,1.237,1.885,6.630,12.024
Andalucía,Granada,2017,Carreteras convencionales,101,270,Subtotal Andalucía,585,1.885,4.375,12.024
Andalucía,Granada,2018,Autopistas de peaje,0,298,Subtotal Andalucía,87,2.070,1.061,12.156
Andalucía,Granada,2018,Autopistas libres y autovías,201,298,Subtotal Andalucía,1.402,2.070,7.001,12.156
Andalucía,Granada,2018,Carreteras convencionales,97,298,Subtotal Andalucía,581,2.070,4.094,12.156
Andalucía,Granada,2019,Autopistas de peaje,0,302,Subtotal Andalucía,82,2.081,1.068,11.955
Andalucía,Granada,2019,Autopistas libres y autovías,206,302,Subtotal Andalucía,1.436,2.081,7.124,11.955
Andalucía,Granada,2019,Carreteras convencionales,96,302,Subtotal Andalucía,563,2.081,3.763,11.955
Andalucía,Granada,2020,Autopistas de peaje,0,182,Subtotal Andalucía,34,1.359,519,7.787
Andalucía,Granada,2020,Autopistas libres y autovías,97,182,Subtotal Andalucía,913,1.359,4.429,7.787
Andalucía,Granada,2020,Carreteras convencionales,85,182,Subtotal Andalucía,412,1.359,2.839,7.787
Andalucía,Granada,2021,Autopistas de peaje,0,255,Subtotal Andalucía,69,1.828,555,9.964
Andalucía,Granada,2021,Autopistas libres y autovías,158,255,Subtotal Andalucía,1.300,1.828,6.145,9.964
Andalucía,Granada,2021,Carreteras convencionales,97,255,Subtotal Andalucía,459,1.828,3.264,9.964
Andalucía,Granada,2022,Autopistas de peaje,0,214,Subtotal Andalucía,22,1.786,268,10.641
Andalucía,Granada,2022,Autopistas libres y autovías,135,214,Subtotal Andalucía,1.280,1.786,6.994,10.641
Andalucía,Granada,2022,Carreteras convencionales,79,214,Subtotal Andalucía,484,1.786,3.379,10.641
Andalucía,Huelva,2005,Autopistas de peaje,0,256,Subtotal Andalucía,81,3.060,1.682,16.966
Andalucía,Huelva,2005,Autopistas libres y autovías,79,256,Subtotal Andalucía,1.671,3.060,7.360,16.966
Andalucía,Huelva,2005,Carreteras convencionales,177,256,Subtotal Andalucía,1.308,3.060,7.924,16.966
Andalucía,Huelva,2006,Autopistas de peaje,0,254,Subtotal Andalucía,86,3.062,1.670,16.429
Andalucía,Huelva,2006,Autopistas libres y autovías,72,254,Subtotal Andalucía,1.712,3.062,7.694,16.429
Andalucía,Huelva,2006,Carreteras convencionales,182,254,Subtotal Andalucía,1.264,3.062,7.065,16.429
Andalucía,Huelva,2007,Autopistas de peaje,0,271,Subtotal Andalucía,84,3.043,1.710,17.696
Andalucía,Huelva,2007,Autopistas libres y autovías,57,271,Subtotal Andalucía,1.714,3.043,8.442,17.696
Andalucía,Huelva,2007,Carreteras convencionales,214,271,Subtotal Andalucía,1.245,3.043,7.544,17.696
Andalucía,Huelva,2008,Autopistas de peaje,0,230,Subtotal Andalucía,150,2.583,1.669,15.353
Andalucía,Huelva,2008,Autopistas libres y autovías,71,230,Subtotal Andalucía,1.506,2.583,7.536,15.353
Andalucía,Huelva,2008,Carreteras convencionales,159,230,Subtotal Andalucía,927,2.583,6.148,15.353
Andalucía,Huelva,2009,Autopistas de peaje,0,198,Subtotal Andalucía,132,2.410,1.493,13.968
Andalucía,Huelva,2009,Autopistas libres y autovías,62,198,Subtotal Andalucía,1.499,2.410,7.151,13.968
Andalucía,Huelva,2009,Carreteras convencionales,136,198,Subtotal Andalucía,779,2.410,5.324,13.968
Andalucía,Huelva,2010,Autopistas de peaje,0,180,Subtotal Andalucía,125,2.249,1.400,13.307
Andalucía,Huelva,2010,Autopistas libres y autovías,51,180,Subtotal Andalucía,1.393,2.249,7.081,13.307
Andalucía,Huelva,2010,Carreteras convencionales,129,180,Subtotal Andalucía,731,2.249,4.826,13.307
Andalucía,Huelva,2011,Autopistas de peaje,0,152,Subtotal Andalucía,84,1.964,1.213,11.979
Andalucía,Huelva,2011,Autopistas libres y autovías,48,152,Subtotal Andalucía,1.168,1.964,6.198,11.979
Andalucía,Huelva,2011,Carreteras convencionales,104,152,Subtotal Andalucía,712,1.964,4.568,11.979
Andalucía,Huelva,2012,Autopistas de peaje,0,175,Subtotal Andalucía,119,2.061,1.203,11.659
Andalucía,Huelva,2012,Autopistas libres y autovías,54,175,Subtotal Andalucía,1.261,2.061,5.983,11.659
Andalucía,Huelva,2012,Carreteras convencionales,121,175,Subtotal Andalucía,681,2.061,4.473,11.659
Andalucía,Huelva,2013,Autopistas de peaje,0,168,Subtotal Andalucía,91,1.916,1.224,11.245
Andalucía,Huelva,2013,Autopistas libres y autovías,64,168,Subtotal Andalucía,1.240,1.916,5.912,11.245
Andalucía,Huelva,2013,Carreteras convencionales,104,168,Subtotal Andalucía,585,1.916,4.109,11.245
Andalucía,Huelva,2014,Autopistas de peaje,0,148,Subtotal Andalucía,72,1.905,957,10.973
Andalucía,Huelva,2014,Autopistas libres y autovías,52,148,Subtotal Andalucía,1.186,1.905,5.865,10.973
Andalucía,Huelva,2014,Carreteras convencionales,96,148,Subtotal Andalucía,647,1.905,4.151,10.973
Andalucía,Huelva,2015,Autopistas de peaje,0,148,Subtotal Andalucía,58,1.776,896,10.750
Andalucía,Huelva,2015,Autopistas libres y autovías,54,148,Subtotal Andalucía,1.221,1.776,5.825,10.750
Andalucía,Huelva,2015,Carreteras convencionales,94,148,Subtotal Andalucía,497,1.776,4.029,10.750
Andalucía,Huelva,2016,Autopistas de peaje,0,147,Subtotal Andalucía,49,1.800,867,11.354
Andalucía,Huelva,2016,Autopistas libres y autovías,45,147,Subtotal Andalucía,1.257,1.800,6.482,11.354
Andalucía,Huelva,2016,Carreteras convencionales,102,147,Subtotal Andalucía,494,1.800,4.005,11.354
Andalucía,Huelva,2017,Autopistas de peaje,0,144,Subtotal Andalucía,63,1.885,1.019,12.024
Andalucía,Huelva,2017,Autopistas libres y autovías,44,144,Subtotal Andalucía,1.237,1.885,6.630,12.024
Andalucía,Huelva,2017,Carreteras convencionales,100,144,Subtotal Andalucía,585,1.885,4.375,12.024
Andalucía,Huelva,2018,Autopistas de peaje,0,140,Subtotal Andalucía,87,2.070,1.061,12.156
Andalucía,Huelva,2018,Autopistas libres y autovías,43,140,Subtotal Andalucía,1.402,2.070,7.001,12.156
