Provincias;Edad (grupos quinquenales);Españoles/Extranjeros;Sexo;Año;Total
49 Zamora;50-54 años;TOTAL;Ambos sexos;2002;11.042
49 Zamora;50-54 años;TOTAL;Ambos sexos;2001;10.865
49 Zamora;50-54 años;TOTAL;Ambos sexos;2000;10.968
49 Zamora;50-54 años;TOTAL;Ambos sexos;1999;11.022
49 Zamora;50-54 años;TOTAL;Ambos sexos;1998;10.871
49 Zamora;55-59 años;TOTAL;Ambos sexos;2022;13.915
49 Zamora;55-59 años;TOTAL;Ambos sexos;2021;14.084
49 Zamora;55-59 años;TOTAL;Ambos sexos;2020;14.169
49 Zamora;55-59 años;TOTAL;Ambos sexos;2019;14.104
49 Zamora;55-59 años;TOTAL;Ambos sexos;2018;13.957
49 Zamora;55-59 años;TOTAL;Ambos sexos;2017;13.809
49 Zamora;55-59 años;TOTAL;Ambos sexos;2016;13.617
49 Zamora;55-59 años;TOTAL;Ambos sexos;2015;13.291
49 Zamora;55-59 años;TOTAL;Ambos sexos;2014;12.856
49 Zamora;55-59 años;TOTAL;Ambos sexos;2013;12.581
49 Zamora;55-59 años;TOTAL;Ambos sexos;2012;12.403
49 Zamora;55-59 años;TOTAL;Ambos sexos;2011;11.917
49 Zamora;55-59 años;TOTAL;Ambos sexos;2010;11.570
49 Zamora;55-59 años;TOTAL;Ambos sexos;2009;11.468
49 Zamora;55-59 años;TOTAL;Ambos sexos;2008;11.607
49 Zamora;55-59 años;TOTAL;Ambos sexos;2007;11.283
49 Zamora;55-59 años;TOTAL;Ambos sexos;2006;11.053
49 Zamora;55-59 años;TOTAL;Ambos sexos;2005;11.111
49 Zamora;55-59 años;TOTAL;Ambos sexos;2004;11.145
49 Zamora;55-59 años;TOTAL;Ambos sexos;2003;11.041
49 Zamora;55-59 años;TOTAL;Ambos sexos;2002;10.965
49 Zamora;55-59 años;TOTAL;Ambos sexos;2001;11.084
49 Zamora;55-59 años;TOTAL;Ambos sexos;2000;11.061
49 Zamora;55-59 años;TOTAL;Ambos sexos;1999;10.636
49 Zamora;55-59 años;TOTAL;Ambos sexos;1998;10.173
49 Zamora;60-64 años;TOTAL;Ambos sexos;2022;13.602
49 Zamora;60-64 años;TOTAL;Ambos sexos;2021;13.342
49 Zamora;60-64 años;TOTAL;Ambos sexos;2020;13.018
49 Zamora;60-64 años;TOTAL;Ambos sexos;2019;12.608
49 Zamora;60-64 años;TOTAL;Ambos sexos;2018;12.277
49 Zamora;60-64 años;TOTAL;Ambos sexos;2017;12.090
49 Zamora;60-64 años;TOTAL;Ambos sexos;2016;11.680
49 Zamora;60-64 años;TOTAL;Ambos sexos;2015;11.498
49 Zamora;60-64 años;TOTAL;Ambos sexos;2014;11.433
49 Zamora;60-64 años;TOTAL;Ambos sexos;2013;11.671
49 Zamora;60-64 años;TOTAL;Ambos sexos;2012;11.460
49 Zamora;60-64 años;TOTAL;Ambos sexos;2011;11.318
49 Zamora;60-64 años;TOTAL;Ambos sexos;2010;11.392
49 Zamora;60-64 años;TOTAL;Ambos sexos;2009;11.364
49 Zamora;60-64 años;TOTAL;Ambos sexos;2008;11.253
49 Zamora;60-64 años;TOTAL;Ambos sexos;2007;11.197
49 Zamora;60-64 años;TOTAL;Ambos sexos;2006;11.222
49 Zamora;60-64 años;TOTAL;Ambos sexos;2005;11.198
49 Zamora;60-64 años;TOTAL;Ambos sexos;2004;10.693
49 Zamora;60-64 años;TOTAL;Ambos sexos;2003;10.307
49 Zamora;60-64 años;TOTAL;Ambos sexos;2002;10.523
49 Zamora;60-64 años;TOTAL;Ambos sexos;2001;11.580
49 Zamora;60-64 años;TOTAL;Ambos sexos;2000;12.102
49 Zamora;60-64 años;TOTAL;Ambos sexos;1999;13.299
49 Zamora;60-64 años;TOTAL;Ambos sexos;1998;14.319
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2022;47.253
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2021;46.560
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2020;46.441
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2019;45.261
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2018;44.363
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2017;43.824
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2016;43.512
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2015;44.137
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2014;45.391
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2013;47.958
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2012;49.343
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2011;50.698
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2010;53.379
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2009;55.312
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2008;55.392
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2007;54.262
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2006;55.088
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2005;57.219
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2004;58.193
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2003;60.110
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2002;61.691
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2001;62.917
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;2000;63.801
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;1999;65.603
50 Zaragoza;20-24 años;TOTAL;Ambos sexos;1998;66.145
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2022;48.302
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2021;48.604
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2020;48.963
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2019;48.492
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2018;48.132
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2017;48.516
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2016;49.525
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2015;52.169
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2014;54.547
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2013;58.957
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2012;61.300
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2011;63.739
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2010;67.558
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2009;71.201
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2008;73.272
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2007;72.962
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2006;73.968
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2005;75.629
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2004;74.827
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2003;73.149
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2002;72.386
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2001;69.549
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;2000;67.118
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;1999;65.573
50 Zaragoza;25-29 años;TOTAL;Ambos sexos;1998;65.018
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2022;52.173
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2021;53.463
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2020;55.226
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2019;55.689
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2018;55.859
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2017;57.914
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2016;60.214
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2015;64.611
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2014;68.380
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2013;75.151
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2012;78.630
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2011;81.140
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2010;83.650
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2009;85.278
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2008;83.481
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2007;80.795
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2006;78.274
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2005;77.360
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2004;74.336
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2003;71.462
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2002;69.910
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2001;67.487
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;2000;65.134
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;1999;64.651
50 Zaragoza;30-34 años;TOTAL;Ambos sexos;1998;64.836
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2022;60.505
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2021;62.744
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2020;65.944
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2019;68.036
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2018;70.591
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2017;74.006
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2016;76.987
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2015;80.160
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2014;82.263
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2013;84.999
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2012;84.869
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2011;83.580
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2010;82.899
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2009;81.879
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2008;80.020
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2007;76.548
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2006;74.362
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2005;73.139
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2004;72.082
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2003;69.740
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2002;68.830
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2001;66.490
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;2000;65.249
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;1999;63.542
50 Zaragoza;35-39 años;TOTAL;Ambos sexos;1998;62.896
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2022;75.667
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2021;78.400
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2020;80.784
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2019;81.368
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2018;80.569
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2017;80.602
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2016;79.748
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2015;79.811
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2014;79.190
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2013;80.650
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2012;79.860
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2011;78.576
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2010;77.463
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2009;77.275
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2008;75.380
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2007;73.195
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2006;71.162
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2005;70.631
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2004;68.312
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2003;66.391
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2002;65.084
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2001;63.317
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;2000;61.000
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;1999;58.914
50 Zaragoza;40-44 años;TOTAL;Ambos sexos;1998;57.270
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2022;81.499
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2021;80.581
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2020;79.847
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2019;77.990
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2018;76.473
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2017;75.823
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2016;75.309
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2015;74.744
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2014;75.115
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2013;75.751
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2012;74.531
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2011;73.440
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2010;72.970
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2009;71.611
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2008;70.051
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2007;68.107
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2006;66.242
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2005;64.389
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2004;61.885
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2003;59.301
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2002;57.912
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2001;56.077
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;2000;54.714
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;1999;54.727
50 Zaragoza;45-49 años;TOTAL;Ambos sexos;1998;55.066
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2022;75.973
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2021;75.238
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2020;74.216
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2019;73.877
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2018;72.483
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2017;71.863
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2016;70.890
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2015;70.569
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2014;69.488
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2013;69.654
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2012;68.699
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2011;67.251
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2010;65.556
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2009;63.342
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2008;61.044
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2007;59.137
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2006;57.105
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2005;55.949
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2004;55.627
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2003;55.483
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2002;54.829
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2001;54.575
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;2000;54.709
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;1999;54.442
50 Zaragoza;50-54 años;TOTAL;Ambos sexos;1998;52.810
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2022;71.000
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2021;69.988
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2020;69.525
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2019;67.939
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2018;66.620
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2017;65.738
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2016;64.595
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2015;63.083
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2014;61.245
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2013;60.194
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2012;58.878
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2011;57.186
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2010;55.916
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2009;55.705
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2008;55.839
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2007;54.776
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2006;54.512
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2005;54.733
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2004;53.957
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2003;52.262
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2002;51.151
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2001;49.258
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;2000;48.351
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;1999;45.694
50 Zaragoza;55-59 años;TOTAL;Ambos sexos;1998;42.676
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2022;64.139
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2021;62.976
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2020;61.499
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2019;59.389
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2018;57.328
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2017;56.035
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2016;54.599
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2015;53.469
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2014;53.398
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2013;54.339
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2012;53.517
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2011;53.333
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2010;53.539
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2009;52.844
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2008;51.444
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2007;50.197
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2006;48.379
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2005;47.532
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2004;44.441
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2003;41.590
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2002;40.634
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2001;42.273
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;2000;42.216
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;1999;45.774
50 Zaragoza;60-64 años;TOTAL;Ambos sexos;1998;48.728
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2022;5.606
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2021;5.438
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2020;5.437
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2019;5.438
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2018;5.523
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2017;5.559
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2016;5.581
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2015;5.621
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2014;5.878
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2013;5.885
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2012;6.054
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2011;6.043
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2010;6.056
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2009;5.819
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2008;5.785
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2007;5.733
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2006;5.736
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2005;5.817
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2004;6.149
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2003;6.580
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2002;7.121
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2001;7.345
51 Ceuta;20-24 años;TOTAL;Ambos sexos;2000;7.427
51 Ceuta;20-24 años;TOTAL;Ambos sexos;1999;6.693
51 Ceuta;20-24 años;TOTAL;Ambos sexos;1998;6.299
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2022;5.346
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2021;5.466
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2020;5.530
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2019;5.657
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2018;5.688
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2017;5.676
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2016;5.765
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2015;6.078
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2014;6.264
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2013;6.375
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2012;6.475
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2011;6.504
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2010;6.353
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2009;6.332
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2008;6.376
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2007;6.532
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2006;6.654
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2005;6.779
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2004;6.880
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2003;6.950
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2002;7.143
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2001;7.120
51 Ceuta;25-29 años;TOTAL;Ambos sexos;2000;7.037
51 Ceuta;25-29 años;TOTAL;Ambos sexos;1999;6.689
51 Ceuta;25-29 años;TOTAL;Ambos sexos;1998;6.502
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2022;5.502
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2021;5.577
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2020;5.731
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2019;5.861
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2018;6.036
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2017;6.159
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2016;6.312
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2015;6.444
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2014;6.744
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2013;6.832
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2012;6.906
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2011;6.818
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2010;6.789
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2009;6.570
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2008;6.435
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2007;6.442
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2006;6.458
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2005;6.366
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2004;6.336
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2003;6.384
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2002;6.575
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2001;6.530
51 Ceuta;30-34 años;TOTAL;Ambos sexos;2000;6.498
51 Ceuta;30-34 años;TOTAL;Ambos sexos;1999;6.602
51 Ceuta;30-34 años;TOTAL;Ambos sexos;1998;6.587
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2022;5.755
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2021;5.980
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2020;6.163
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2019;6.388
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2018;6.529
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2017;6.649
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2016;6.764
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2015;6.858
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2014;6.989
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2013;6.854
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2012;6.777
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2011;6.596
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2010;6.344
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2009;6.124
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2008;6.031
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2007;6.000
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2006;6.038
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2005;5.985
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2004;6.172
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2003;6.339
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2002;6.516
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2001;6.414
51 Ceuta;35-39 años;TOTAL;Ambos sexos;2000;6.392
51 Ceuta;35-39 años;TOTAL;Ambos sexos;1999;6.131
51 Ceuta;35-39 años;TOTAL;Ambos sexos;1998;5.898
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2022;6.219
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2021;6.363
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2020;6.497
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2019;6.579
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2018;6.604
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2017;6.641
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2016;6.504
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2015;6.360
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2014;6.348
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2013;6.272
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2012;6.229
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2011;6.139
51 Ceuta;40-44 años;TOTAL;Ambos sexos;2010;5.995
