year,region,province,population,acc with victims,total injuried,mortals,hosp injuries,minor injuries,gas_stations,free_motorways_CCAA,free_motorways_State,free_motorways_provincial,multiple_road_CCAA,multiple_road_State,multiple_road_provincial,single_road_CCAA,single_road_State,single_road_provincial,toll_motorways_CCAA,toll_motorways_State,toll_motorways_provincial
2019,Castilla-La Mancha,Cuenca,116521,271,394,8,61,325,154,0.0,346.21,0.0,0.0,0.0,0.0,1718.81,585.48,1557.2,0.0,49.83,0.0
2019,Cataluña,Gerona,469128,2520,3430,42,236,3152,256,90.22,35.73,0.0,22.38,6.27,2.59,1125.65,273.34,784.83,0.0,92.62,0.0
2019,Andalucía,Granada,565225,1783,2513,25,131,2357,273,235.69,189.14,0.0,11.81,1.43,4.07,1388.94,191.38,1260.63,0.0,0.0,0.0
2019,Castilla-La Mancha,Guadalajara,160048,312,449,6,30,413,89,9.26,99.67,0.0,0.0,0.57,0.0,1461.81,290.62,1568.0,0.0,24.02,0.0
2019,País Vasco,Guipúzcoa,424225,1799,2266,23,173,2070,122,0.0,0.0,45.04,0.0,0.0,78.38,0.0,0.0,1183.07,0.0,0.0,107.2
2019,Andalucía,Huelva,327297,752,1147,22,81,1044,135,33.29,137.19,0.0,6.42,11.36,0.0,730.2,332.45,832.78,0.0,0.0,0.0
2019,Aragón,Huesca,130956,441,621,29,73,519,116,0.0,188.08,0.0,0.0,0.0,0.0,2076.0,664.85,1386.0,0.0,49.72,0.0
2019,Andalucía,Jaén,388229,835,1224,24,56,1144,245,73.39,217.14,0.0,5.7,0.0,0.0,1400.56,249.05,905.88,0.0,0.0,0.0
2019,Castilla y León,León,268912,745,1099,35,105,959,164,68.14,252.06,0.0,5.79,15.68,0.0,1705.33,579.09,3310.32,0.0,93.68,0.0
2019,Cataluña,Lérida,263786,1352,1977,39,181,1757,187,28.21,134.86,0.0,0.0,10.01,0.0,1524.67,303.68,805.9,0.0,60.47,0.0
2019,La Rioja,"Rioja, La",189462,594,773,18,59,696,84,0.0,62.19,0.0,3.0,1.15,0.0,1442.0,250.79,0.0,0.0,119.1,0.0
2019,Galicia,Lugo,188881,453,655,22,70,563,122,16.16,234.8,0.0,2.41,14.53,0.0,1471.32,513.85,4217.0,0.0,0.0,0.0
2019,Madrid,Madrid,4137095,16628,21291,159,864,20268,732,124.44,483.8,0.0,202.39,7.2,0.0,2230.83,98.14,0.0,0.0,158.37,0.0
2019,Andalucía,Málaga,1027956,5006,6818,56,279,6483,308,97.1,218.74,0.0,11.36,23.29,0.0,1175.91,35.63,859.6,0.0,122.09,0.0
2019,Murcia,Murcia,918840,2682,3843,54,259,3530,417,170.0,313.5,0.0,90.0,11.3,0.0,2566.0,138.11,0.0,0.0,114.64,0.0
2019,Navarra,Navarra,390437,789,1014,31,122,861,235,235.54,0.0,0.0,25.6,0.0,0.0,3460.38,0.0,0.0,144.79,39.03,0.0
2019,Galicia,Orense,170100,390,525,15,82,428,87,47.97,166.74,0.0,2.07,9.36,0.0,982.97,321.57,1855.16,0.0,0.0,0.0
2019,Asturias,Asturias,609779,1981,2751,31,192,2528,215,74.45,357.68,0.0,7.02,5.37,0.0,4111.21,466.0,0.0,0.0,21.86,0.0
2019,Castilla y León,Palencia,95617,163,232,12,60,160,67,62.05,193.33,0.0,0.0,0.0,0.0,1468.06,247.11,1035.0,0.0,0.0,0.0
2019,Canarias,"Palmas, Las",742203,2158,3129,32,99,2998,229,0.0,0.0,134.51,0.0,0.0,76.06,0.0,0.0,1757.31,0.0,0.0,0.0
2019,Galicia,Pontevedra,568152,1868,2866,37,212,2617,184,38.34,81.29,0.0,7.64,9.14,0.0,1220.78,319.42,1630.05,20.98,126.71,0.0
2019,Castilla y León,Salamanca,190842,388,555,13,44,498,103,0.0,302.27,0.0,0.0,8.64,0.0,1263.45,270.74,2301.29,0.0,0.0,0.0
2019,Canarias,"Tenerife, S.C.",672038,2242,3091,42,339,2710,227,0.0,0.0,141.76,0.0,0.0,44.54,0.0,0.0,1978.59,0.0,0.0,0.0
2019,Cantabria,Cantabria,351242,920,1350,18,77,1255,142,0.0,254.91,0.0,0.0,2.95,0.0,1984.34,320.45,0.0,0.0,0.0,0.0
2019,Castilla y León,Segovia,91320,325,450,9,32,409,72,64.48,54.17,0.0,0.0,0.0,0.0,700.67,244.7,1229.35,0.0,69.47,0.0
2019,Andalucía,Sevilla,1195328,4589,6669,68,310,6291,446,156.77,257.12,0.0,47.34,19.77,15.83,1701.67,140.19,1461.46,0.0,53.06,0.0
2019,Castilla y León,Soria,51127,123,181,8,31,142,37,0.0,145.36,0.0,0.0,1.74,0.0,898.8,405.8,1890.08,0.0,0.0,0.0
2019,Cataluña,Tarragona,484098,2113,2839,52,215,2572,228,23.06,89.37,0.0,22.55,11.3,8.1,1066.75,262.47,1077.6,10.59,191.13,0.0
2019,Aragón,Teruel,78427,185,260,7,51,202,85,0.0,140.12,0.0,0.0,1.34,0.0,1628.21,537.35,980.0,0.0,0.0,0.0
2019,Castilla-La Mancha,Toledo,421104,777,1156,29,89,1038,302,146.31,380.19,0.0,0.0,10.13,0.0,1923.4,373.94,956.0,0.0,140.27,0.0
2019,C. Valenciana,Valencia,1570832,4404,5844,72,423,5349,606,85.97,368.45,0.0,55.57,5.67,15.34,696.94,337.14,1855.16,0.0,87.78,0.0
2019,Castilla y León,Valladolid,308856,895,1184,18,80,1086,141,39.81,260.49,0.0,0.0,16.45,0.0,1063.19,268.69,1435.0,0.0,0.0,0.0
2019,País Vasco,Vizcaya,688423,2024,2709,26,147,2536,117,0.0,0.0,104.36,0.0,0.0,40.41,0.0,0.0,1056.03,0.0,0.0,72.34
2019,Castilla y León,Zamora,96907,206,321,16,44,261,80,0.0,336.79,0.0,0.0,16.73,0.0,1148.53,419.45,1571.0,0.0,0.0,0.0
2019,Aragón,Zaragoza,578041,1609,2201,27,201,1973,243,5.28,329.75,0.0,9.41,42.16,3.15,2043.36,490.05,1016.75,0.0,107.46,0.0
2019,Ceuta,Ceuta,52023,309,460,2,18,440,9,0.0,0.0,0.0,0.0,1.37,0.0,21.02,18.83,0.0,0.0,0.0,0.0
2019,Melilla,Melilla,52007,376,476,0,17,459,13,0.0,0.0,0.0,0.53,0.0,0.0,17.36,9.81,0.0,0.0,0.0,0.0
2020,País Vasco,Álava,198978,849,1034,5,101,928,72,0.0,0.0,100.97,0.0,0.0,10.61,0.0,0.0,1273.66,0.0,0.0,69.44
2020,Castilla-La Mancha,Albacete,238018,557,704,10,51,643,159,0.0,279.18,0.0,3.97,0.0,0.0,1612.62,420.5,1404.4,0.0,0.0,0.0
2020,C. Valenciana,Alicante,1139374,1882,2517,61,258,2198,425,15.63,308.42,0.0,34.87,61.54,5.95,884.32,206.61,925.1,0.0,84.1,0.0
2020,Andalucía,Almería,457956,861,1242,38,92,1112,203,117.42,203.5,0.0,2.41,1.12,0.0,697.42,131.2,1226.0,0.0,28.19,0.0
2020,Castilla y León,Ávila,90838,235,309,10,32,267,70,0.0,86.97,0.0,0.0,3.24,0.0,987.13,345.16,1065.0,0.0,37.4,0.0
2020,Extremadura,Badajoz,410587,651,899,25,73,801,259,17.0,241.28,0.0,21.0,18.01,0.0,2051.51,623.0,1921.12,0.0,0.0,0.0
2020,Islas Baleares,Baleares,756163,2092,2727,37,197,2493,197,0.0,0.0,93.52,0.0,0.0,97.33,0.0,0.0,1941.59,0.0,0.0,0.0
2020,Cataluña,Barcelona,3511690,13403,17015,115,682,16218,770,288.73,145.46,0.0,57.34,2.92,0.0,1525.6,43.44,1563.7,159.28,118.92,0.0
2020,Castilla y León,Burgos,210180,375,539,19,74,446,137,46.75,284.93,0.0,5.82,19.2,0.0,1767.19,670.05,2300.0,0.0,0.49,0.0
2020,Extremadura,Cáceres,234854,378,489,15,71,403,143,107.1,337.55,0.0,12.7,20.91,0.0,1533.08,449.73,1869.15,0.0,0.0,0.0
2020,Andalucía,Cádiz,771181,2125,3032,22,203,2807,274,155.39,163.99,0.0,6.46,31.86,0.0,871.79,121.28,806.68,0.0,3.66,0.0
2020,C. Valenciana,Castellón,356029,688,855,17,127,711,177,45.97,192.42,0.0,31.44,2.22,0.0,878.46,275.47,724.0,0.0,0.0,0.0
2020,Castilla-La Mancha,Ciudad Real,300216,351,469,29,43,397,219,80.96,259.81,0.0,3.82,5.48,0.0,1720.13,457.82,1727.0,0.0,0.0,0.0
2020,Andalucía,Córdoba,474852,809,1089,14,121,954,242,9.97,180.63,0.0,17.44,1.48,0.0,1613.83,440.12,1807.19,0.0,0.0,0.0
2020,Galicia,"Coruña, A",662543,1227,1676,33,196,1447,267,126.86,95.74,0.0,2.55,53.14,0.0,1567.94,277.87,2061.25,32.53,146.32,0.0
2020,Castilla-La Mancha,Cuenca,116995,166,243,18,34,191,157,0.0,346.21,0.0,0.0,0.0,0.0,1718.81,584.42,1557.2,0.0,49.83,0.0
2020,Cataluña,Gerona,475416,1843,2373,28,179,2166,254,90.22,35.73,0.0,22.38,6.27,2.59,1125.65,273.34,783.54,0.0,92.62,0.0
2020,Andalucía,Granada,567334,1126,1510,35,108,1367,277,235.69,206.95,0.0,11.81,1.43,4.07,1388.6,191.38,1260.63,0.0,0.0,0.0
2020,Castilla-La Mancha,Guadalajara,162873,277,359,12,22,325,89,9.26,99.67,0.0,0.0,0.57,0.0,1461.81,290.45,1609.07,0.0,24.02,0.0
2020,País Vasco,Guipúzcoa,425666,1549,1912,20,176,1716,122,0.0,0.0,45.04,0.0,0.0,78.38,0.0,0.0,1183.07,0.0,0.0,107.2
2020,Andalucía,Huelva,328454,509,772,23,70,679,135,33.29,136.89,0.0,6.42,11.36,0.0,730.2,332.29,832.78,0.0,0.0,0.0
2020,Aragón,Huesca,132361,340,448,20,54,374,116,0.0,188.08,0.0,0.0,0.0,0.0,2076.0,658.81,1711.19,0.0,49.72,0.0
2020,Andalucía,Jaén,386915,617,849,21,55,773,252,73.39,217.14,0.0,5.7,0.0,0.0,1400.56,246.98,907.16,0.0,0.0,0.0
2020,Castilla y León,León,265480,471,647,25,87,535,165,68.14,251.03,0.0,5.79,15.77,0.0,1733.6,568.18,3310.32,0.0,93.68,0.0
2020,Cataluña,Lérida,265739,995,1335,21,103,1211,185,28.21,134.9,0.0,0.0,10.06,0.0,1524.56,302.64,805.0,0.0,60.47,0.0
2020,La Rioja,"Rioja, La",191117,461,580,16,61,503,84,0.0,62.19,0.0,3.0,1.15,0.0,1442.0,250.79,0.0,0.0,119.1,0.0
2020,Galicia,Lugo,187237,381,515,16,64,435,127,16.16,243.09,0.0,2.41,14.53,0.0,1471.33,511.7,4217.0,0.0,0.0,0.0
2020,Madrid,Madrid,4215657,10766,13427,105,638,12684,748,124.44,483.8,0.0,204.74,7.2,0.0,2230.83,98.55,0.0,0.0,158.37,0.0
2020,Andalucía,Málaga,1042378,3544,4731,51,252,4428,313,97.1,218.74,0.0,11.36,23.29,0.0,1172.94,35.63,859.6,0.0,122.09,0.0
2020,Murcia,Murcia,930276,2048,2828,39,200,2589,423,170.0,313.5,0.0,90.0,11.3,0.0,2566.0,135.16,0.0,0.0,114.64,0.0
2020,Navarra,Navarra,394319,576,725,20,97,608,234,236.81,0.0,0.0,25.6,0.0,0.0,3454.14,0.0,0.0,144.9,39.03,0.0
2020,Galicia,Orense,169042,352,454,16,68,370,87,47.97,167.24,0.0,2.07,9.36,0.0,988.32,321.81,1851.7,0.0,0.0,0.0
2020,Asturias,Asturias,603360,1552,2044,22,147,1875,218,74.45,357.68,0.0,7.02,5.37,0.0,4202.0,466.0,0.0,0.0,21.86,0.0
2020,Castilla y León,Palencia,94654,121,166,10,27,129,65,62.05,193.33,0.0,0.0,0.0,0.0,1469.0,247.11,1035.0,0.0,0.0,0.0
2020,Canarias,"Palmas, Las",749594,1790,2462,22,93,2347,229,,0.0,144.0,,0.0,76.06,,0.0,1757.31,,0.0,0.0
2020,Galicia,Pontevedra,567844,1491,2155,38,133,1984,188,38.34,81.29,0.0,7.64,9.24,0.0,1218.49,319.75,1628.09,20.98,126.71,0.0
2020,Castilla y León,Salamanca,189814,266,380,20,40,320,108,0.0,302.27,0.0,0.0,8.64,0.0,1260.0,270.74,2301.29,0.0,0.0,0.0
2020,Canarias,"Tenerife, S.C.",680261,1669,2253,28,264,1961,226,,0.0,138.27,,0.0,33.59,,0.0,1979.04,,0.0,0.0
2020,Cantabria,Cantabria,350739,830,1112,16,81,1015,144,0.0,254.91,0.0,0.0,2.95,0.0,1990.08,323.93,0.0,0.0,0.0,0.0
2020,Castilla y León,Segovia,91432,227,288,11,19,258,73,64.48,62.57,0.0,0.0,0.0,0.0,703.04,235.98,1229.35,0.0,69.47,0.0
2020,Andalucía,Sevilla,1199185,3201,4485,50,238,4197,436,156.77,307.66,0.0,47.34,19.77,15.83,1701.67,140.19,1450.1,0.0,0.0,0.0
2020,Castilla y León,Soria,51359,105,147,6,20,121,36,0.0,158.47,0.0,0.0,1.74,0.0,898.8,403.43,1891.58,0.0,0.0,0.0
2020,Cataluña,Tarragona,490988,1538,2011,40,182,1789,225,23.06,177.54,0.0,22.55,11.3,8.1,1066.75,264.3,1077.6,10.59,104.28,0.0
2020,Aragón,Teruel,78557,170,250,10,41,199,84,0.0,140.12,0.0,0.0,1.34,0.0,1628.21,537.35,975.0,0.0,0.0,0.0
2020,Castilla-La Mancha,Toledo,426484,595,832,27,67,738,306,146.31,380.19,0.0,0.0,10.13,0.0,1923.4,373.53,959.6,0.0,140.27,0.0
2020,C. Valenciana,Valencia,1586773,3114,3994,51,302,3641,612,56.05,466.22,0.0,120.81,5.83,15.34,688.64,334.43,1855.16,0.0,0.0,0.0
2020,Castilla y León,Valladolid,308055,616,805,13,80,712,146,39.81,252.41,0.0,0.0,24.39,0.0,1060.0,269.09,1435.0,0.0,0.0,0.0
2020,País Vasco,Vizcaya,691261,1408,1882,17,129,1736,117,0.0,0.0,104.48,0.0,0.0,40.28,0.0,0.0,1051.31,0.0,0.0,72.34
2020,Castilla y León,Zamora,95395,179,244,12,45,187,78,0.0,336.79,0.0,0.0,16.73,0.0,1139.0,421.2,1571.0,0.0,0.0,0.0
2020,Aragón,Zaragoza,582445,1169,1543,38,160,1345,238,5.28,329.75,0.0,9.41,40.76,3.15,2043.36,490.02,1016.75,0.0,107.46,0.0
2020,Ceuta,Ceuta,51695,172,248,2,8,238,9,0.0,0.0,0.0,0.0,1.04,0.0,21.02,15.55,0.0,0.0,0.0,0.0
2020,Melilla,Melilla,52147,242,327,1,16,310,13,0.0,0.0,0.0,0.53,0.0,0.0,17.36,9.81,0.0,0.0,0.0,0.0
2021,País Vasco,Álava,198216,877,1140,13,106,1021,71,0.0,0.0,100.97,0.0,0.0,10.61,0.0,0.0,1273.66,0.0,0.0,69.44
2021,Castilla-La Mancha,Albacete,237644,732,1002,11,78,913,161,0.0,297.03,0.0,3.97,0.0,0.0,1612.62,413.93,1404.0,0.0,0.0,0.0
2021,C. Valenciana,Alicante,1139937,2404,3303,66,309,2928,446,15.63,320.35,0.0,56.84,61.54,5.91,947.04,189.19,925.83,0.0,80.52,0.0
2021,Andalucía,Almería,459604,696,1082,34,80,968,207,117.42,203.5,0.0,6.28,1.12,0.0,691.41,126.34,1226.0,0.0,28.19,0.0
2021,Castilla y León,Ávila,91627,292,387,9,38,340,70,0.0,86.97,0.0,0.0,3.24,0.0,986.81,345.16,1065.0,0.0,37.4,0.0
2021,Extremadura,Badajoz,409336,777,1105,28,90,987,263,17.0,241.28,0.0,21.0,18.01,0.0,2041.15,623.0,1913.22,0.0,0.0,0.0
2021,Islas Baleares,Baleares,755255,2748,3556,47,275,3234,201,,0.0,94.6,,0.0,111.6,,0.0,1917.51,,0.0,0.0
2021,Cataluña,Barcelona,3497821,16683,21228,117,831,20280,758,288.88,260.52,0.0,57.34,2.92,1.25,1525.6,42.63,1565.59,159.28,4.36,0.0
2021,Castilla y León,Burgos,209223,552,726,15,65,646,136,46.75,294.28,0.0,5.82,17.86,0.0,1765.83,670.05,2300.0,0.0,0.49,0.0
2021,Extremadura,Cáceres,233573,497,670,12,64,594,151,107.1,337.55,0.0,12.7,20.38,0.0,1533.08,447.66,1869.15,0.0,0.0,0.0
2021,Andalucía,Cádiz,771691,2463,3482,41,199,3242,280,155.39,163.99,0.0,6.46,31.86,0.0,871.79,121.28,806.68,0.0,3.66,0.0
2021,C. Valenciana,Castellón,356622,811,1100,27,148,925,174,45.97,192.42,0.0,46.01,2.22,0.0,947.07,268.94,723.23,0.0,0.0,0.0
2021,Castilla-La Mancha,Ciudad Real,299845,385,576,24,59,493,222,80.96,259.81,0.0,3.82,5.48,0.0,1720.13,457.82,1727.0,0.0,0.0,0.0
2021,Andalucía,Córdoba,471709,993,1401,30,141,1230,251,9.97,180.63,0.0,17.44,1.48,0.0,1614.05,437.49,1807.81,0.0,0.0,0.0
2021,Galicia,"Coruña, A",659456,1458,2014,42,219,1753,274,126.86,95.75,0.0,2.55,49.37,0.0,1559.52,280.3,2061.0,32.53,146.32,0.0
2021,Castilla-La Mancha,Cuenca,117390,286,443,27,55,361,155,0.0,346.21,0.0,0.0,0.0,0.0,1718.81,585.33,1557.2,0.0,49.83,0.0
2021,Cataluña,Gerona,478341,2027,2685,48,205,2432,261,90.28,128.35,0.0,22.38,6.27,2.59,1119.45,273.34,788.45,0.0,0.0,0.0
2021,Andalucía,Granada,569580,1416,1977,38,108,1831,281,235.69,217.51,0.0,11.81,1.43,4.07,1388.6,190.54,1260.63,0.0,0.0,0.0
2021,Castilla-La Mancha,Guadalajara,165773,315,435,6,32,397,90,0.0,99.67,0.0,0.0,0.57,0.0,1461.81,290.45,1568.0,9.26,24.02,0.0
2021,País Vasco,Guipúzcoa,424415,1720,2138,22,175,1941,124,0.0,0.0,45.04,0.0,0.0,78.38,0.0,0.0,1183.07,0.0,0.0,107.2
2021,Andalucía,Huelva,328920,698,1027,31,69,927,141,33.29,136.89,0.0,6.42,11.36,0.0,730.2,332.29,832.78,0.0,0.0,0.0
2021,Aragón,Huesca,133634,392,545,13,71,461,119,0.0,234.86,0.0,0.0,0.0,0.0,2076.0,657.01,1712.0,0.0,0.0,0.0
2021,Andalucía,Jaén,385086,658,924,22,65,837,258,73.39,217.14,0.0,5.7,0.0,0.0,1399.66,243.76,907.16,0.0,0.0,0.0
2021,Castilla y León,León,262359,496,718,30,97,591,168,68.14,251.03,0.0,5.79,15.77,0.0,1733.98,560.9,3310.32,0.0,94.39,0.0
2021,Cataluña,Lérida,266574,1140,1559,44,159,1356,186,28.32,195.37,0.0,0.0,10.06,0.0,1528.73,304.17,805.0,0.0,0.0,0.0
2021,La Rioja,"Rioja, La",190822,569,731,12,70,649,83,0.0,62.19,0.0,3.0,1.15,0.0,1442.0,250.79,0.0,0.0,119.1,0.0
2021,Galicia,Lugo,185573,412,558,12,61,485,129,16.16,243.09,0.0,2.4,14.53,0.0,1457.27,511.21,4217.0,0.0,0.0,0.0
2021,Madrid,Madrid,4201225,13476,17026,127,791,16108,767,124.44,488.86,0.0,204.74,7.2,0.0,2227.45,98.14,0.0,0.0,153.31,0.0
2021,Andalucía,Málaga,1047935,4475,6137,58,240,5839,320,97.1,241.76,0.0,11.36,23.29,0.0,1162.83,35.63,859.6,0.0,98.71,0.0
2021,Murcia,Murcia,935190,2523,3584,49,238,3297,432,166.99,320.11,0.0,90.11,11.3,0.0,2512.0,135.16,0.0,0.0,114.64,0.0
2021,Navarra,Navarra,394345,880,1139,28,114,997,231,236.81,0.0,0.0,25.6,0.0,0.0,3454.14,0.0,0.0,144.9,39.03,0.0
2021,Galicia,Orense,168130,386,508,13,64,431,88,47.97,167.24,0.0,2.07,9.36,0.0,973.68,320.81,1851.96,0.0,0.0,0.0
2021,Asturias,Asturias,596300,1831,2431,30,160,2241,224,74.45,357.68,0.0,7.02,5.37,0.0,4202.0,459.37,0.0,0.0,21.86,0.0
2021,Castilla y León,Palencia,93440,151,207,11,32,164,67,62.05,194.14,0.0,0.0,0.0,0.0,1469.4,247.57,1035.0,0.0,0.0,0.0
2021,Canarias,"Palmas, Las",747475,1971,2600,25,112,2463,232,,0.0,142.42,,0.0,76.06,,0.0,1752.29,,0.0,0.0
2021,Galicia,Pontevedra,565545,1664,2401,37,143,2221,197,38.34,81.29,0.0,7.64,9.24,0.0,1208.8,319.75,1623.89,20.92,126.71,0.0
2021,Castilla y León,Salamanca,188864,415,563,6,53,504,109,0.0,305.45,0.0,0.0,8.44,0.0,1260.01,268.58,2301.29,0.0,0.0,0.0
2021,Canarias,"Tenerife, S.C.",679010,1994,2796,35,248,2513,224,,0.0,141.76,,0.0,44.54,,0.0,1983.99,,0.0,0.0
2021,Cantabria,Cantabria,350763,974,1318,15,116,1187,147,0.0,254.91,0.0,0.0,2.95,0.0,1990.08,323.93,0.0,0.0,0.0,0.0
2021,Castilla y León,Segovia,91987,221,321,7,28,286,74,64.48,62.57,0.0,6.2,0.0,0.0,700.6,235.36,1229.35,0.0,69.47,0.0
2021,Andalucía,Sevilla,1197241,4073,5850,48,273,5529,447,156.77,316.04,0.0,49.55,20.29,15.83,1699.92,131.94,1450.1,0.0,0.0,0.0
2021,Castilla y León,Soria,51636,93,143,13,29,101,36,0.0,158.47,0.0,0.0,1.74,0.0,898.37,402.43,1888.74,0.0,0.0,0.0
2021,Cataluña,Tarragona,494173,2045,2661,33,206,2422,229,23.41,281.82,0.0,22.31,11.3,8.1,1064.52,264.3,1077.6,10.59,0.0,0.0
2021,Aragón,Teruel,79057,177,236,10,52,174,76,0.0,140.12,0.0,0.0,1.34,0.0,1639.19,537.35,975.19,0.0,0.0,0.0
2021,Castilla-La Mancha,Toledo,431529,681,978,36,87,855,299,146.31,380.19,0.0,0.0,10.13,0.0,1923.4,372.66,960.0,0.0,140.27,0.0
2021,C. Valenciana,Valencia,1584105,4312,5619,47,396,5176,617,42.66,467.52,0.0,113.38,5.83,10.75,998.23,328.04,1750.0,0.0,0.0,0.0
2021,Castilla y León,Valladolid,306606,813,1070,24,107,939,149,39.81,259.94,0.0,0.0,16.94,0.0,1060.34,267.27,1435.0,0.0,0.0,0.0
2021,País Vasco,Vizcaya,686006,1862,2429,22,160,2247,119,0.0,0.0,104.49,0.0,0.0,39.89,0.0,0.0,1047.77,0.0,0.0,72.33
2021,Castilla y León,Zamora,94384,219,329,9,45,275,84,0.0,336.79,0.0,0.0,16.73,0.0,1139.3,421.39,1571.0,0.0,0.0,0.0
2021,Aragón,Zaragoza,578554,1546,2044,28,202,1814,243,0.0,396.36,0.0,9.41,40.43,3.1,2043.36,476.45,1016.75,5.28,54.8,0.0
2021,Ceuta,Ceuta,51439,244,364,0,8,356,8,0.0,0.0,0.0,0.0,1.04,0.0,21.02,15.55,0.0,0.0,0.0,0.0
2021,Melilla,Melilla,51789,339,429,1,11,417,13,0.0,0.0,0.0,0.53,0.0,0.0,17.36,9.81,0.0,0.0,0.0,0.0
2022,País Vasco,Álava,197716,839,1139,11,135,993,77,,0.0,100.97,,0.0,10.61,,0.0,1273.66,,0.0,69.44
2022,Castilla-La Mancha,Albacete,237025,650,849,13,83,753,169,0.0,278.1,0.0,3.97,0.0,0.0,1612.62,418.4,1403.31,0.0,0.0,0.0
2022,C. Valenciana,Alicante,1148829,3323,4406,65,336,4005,467,15.63,360.45,0.0,57.49,73.78,5.91,884.84,178.93,925.83,0.0,42.7,0.0
2022,Andalucía,Almería,464984,1205,1719,41,119,1559,224,117.42,203.85,0.0,6.28,0.86,0.0,688.26,126.08,1226.0,0.0,27.4,0.0
2022,Castilla y León,Ávila,91134,287,393,19,47,327,74,0.0,88.89,0.0,0.0,12.44,0.0,986.83,336.53,1065.0,0.0,35.32,0.0
2022,Extremadura,Badajoz,407094,1027,1406,28,108,1270,281,17.0,241.42,0.0,15.71,18.6,0.0,2050.95,621.28,1934.99,0.0,0.0,0.0
2022,Islas Baleares,Baleares,754802,3078,3987,38,322,3627,204,,0.0,94.6,,0.0,116.1,,0.0,1943.84,,0.0,0.0
2022,Cataluña,Barcelona,3503649,17394,22307,141,930,21236,784,354.83,262.48,0.0,59.04,2.92,1.25,1548.84,42.31,1565.59,90.75,4.85,0.0
2022,Castilla y León,Burgos,207692,619,792,33,97,662,139,46.75,293.65,0.0,5.82,17.69,0.0,1816.52,669.93,2300.0,0.0,0.3,0.0
2022,Extremadura,Cáceres,231702,451,625,13,54,558,162,107.1,344.69,0.0,16.45,20.77,0.0,1534.67,450.61,1869.15,0.0,0.0,0.0
2022,Andalucía,Cádiz,771236,2629,3679,40,204,3435,290,155.39,165.63,0.0,6.46,32.06,0.0,870.25,120.01,806.68,0.0,4.28,0.0
2022,C. Valenciana,Castellón,358429,990,1327,32,161,1134,176,42.8,193.36,0.0,49.18,1.77,0.0,878.03,263.24,723.23,0.0,0.0,0.0
2022,Castilla-La Mancha,Ciudad Real,298282,414,584,29,48,507,235,80.9,258.92,0.0,3.82,3.38,0.0,1720.13,456.46,1727.0,0.0,0.0,0.0
2022,Andalucía,Córdoba,467855,927,1314,36,131,1147,256,9.68,177.14,0.0,17.73,1.48,0.0,1613.34,439.96,1883.26,0.0,0.0,0.0
2022,Galicia,"Coruña, A",656131,1654,2334,62,237,2035,282,126.86,123.55,0.0,2.14,48.8,0.0,1549.41,278.19,2055.0,32.53,118.14,0.0
2022,Castilla-La Mancha,Cuenca,117112,288,459,23,63,373,158,0.0,347.5,0.0,0.0,0.0,0.0,1718.81,582.43,1545.0,0.0,50.9,0.0
2022,Cataluña,Gerona,482091,2135,2782,51,200,2531,268,90.19,128.35,0.0,22.38,5.91,2.59,1114.2,274.48,786.22,0.0,0.0,0.0
2022,Andalucía,Granada,568552,1510,2071,38,128,1905,297,235.55,218.88,0.0,11.81,1.43,4.07,1390.06,190.14,1260.63,0.0,0.0,0.0
2022,Castilla-La Mancha,Guadalajara,167355,372,521,9,39,473,90,9.26,99.74,0.0,0.0,0.57,0.0,1461.81,290.27,1609.7,0.0,23.1,0.0
2022,País Vasco,Guipúzcoa,422052,1736,2185,23,172,1990,135,,0.0,45.04,,0.0,78.38,,0.0,1183.07,,0.0,107.2
2022,Andalucía,Huelva,331016,685,1024,24,65,935,153,33.29,137.19,0.0,6.42,11.78,0.0,731.29,328.45,832.78,0.0,0.0,0.0
2022,Aragón,Huesca,134166,435,596,28,80,488,125,0.0,233.81,0.0,0.0,0.0,0.0,2076.0,658.22,1709.44,0.0,0.0,0.0
2022,Andalucía,Jaén,381995,796,1121,22,70,1029,265,73.39,266.63,0.0,7.85,0.0,0.0,1398.16,240.49,907.16,0.0,0.0,0.0
2022,Castilla y León,León,258422,477,656,21,96,539,173,68.14,253.74,0.0,5.79,16.05,0.0,1807.93,564.5,3320.0,0.0,92.65,0.0
2022,Cataluña,Lérida,267382,1341,1799,20,165,1614,190,26.73,192.61,0.0,0.0,18.06,0.0,1541.35,295.64,800.0,0.0,0.0,0.0
2022,La Rioja,"Rioja, La",190169,654,817,12,71,734,85,0.0,62.23,,3.0,1.83,,1444.0,247.92,,0.0,119.43,
2022,Galicia,Lugo,183328,449,612,20,69,523,132,28.26,243.75,0.0,0.0,12.76,0.0,1445.74,516.24,4217.0,0.0,0.0,0.0
2022,Madrid,Madrid,4190203,15086,19092,125,774,18193,793,95.36,499.79,,222.45,7.2,,2178.83,96.93,,0.0,139.36,
2022,Andalucía,Málaga,1059748,4961,6649,60,238,6351,327,97.16,240.36,0.0,9.43,22.52,0.0,1146.25,35.59,859.6,0.0,98.31,0.0
2022,Murcia,Murcia,943793,3136,4350,59,288,4003,448,167.0,360.42,,90.11,11.28,,2512.0,133.63,,0.0,73.82,
2022,Navarra,Navarra,394803,788,983,37,145,801,242,236.81,0.0,,26.33,0.0,,3548.58,0.0,,144.9,39.66,
