year,region,province,population,acc with victims,total injuried,mortals,hosp injuries,minor injuries,gas_stations,free_motorways_CCAA,free_motorways_State,free_motorways_provincial,multiple_road_CCAA,multiple_road_State,multiple_road_provincial,single_road_CCAA,single_road_State,single_road_provincial,toll_motorways_CCAA,toll_motorways_State,toll_motorways_provincial,acc_victims_rate_per_100k
2019,C. Valenciana,Alicante,1126713,2853,3927,80,328,3519,419,1563.0,23306,0.0,5484.0,6187,888.0,8834.0,20822,9720.0,0.0,15946,0.0,253.21443881449846
2019,Andalucía,Almería,451518,1092,1647,35,109,1503,193,11742.0,2035,0.0,241.0,112,0.0,69732.0,13392,12260.0,0.0,2819,0.0,241.85082322299442
2019,Castilla y León,Ávila,91054,336,448,11,36,401,66,0.0,8697,0.0,0.0,324,0.0,98637.0,34516,10650.0,0.0,374,0.0,369.0117951984536
2019,Extremadura,Badajoz,411619,881,1273,34,100,1139,261,170.0,24128,0.0,210.0,1801,0.0,205151.0,62034,192112.0,0.0,0,0.0,214.032879920509
2019,Islas Baleares,Baleares,740355,3356,4462,49,287,4126,194,0.0,0,9352.0,0.0,0,9923.0,0.0,0,193956.0,0.0,0,0.0,453.2960539200789
2019,Cataluña,Barcelona,3456615,20591,26740,171,1007,25562,758,28878.0,14546,0.0,5432.0,292,0.0,15284.0,4344,15695.0,15945.0,11892,0.0,595.698392791792
2019,Castilla y León,Burgos,210542,638,871,14,83,774,136,4675.0,28355,0.0,582.0,1913,0.0,176676.0,66914,228944.0,0.0,49,0.0,303.02742445687795
2019,Extremadura,Cáceres,236988,531,750,16,69,665,144,1071.0,33755,0.0,127.0,2098,0.0,153308.0,45082,188015.0,0.0,0,0.0,224.06197782166186
2019,Andalucía,Cádiz,770368,2765,3947,36,226,3685,263,15539.0,11981,0.0,646.0,3186,0.0,87179.0,12239,80668.0,0.0,4786,0.0,358.9193735980726
2019,C. Valenciana,Castellón,352780,878,1188,25,152,1011,174,4604.0,7254,0.0,4601.0,222,0.0,87844.0,27547,77488.0,0.0,11988,0.0,248.88032201371962
2019,Castilla-La Mancha,Ciudad Real,300513,463,667,22,35,610,219,8096.0,25981,0.0,382.0,548,0.0,172013.0,45761,17270.0,0.0,0,0.0,154.06987384905145
2019,Andalucía,Córdoba,476562,1142,1610,38,156,1416,232,997.0,17771,0.0,1744.0,7,0.0,161915.0,44543,180719.0,0.0,0,0.0,239.6330383035156
2019,Galicia,"Coruña, A",663929,1816,2579,53,270,2256,263,12686.0,9557,0.0,255.0,5533,0.0,156595.0,27907,210315.0,3253.0,14632,0.0,273.5232231157247
2019,Castilla-La Mancha,Cuenca,116521,271,394,8,61,325,154,0.0,34621,0.0,0.0,0,0.0,171881.0,58548,15572.0,0.0,4983,0.0,232.57610216184204
2019,Cataluña,Gerona,469128,2520,3430,42,236,3152,256,9022.0,3573,0.0,2238.0,627,259.0,112565.0,27334,78483.0,0.0,9262,0.0,537.166828669361
2019,Andalucía,Granada,565225,1783,2513,25,131,2357,273,23569.0,18914,0.0,1181.0,143,407.0,138894.0,19138,126063.0,0.0,0,0.0,315.44959971692685
2019,Castilla-La Mancha,Guadalajara,160048,312,449,6,30,413,89,926.0,9967,0.0,0.0,57,0.0,146181.0,29062,15680.0,0.0,2402,0.0,194.94151754473657
2019,País Vasco,Guipúzcoa,424225,1799,2266,23,173,2070,122,0.0,0,4504.0,0.0,0,7838.0,0.0,0,118307.0,0.0,0,1072.0,424.06741705462906
2019,Andalucía,Huelva,327297,752,1147,22,81,1044,135,3329.0,13719,0.0,642.0,1136,0.0,7302.0,33245,83278.0,0.0,0,0.0,229.76073718976954
2019,Aragón,Huesca,130956,441,621,29,73,519,116,0.0,18808,0.0,0.0,0,0.0,20760.0,66485,13860.0,0.0,4972,0.0,336.7543296985247
2019,Andalucía,Jaén,388229,835,1224,24,56,1144,245,7339.0,21714,0.0,57.0,0,0.0,140056.0,24905,90588.0,0.0,0,0.0,215.07924446653908
2019,Castilla y León,León,268912,745,1099,35,105,959,164,6814.0,25206,0.0,579.0,1568,0.0,170533.0,57909,331032.0,0.0,9368,0.0,277.04230380198726
2019,Cataluña,Lérida,263786,1352,1977,39,181,1757,187,2821.0,13486,0.0,0.0,1001,0.0,152467.0,30368,8059.0,0.0,6047,0.0,512.5366774582427
2019,La Rioja,"Rioja, La",189462,594,773,18,59,696,84,0.0,6219,0.0,30.0,115,0.0,14420.0,25079,0.0,0.0,1191,0.0,313.51933369224435
2019,Galicia,Lugo,188881,453,655,22,70,563,122,1616.0,2348,0.0,241.0,1453,0.0,147132.0,51385,42170.0,0.0,0,0.0,239.8335459892737
2019,Madrid,Madrid,4137095,16628,21291,159,864,20268,732,12444.0,4838,0.0,20239.0,72,0.0,223083.0,9814,0.0,0.0,15837,0.0,401.9245388370342
2019,Andalucía,Málaga,1027956,5006,6818,56,279,6483,308,971.0,21874,0.0,1136.0,2329,0.0,117591.0,3563,8596.0,0.0,12209,0.0,486.98582429598156
2019,Murcia,Murcia,918840,2682,3843,54,259,3530,417,1700.0,3135,0.0,900.0,113,0.0,25660.0,13811,0.0,0.0,11464,0.0,291.88977406294896
2019,Navarra,Navarra,390437,789,1014,31,122,861,235,23554.0,0,0.0,256.0,0,0.0,346038.0,0,0.0,14479.0,3903,0.0,202.08125766769032
2019,Galicia,Orense,170100,390,525,15,82,428,87,4797.0,16674,0.0,207.0,936,0.0,98297.0,32157,185516.0,0.0,0,0.0,229.2768959435626
2019,Asturias,Asturias,609779,1981,2751,31,192,2528,215,7445.0,35768,0.0,702.0,537,0.0,411121.0,4660,0.0,0.0,2186,0.0,324.8717978152741
2019,Castilla y León,Palencia,95617,163,232,12,60,160,67,6205.0,19333,0.0,0.0,0,0.0,146806.0,24711,10350.0,0.0,0,0.0,170.47177803110324
2019,Canarias,"Palmas, Las",742203,2158,3129,32,99,2998,229,0.0,0,13451.0,0.0,0,7606.0,0.0,0,175731.0,0.0,0,0.0,290.7560330529518
2019,Galicia,Pontevedra,568152,1868,2866,37,212,2617,184,3834.0,8129,0.0,764.0,914,0.0,122078.0,31942,163005.0,2098.0,12671,0.0,328.785254650164
2019,Castilla y León,Salamanca,190842,388,555,13,44,498,103,0.0,30227,0.0,0.0,864,0.0,126345.0,27074,230129.0,0.0,0,0.0,203.30954402070822
2019,Canarias,"Tenerife, S.C.",672038,2242,3091,42,339,2710,227,0.0,0,14176.0,0.0,0,4454.0,0.0,0,197859.0,0.0,0,0.0,333.61208741172373
2019,Cantabria,Cantabria,351242,920,1350,18,77,1255,142,0.0,25491,0.0,0.0,295,0.0,198434.0,32045,0.0,0.0,0,0.0,261.9276737975527
2019,Castilla y León,Segovia,91320,325,450,9,32,409,72,6448.0,5417,0.0,0.0,0,0.0,70067.0,2447,122935.0,0.0,6947,0.0,355.8913710030661
2019,Andalucía,Sevilla,1195328,4589,6669,68,310,6291,446,15677.0,25712,0.0,4734.0,1977,1583.0,170167.0,14019,146146.0,0.0,5306,0.0,383.9113615677036
2019,Castilla y León,Soria,51127,123,181,8,31,142,37,0.0,14536,0.0,0.0,174,0.0,8988.0,4058,189008.0,0.0,0,0.0,240.57738572574178
2019,Cataluña,Tarragona,484098,2113,2839,52,215,2572,228,2306.0,8937,0.0,2255.0,113,81.0,106675.0,26247,10776.0,1059.0,19113,0.0,436.4818693735566
2019,Aragón,Teruel,78427,185,260,7,51,202,85,0.0,14012,0.0,0.0,134,0.0,162821.0,53735,9800.0,0.0,0,0.0,235.8881507644051
2019,Castilla-La Mancha,Toledo,421104,777,1156,29,89,1038,302,14631.0,38019,0.0,0.0,1013,0.0,19234.0,37394,9560.0,0.0,14027,0.0,184.5149891713211
2019,C. Valenciana,Valencia,1570832,4404,5844,72,423,5349,606,8597.0,36845,0.0,5557.0,567,1534.0,69694.0,33714,185516.0,0.0,8778,0.0,280.3609806777555
2019,Castilla y León,Valladolid,308856,895,1184,18,80,1086,141,3981.0,26049,0.0,0.0,1645,0.0,106319.0,26869,14350.0,0.0,0,0.0,289.77905561167665
2019,País Vasco,Vizcaya,688423,2024,2709,26,147,2536,117,0.0,0,10436.0,0.0,0,4041.0,0.0,0,105603.0,0.0,0,7234.0,294.0052845416263
2019,Castilla y León,Zamora,96907,206,321,16,44,261,80,0.0,33679,0.0,0.0,1673,0.0,114853.0,41945,15710.0,0.0,0,0.0,212.57494298657477
2019,Aragón,Zaragoza,578041,1609,2201,27,201,1973,243,528.0,32975,0.0,941.0,4216,315.0,204336.0,49005,101675.0,0.0,10746,0.0,278.3539575912435
2019,Ceuta,Ceuta,52023,309,460,2,18,440,9,0.0,0,0.0,0.0,137,0.0,2102.0,1883,0.0,0.0,0,0.0,593.9680525921227
2019,Melilla,Melilla,52007,376,476,0,17,459,13,0.0,0,0.0,53.0,0,0.0,1736.0,981,0.0,0.0,0,0.0,722.9795989001481
2020,País Vasco,Álava,198978,849,1034,5,101,928,72,0.0,0,10097.0,0.0,0,1061.0,0.0,0,127366.0,0.0,0,6944.0,426.68033651961525
2020,Castilla-La Mancha,Albacete,238018,557,704,10,51,643,159,0.0,27918,0.0,397.0,0,0.0,161262.0,4205,14044.0,0.0,0,0.0,234.01591476274902
2020,C. Valenciana,Alicante,1139374,1882,2517,61,258,2198,425,1563.0,30842,0.0,3487.0,6154,595.0,88432.0,20661,9251.0,0.0,841,0.0,165.17842253728801
2020,Andalucía,Almería,457956,861,1242,38,92,1112,203,11742.0,2035,0.0,241.0,112,0.0,69742.0,1312,12260.0,0.0,2819,0.0,188.0093284070959
2020,Castilla y León,Ávila,90838,235,309,10,32,267,70,0.0,8697,0.0,0.0,324,0.0,98713.0,34516,10650.0,0.0,374,0.0,258.70230520266847
2020,Extremadura,Badajoz,410587,651,899,25,73,801,259,170.0,24128,0.0,210.0,1801,0.0,205151.0,6230,192112.0,0.0,0,0.0,158.55348561936935
2020,Islas Baleares,Baleares,756163,2092,2727,37,197,2493,197,0.0,0,9352.0,0.0,0,9733.0,0.0,0,194159.0,0.0,0,0.0,276.65992649732925
2020,Cataluña,Barcelona,3511690,13403,17015,115,682,16218,770,28873.0,14546,0.0,5734.0,292,0.0,15256.0,4344,15637.0,15928.0,11892,0.0,381.66808573649723
2020,Castilla y León,Burgos,210180,375,539,19,74,446,137,4675.0,28493,0.0,582.0,192,0.0,176719.0,67005,23000.0,0.0,49,0.0,178.4184984299172
2020,Extremadura,Cáceres,234854,378,489,15,71,403,143,1071.0,33755,0.0,127.0,2091,0.0,153308.0,44973,186915.0,0.0,0,0.0,160.95105895577677
2020,Andalucía,Cádiz,771181,2125,3032,22,203,2807,274,15539.0,16399,0.0,646.0,3186,0.0,87179.0,12128,80668.0,0.0,366,0.0,275.5513945493989
2020,C. Valenciana,Castellón,356029,688,855,17,127,711,177,4597.0,19242,0.0,3144.0,222,0.0,87846.0,27547,7240.0,0.0,0,0.0,193.2426852868727
2020,Castilla-La Mancha,Ciudad Real,300216,351,469,29,43,397,219,8096.0,25981,0.0,382.0,548,0.0,172013.0,45782,17270.0,0.0,0,0.0,116.9158206091614
2020,Andalucía,Córdoba,474852,809,1089,14,121,954,242,997.0,18063,0.0,1744.0,148,0.0,161383.0,44012,180719.0,0.0,0,0.0,170.36887282774424
2020,Galicia,"Coruña, A",662543,1227,1676,33,196,1447,267,12686.0,9574,0.0,255.0,5314,0.0,156794.0,27787,206125.0,3253.0,14632,0.0,185.19552693183687
2020,Castilla-La Mancha,Cuenca,116995,166,243,18,34,191,157,0.0,34621,0.0,0.0,0,0.0,171881.0,58442,15572.0,0.0,4983,0.0,141.88640540194027
2020,Cataluña,Gerona,475416,1843,2373,28,179,2166,254,9022.0,3573,0.0,2238.0,627,259.0,112565.0,27334,78354.0,0.0,9262,0.0,387.66049102259916
2020,Andalucía,Granada,567334,1126,1510,35,108,1367,277,23569.0,20695,0.0,1181.0,143,407.0,13886.0,19138,126063.0,0.0,0,0.0,198.47215220663668
2020,Castilla-La Mancha,Guadalajara,162873,277,359,12,22,325,89,926.0,9967,0.0,0.0,57,0.0,146181.0,29045,160907.0,0.0,2402,0.0,170.07115973795533
2020,País Vasco,Guipúzcoa,425666,1549,1912,20,176,1716,122,0.0,0,4504.0,0.0,0,7838.0,0.0,0,118307.0,0.0,0,1072.0,363.9003350044401
2020,Andalucía,Huelva,328454,509,772,23,70,679,135,3329.0,13689,0.0,642.0,1136,0.0,7302.0,33229,83278.0,0.0,0,0.0,154.96842784682178
2020,Aragón,Huesca,132361,340,448,20,54,374,116,0.0,18808,0.0,0.0,0,0.0,20760.0,65881,171119.0,0.0,4972,0.0,256.87324816222304
2020,Andalucía,Jaén,386915,617,849,21,55,773,252,7339.0,21714,0.0,57.0,0,0.0,140056.0,24698,90716.0,0.0,0,0.0,159.4665495005363
2020,Castilla y León,León,265480,471,647,25,87,535,165,6814.0,25103,0.0,579.0,1577,0.0,17336.0,56818,331032.0,0.0,9368,0.0,177.41449450052735
2020,Cataluña,Lérida,265739,995,1335,21,103,1211,185,2821.0,1349,0.0,0.0,1006,0.0,152456.0,30264,8050.0,0.0,6047,0.0,374.4275398040935
2020,La Rioja,"Rioja, La",191117,461,580,16,61,503,84,0.0,6219,0.0,30.0,115,0.0,14420.0,25079,0.0,0.0,1191,0.0,241.21349749106568
2020,Galicia,Lugo,187237,381,515,16,64,435,127,1616.0,24309,0.0,241.0,1453,0.0,147133.0,5117,42170.0,0.0,0,0.0,203.48542221889903
2020,Madrid,Madrid,4215657,10766,13427,105,638,12684,748,12444.0,4838,0.0,20474.0,72,0.0,223083.0,9855,0.0,0.0,15837,0.0,255.38130829903858
2020,Andalucía,Málaga,1042378,3544,4731,51,252,4428,313,971.0,21874,0.0,1136.0,2329,0.0,117294.0,3563,8596.0,0.0,12209,0.0,339.99182638160056
2020,Murcia,Murcia,930276,2048,2828,39,200,2589,423,1700.0,3135,0.0,900.0,113,0.0,25660.0,13516,0.0,0.0,11464,0.0,220.1497190081223
2020,Navarra,Navarra,394319,576,725,20,97,608,234,23681.0,0,0.0,256.0,0,0.0,345414.0,0,0.0,1449.0,3903,0.0,146.07462485956802
2020,Galicia,Orense,169042,352,454,16,68,370,87,4797.0,16724,0.0,207.0,936,0.0,98832.0,32181,18517.0,0.0,0,0.0,208.2322736361378
2020,Asturias,Asturias,603360,1552,2044,22,147,1875,218,7445.0,35768,0.0,702.0,537,0.0,42020.0,4660,0.0,0.0,2186,0.0,257.2261999469637
2020,Castilla y León,Palencia,94654,121,166,10,27,129,65,6205.0,19333,0.0,0.0,0,0.0,14690.0,24711,10350.0,0.0,0,0.0,127.83400595854374
2020,Canarias,"Palmas, Las",749594,1790,2462,22,93,2347,229,,0,1440.0,,0,7606.0,,0,175731.0,,0,0.0,238.79593486607416
2020,Galicia,Pontevedra,567844,1491,2155,38,133,1984,188,3834.0,8129,0.0,764.0,924,0.0,121849.0,31975,162809.0,2098.0,12671,0.0,262.572114876621
2020,Castilla y León,Salamanca,189814,266,380,20,40,320,108,0.0,30227,0.0,0.0,864,0.0,12600.0,27074,230129.0,0.0,0,0.0,140.1371869303634
2020,Canarias,"Tenerife, S.C.",680261,1669,2253,28,264,1961,226,,0,13827.0,,0,3359.0,,0,197904.0,,0,0.0,245.34700651661643
2020,Cantabria,Cantabria,350739,830,1112,16,81,1015,144,0.0,25491,0.0,0.0,295,0.0,199008.0,32393,0.0,0.0,0,0.0,236.6432019250782
2020,Castilla y León,Segovia,91432,227,288,11,19,258,73,6448.0,6257,0.0,0.0,0,0.0,70304.0,23598,122935.0,0.0,6947,0.0,248.2719398022574
2020,Andalucía,Sevilla,1199185,3201,4485,50,238,4197,436,15677.0,30766,0.0,4734.0,1977,1583.0,170167.0,14019,14501.0,0.0,0,0.0,266.93129083502544
2020,Castilla y León,Soria,51359,105,147,6,20,121,36,0.0,15847,0.0,0.0,174,0.0,8988.0,40343,189158.0,0.0,0,0.0,204.44323292899006
2020,Cataluña,Tarragona,490988,1538,2011,40,182,1789,225,2306.0,17754,0.0,2255.0,113,81.0,106675.0,2643,10776.0,1059.0,10428,0.0,313.2459449110773
2020,Aragón,Teruel,78557,170,250,10,41,199,84,0.0,14012,0.0,0.0,134,0.0,162821.0,53735,9750.0,0.0,0,0.0,216.40337589266392
2020,Castilla-La Mancha,Toledo,426484,595,832,27,67,738,306,14631.0,38019,0.0,0.0,1013,0.0,19234.0,37353,9596.0,0.0,14027,0.0,139.51285394059332
2020,C. Valenciana,Valencia,1586773,3114,3994,51,302,3641,612,5605.0,46622,0.0,12081.0,583,1534.0,68864.0,33443,185516.0,0.0,0,0.0,196.24735233079969
2020,Castilla y León,Valladolid,308055,616,805,13,80,712,146,3981.0,25241,0.0,0.0,2439,0.0,10600.0,26909,14350.0,0.0,0,0.0,199.96429209069808
2020,País Vasco,Vizcaya,691261,1408,1882,17,129,1736,117,0.0,0,10448.0,0.0,0,4028.0,0.0,0,105131.0,0.0,0,7234.0,203.68572796671592
2020,Castilla y León,Zamora,95395,179,244,12,45,187,78,0.0,33679,0.0,0.0,1673,0.0,11390.0,4212,15710.0,0.0,0,0.0,187.64086168038156
2020,Aragón,Zaragoza,582445,1169,1543,38,160,1345,238,528.0,32975,0.0,941.0,4076,315.0,204336.0,49002,101675.0,0.0,10746,0.0,200.7056460266635
2020,Ceuta,Ceuta,51695,172,248,2,8,238,9,0.0,0,0.0,0.0,104,0.0,2102.0,1555,0.0,0.0,0,0.0,332.7207660315311
2020,Melilla,Melilla,52147,242,327,1,16,310,13,0.0,0,0.0,53.0,0,0.0,1736.0,981,0.0,0.0,0,0.0,464.07271751011564
2021,País Vasco,Álava,198216,877,1140,13,106,1021,71,0.0,0,10097.0,0.0,0,1061.0,0.0,0,127366.0,0.0,0,6944.0,442.4466238850547
2021,Castilla-La Mancha,Albacete,237644,732,1002,11,78,913,161,0.0,29703,0.0,397.0,0,0.0,161262.0,41393,14040.0,0.0,0,0.0,308.023766642541
2021,C. Valenciana,Alicante,1139937,2404,3303,66,309,2928,446,1563.0,32035,0.0,5684.0,6154,591.0,94704.0,18919,92583.0,0.0,8052,0.0,210.88884736612636
2021,Andalucía,Almería,459604,696,1082,34,80,968,207,11742.0,2035,0.0,628.0,112,0.0,69141.0,12634,12260.0,0.0,2819,0.0,151.43471336193767
2021,Castilla y León,Ávila,91627,292,387,9,38,340,70,0.0,8697,0.0,0.0,324,0.0,98681.0,34516,10650.0,0.0,374,0.0,318.6833575256202
2021,Extremadura,Badajoz,409336,777,1105,28,90,987,263,170.0,24128,0.0,210.0,1801,0.0,204115.0,6230,191322.0,0.0,0,0.0,189.8196102956984
2021,Islas Baleares,Baleares,755255,2748,3556,47,275,3234,201,,0,946.0,,0,1116.0,,0,191751.0,,0,0.0,363.8506199892751
2021,Cataluña,Barcelona,3497821,16683,21228,117,831,20280,758,28888.0,26052,0.0,5734.0,292,125.0,15256.0,4263,156559.0,15928.0,436,0.0,476.9540808406148
2021,Castilla y León,Burgos,209223,552,726,15,65,646,136,4675.0,29428,0.0,582.0,1786,0.0,176583.0,67005,23000.0,0.0,49,0.0,263.8333261639495
2021,Extremadura,Cáceres,233573,497,670,12,64,594,151,1071.0,33755,0.0,127.0,2038,0.0,153308.0,44766,186915.0,0.0,0,0.0,212.7814430606277
2021,Andalucía,Cádiz,771691,2463,3482,41,199,3242,280,15539.0,16399,0.0,646.0,3186,0.0,87179.0,12128,80668.0,0.0,366,0.0,319.1692011439812
2021,C. Valenciana,Castellón,356622,811,1100,27,148,925,174,4597.0,19242,0.0,4601.0,222,0.0,94707.0,26894,72323.0,0.0,0,0.0,227.41165716080332
2021,Castilla-La Mancha,Ciudad Real,299845,385,576,24,59,493,222,8096.0,25981,0.0,382.0,548,0.0,172013.0,45782,17270.0,0.0,0,0.0,128.3996731644683
2021,Andalucía,Córdoba,471709,993,1401,30,141,1230,251,997.0,18063,0.0,1744.0,148,0.0,161405.0,43749,180781.0,0.0,0,0.0,210.51114140285642
2021,Galicia,"Coruña, A",659456,1458,2014,42,219,1753,274,12686.0,9575,0.0,255.0,4937,0.0,155952.0,2803,20610.0,3253.0,14632,0.0,221.091323757764
2021,Castilla-La Mancha,Cuenca,117390,286,443,27,55,361,155,0.0,34621,0.0,0.0,0,0.0,171881.0,58533,15572.0,0.0,4983,0.0,243.63233665559247
2021,Cataluña,Gerona,478341,2027,2685,48,205,2432,261,9028.0,12835,0.0,2238.0,627,259.0,111945.0,27334,78845.0,0.0,0,0.0,423.75627428968033
2021,Andalucía,Granada,569580,1416,1977,38,108,1831,281,23569.0,21751,0.0,1181.0,143,407.0,13886.0,19054,126063.0,0.0,0,0.0,248.60423469925206
2021,Castilla-La Mancha,Guadalajara,165773,315,435,6,32,397,90,0.0,9967,0.0,0.0,57,0.0,146181.0,29045,15680.0,926.0,2402,0.0,190.01888124121538
2021,País Vasco,Guipúzcoa,424415,1720,2138,22,175,1941,124,0.0,0,4504.0,0.0,0,7838.0,0.0,0,118307.0,0.0,0,1072.0,405.2637159384093
2021,Andalucía,Huelva,328920,698,1027,31,69,927,141,3329.0,13689,0.0,642.0,1136,0.0,7302.0,33229,83278.0,0.0,0,0.0,212.20965584336616
2021,Aragón,Huesca,133634,392,545,13,71,461,119,0.0,23486,0.0,0.0,0,0.0,20760.0,65701,17120.0,0.0,0,0.0,293.33852163371597
2021,Andalucía,Jaén,385086,658,924,22,65,837,258,7339.0,21714,0.0,57.0,0,0.0,139966.0,24376,90716.0,0.0,0,0.0,170.87092233942548
2021,Castilla y León,León,262359,496,718,30,97,591,168,6814.0,25103,0.0,579.0,1577,0.0,173398.0,5609,331032.0,0.0,9439,0.0,189.05392992045253
2021,Cataluña,Lérida,266574,1140,1559,44,159,1356,186,2832.0,19537,0.0,0.0,1006,0.0,152873.0,30417,8050.0,0.0,0,0.0,427.6486078912422
2021,La Rioja,"Rioja, La",190822,569,731,12,70,649,83,0.0,6219,0.0,30.0,115,0.0,14420.0,25079,0.0,0.0,1191,0.0,298.18364758780433
2021,Galicia,Lugo,185573,412,558,12,61,485,129,1616.0,24309,0.0,24.0,1453,0.0,145727.0,51121,42170.0,0.0,0,0.0,222.01505606957906
2021,Madrid,Madrid,4201225,13476,17026,127,791,16108,767,12444.0,48886,0.0,20474.0,72,0.0,222745.0,9814,0.0,0.0,15331,0.0,320.76358681098964
2021,Andalucía,Málaga,1047935,4475,6137,58,240,5839,320,971.0,24176,0.0,1136.0,2329,0.0,116283.0,3563,8596.0,0.0,9871,0.0,427.03030245196504
2021,Murcia,Murcia,935190,2523,3584,49,238,3297,432,16699.0,32011,0.0,9011.0,113,0.0,25120.0,13516,0.0,0.0,11464,0.0,269.78474962307126
2021,Navarra,Navarra,394345,880,1139,28,114,997,231,23681.0,0,0.0,256.0,0,0.0,345414.0,0,0.0,1449.0,3903,0.0,223.15485171613687
2021,Galicia,Orense,168130,386,508,13,64,431,88,4797.0,16724,0.0,207.0,936,0.0,97368.0,32081,185196.0,0.0,0,0.0,229.5842502825195
2021,Asturias,Asturias,596300,1831,2431,30,160,2241,224,7445.0,35768,0.0,702.0,537,0.0,42020.0,45937,0.0,0.0,2186,0.0,307.0602045950025
2021,Castilla y León,Palencia,93440,151,207,11,32,164,67,6205.0,19414,0.0,0.0,0,0.0,14694.0,24757,10350.0,0.0,0,0.0,161.60102739726028
2021,Canarias,"Palmas, Las",747475,1971,2600,25,112,2463,232,,0,14242.0,,0,7606.0,,0,175229.0,,0,0.0,263.6877487541389
2021,Galicia,Pontevedra,565545,1664,2401,37,143,2221,197,3834.0,8129,0.0,764.0,924,0.0,12088.0,31975,162389.0,2092.0,12671,0.0,294.2294600783315
2021,Castilla y León,Salamanca,188864,415,563,6,53,504,109,0.0,30545,0.0,0.0,844,0.0,126001.0,26858,230129.0,0.0,0,0.0,219.73483564893255
2021,Canarias,"Tenerife, S.C.",679010,1994,2796,35,248,2513,224,,0,14176.0,,0,4454.0,,0,198399.0,,0,0.0,293.6628326534219
2021,Cantabria,Cantabria,350763,974,1318,15,116,1187,147,0.0,25491,0.0,0.0,295,0.0,199008.0,32393,0.0,0.0,0,0.0,277.68037107676696
2021,Castilla y León,Segovia,91987,221,321,7,28,286,74,6448.0,6257,0.0,62.0,0,0.0,7006.0,23536,122935.0,0.0,6947,0.0,240.25133986324155
2021,Andalucía,Sevilla,1197241,4073,5850,48,273,5529,447,15677.0,31604,0.0,4955.0,2029,1583.0,169992.0,13194,14501.0,0.0,0,0.0,340.1988405007847
2021,Castilla y León,Soria,51636,93,143,13,29,101,36,0.0,15847,0.0,0.0,174,0.0,89837.0,40243,188874.0,0.0,0,0.0,180.10690216128282
2021,Cataluña,Tarragona,494173,2045,2661,33,206,2422,229,2341.0,28182,0.0,2231.0,113,81.0,106452.0,2643,10776.0,1059.0,0,0.0,413.8226896248884
2021,Aragón,Teruel,79057,177,236,10,52,174,76,0.0,14012,0.0,0.0,134,0.0,163919.0,53735,97519.0,0.0,0,0.0,223.88909267996507
2021,Castilla-La Mancha,Toledo,431529,681,978,36,87,855,299,14631.0,38019,0.0,0.0,1013,0.0,19234.0,37266,9600.0,0.0,14027,0.0,157.81094665711922
2021,C. Valenciana,Valencia,1584105,4312,5619,47,396,5176,617,4266.0,46752,0.0,11338.0,583,1075.0,99823.0,32804,17500.0,0.0,0,0.0,272.2041783846399
2021,Castilla y León,Valladolid,306606,813,1070,24,107,939,149,3981.0,25994,0.0,0.0,1694,0.0,106034.0,26727,14350.0,0.0,0,0.0,265.1611514451772
2021,País Vasco,Vizcaya,686006,1862,2429,22,160,2247,119,0.0,0,10449.0,0.0,0,3989.0,0.0,0,104777.0,0.0,0,7233.0,271.4261974385064
2021,Castilla y León,Zamora,94384,219,329,9,45,275,84,0.0,33679,0.0,0.0,1673,0.0,11393.0,42139,15710.0,0.0,0,0.0,232.03085268689608
2021,Aragón,Zaragoza,578554,1546,2044,28,202,1814,243,0.0,39636,0.0,941.0,4043,31.0,204336.0,47645,101675.0,528.0,548,0.0,267.21792607085945
2021,Ceuta,Ceuta,51439,244,364,0,8,356,8,0.0,0,0.0,0.0,104,0.0,2102.0,1555,0.0,0.0,0,0.0,474.348257158965
2021,Melilla,Melilla,51789,339,429,1,11,417,13,0.0,0,0.0,53.0,0,0.0,1736.0,981,0.0,0.0,0,0.0,654.5791577361988
2022,País Vasco,Álava,197716,839,1139,11,135,993,77,,0,10097.0,,0,1061.0,,0,127366.0,,0,6944.0,424.3460316818062
2022,Castilla-La Mancha,Albacete,237025,650,849,13,83,753,169,0.0,2781,0.0,397.0,0,0.0,161262.0,4184,140331.0,0.0,0,0.0,274.232675878072
2022,C. Valenciana,Alicante,1148829,3323,4406,65,336,4005,467,1563.0,36045,0.0,5749.0,7378,591.0,88484.0,17893,92583.0,0.0,427,0.0,289.25105476968287
2022,Andalucía,Almería,464984,1205,1719,41,119,1559,224,11742.0,20385,0.0,628.0,86,0.0,68826.0,12608,12260.0,0.0,274,0.0,259.14870189081773
2022,Castilla y León,Ávila,91134,287,393,19,47,327,74,0.0,8889,0.0,0.0,1244,0.0,98683.0,33653,10650.0,0.0,3532,0.0,314.92088572870716
2022,Extremadura,Badajoz,407094,1027,1406,28,108,1270,281,170.0,24142,0.0,1571.0,186,0.0,205095.0,62128,193499.0,0.0,0,0.0,252.2758871415447
2022,Islas Baleares,Baleares,754802,3078,3987,38,322,3627,204,,0,946.0,,0,1161.0,,0,194384.0,,0,0.0,407.78906256210234
2022,Cataluña,Barcelona,3503649,17394,22307,141,930,21236,784,35483.0,26248,0.0,5904.0,292,125.0,154884.0,4231,156559.0,9075.0,485,0.0,496.4538399822585
2022,Castilla y León,Burgos,207692,619,792,33,97,662,139,4675.0,29365,0.0,582.0,1769,0.0,181652.0,66993,23000.0,0.0,3,0.0,298.0374785740423
