year,region,province,population,acc with victims,total injuried,mortals,hosp injuries,minor injuries,gas_stations,free_motorways_CCAA,free_motorways_State,free_motorways_provincial,multiple_road_CCAA,multiple_road_State,multiple_road_provincial,single_road_CCAA,single_road_State,single_road_provincial,toll_motorways_CCAA,toll_motorways_State,toll_motorways_provincial,acc_victims_rate_per_100k
2015,Castilla y León,Zamora,104469,108,186,21,44,121,81,0.0,33639,0.0,0.0,1322,0.0,114848.0,42312,159206.0,0.0,0,0.0,103.37995003302416
2015,Aragón,Zaragoza,582753,1570,2158,38,229,1891,240,528.0,31066,0.0,941.0,5151,315.0,204336.0,50848,101675.0,0.0,10702,0.0,269.41088248365946
2015,Ceuta,Ceuta,52084,319,462,3,15,444,9,0.0,0,,0.0,0,,180.0,1883,,0.0,0,,612.4721603563474
2015,Melilla,Melilla,51898,594,821,2,19,800,13,0.0,0,,53.0,102,,1736.0,927,,0.0,0,,1144.5527766002542
2016,País Vasco,Álava,197815,1006,1284,13,63,1208,59,0.0,0,9197.0,0.0,0,1061.0,0.0,0,127957.0,0.0,6089,1423.0,508.5559740161262
2016,Castilla-La Mancha,Albacete,240542,690,952,24,95,833,153,0.0,28128,0.0,0.0,0,0.0,161262.0,41807,14070.0,0.0,0,0.0,286.85219213276685
2016,C. Valenciana,Alicante,1122022,3028,4208,68,291,3849,382,1551.0,23107,0.0,5778.0,6187,888.0,90647.0,20763,97219.0,0.0,15946,0.0,269.8699312491199
2016,Andalucía,Almería,447442,713,1175,40,108,1027,182,11292.0,2035,0.0,341.0,112,0.0,70108.0,13684,11710.0,0.0,2819,0.0,159.3502621568829
2016,Castilla y León,Ávila,94735,442,640,12,60,568,63,0.0,8697,0.0,0.0,324,0.0,98757.0,34639,10650.0,0.0,374,0.0,466.5646276455376
2016,Extremadura,Badajoz,420217,889,1299,38,139,1122,256,170.0,24212,0.0,2098.0,1497,0.0,20940.0,57517,191729.0,0.0,0,0.0,211.55736202961802
2016,Islas Baleares,Baleares,714190,3821,5336,60,344,4932,187,0.0,0,9352.0,0.0,0,9712.0,0.0,0,196473.0,0.0,0,0.0,535.0116915666699
2016,Cataluña,Barcelona,3400438,20910,27756,131,1102,26523,750,28788.0,14273,0.0,5416.0,105,0.0,154835.0,4677,15695.0,15945.0,11893,0.0,614.9207837343307
2016,Castilla y León,Burgos,216550,845,1235,36,149,1050,129,4675.0,20914,0.0,588.0,1918,0.0,17657.0,66135,228944.0,0.0,7629,0.0,390.21011313784345
2016,Extremadura,Cáceres,244630,419,616,24,55,537,129,10709.0,3370,0.0,1064.0,2098,0.0,157048.0,41161,186915.0,0.0,0,0.0,171.27907452070474
2016,Andalucía,Cádiz,780083,2757,4194,41,211,3942,235,13809.0,12013,0.0,2376.0,3343,0.0,87231.0,12533,80668.0,0.0,478,0.0,353.4239305304692
2016,C. Valenciana,Castellón,356413,786,1152,43,141,968,175,4604.0,7379,0.0,4583.0,197,0.0,87578.0,28351,77488.0,0.0,11988,0.0,220.53067649047594
2016,Castilla-La Mancha,Ciudad Real,309114,675,1026,30,77,919,205,8096.0,25847,0.0,382.0,598,0.0,172013.0,4606,17240.0,0.0,0,0.0,218.36603971350377
2016,Andalucía,Córdoba,484384,1359,1961,22,151,1788,231,997.0,17673,0.0,1744.0,65,0.0,161952.0,42369,180661.0,0.0,0,0.0,280.56252890268877
2016,Galicia,"Coruña, A",678109,1978,2794,58,304,2432,248,12686.0,7707,0.0,255.0,5668,0.0,157774.0,28211,210315.0,3253.0,14632,0.0,291.6935182986806
2016,Castilla-La Mancha,Cuenca,119179,294,459,15,74,370,148,0.0,34621,0.0,0.0,0,0.0,171881.0,58275,15572.0,0.0,4983,0.0,246.6877553931481
2016,Cataluña,Gerona,462002,2701,3713,55,273,3385,243,900.0,3298,0.0,2183.0,756,259.0,11273.0,27534,77726.0,0.0,9262,0.0,584.6295037683819
2016,Andalucía,Granada,567730,1931,2814,27,196,2591,264,23569.0,18586,0.0,1181.0,196,407.0,138428.0,19666,126063.0,0.0,0,0.0,340.1264685678051
2016,Castilla-La Mancha,Guadalajara,158003,254,387,7,40,340,83,926.0,9967,0.0,0.0,69,0.0,146181.0,29178,15680.0,0.0,2402,0.0,160.75644133339242
2016,País Vasco,Guipúzcoa,427135,1938,2452,17,203,2232,116,0.0,0,4504.0,0.0,0,7838.0,0.0,0,118307.0,0.0,0,1072.0,453.72072061526217
2016,Andalucía,Huelva,327251,644,1006,19,92,895,136,3329.0,13642,0.0,642.0,1178,0.0,73181.0,31558,84001.0,0.0,0,0.0,196.79084250315506
2016,Aragón,Huesca,132236,463,646,21,104,521,118,0.0,15653,0.0,0.0,0,0.0,204253.0,68507,13860.0,0.0,4971,0.0,350.13158292749324
2016,Andalucía,Jaén,397644,925,1400,31,114,1255,230,7339.0,20197,0.0,57.0,0,0.0,139936.0,25831,90933.0,0.0,0,0.0,232.62013258090153
2016,Castilla y León,León,281158,899,1284,25,189,1070,155,6789.0,23166,0.0,579.0,1718,0.0,17152.0,58861,331032.0,0.0,9368,0.0,319.7490379075111
2016,Cataluña,Lérida,265869,1316,1911,37,188,1686,187,2838.0,12786,0.0,0.0,1065,0.0,151996.0,31312,81585.0,0.0,6047,0.0,494.9806107519116
2016,La Rioja,"Rioja, La",190887,712,983,25,60,898,78,0.0,6213,0.0,30.0,115,0.0,14330.0,26057,0.0,0.0,1191,0.0,372.9955418650825
2016,Galicia,Lugo,195256,611,924,32,114,778,115,1616.0,2348,0.0,241.0,1233,0.0,146409.0,51605,42080.0,0.0,0,0.0,312.9225222272299
2016,Madrid,Madrid,4052330,16158,20780,121,1254,19405,667,1288.0,48113,0.0,20141.0,78,0.0,22383.0,10042,0.0,0.0,16082,0.0,398.73356809539206
2016,Andalucía,Málaga,1014732,2215,3249,57,252,2940,293,971.0,21874,0.0,1136.0,2349,0.0,118042.0,3756,8596.0,0.0,12209,0.0,218.28423662602538
2016,Murcia,Murcia,904882,2304,3280,58,241,2981,398,16784.0,29026,0.0,7968.0,113,0.0,264312.0,1420,0.0,0.0,11464,0.0,254.61883427894466
2016,Navarra,Navarra,385675,731,970,26,136,808,235,23554.0,0,0.0,256.0,0,0.0,346038.0,0,0.0,10507.0,3903,0.0,189.53782329681727
2016,Galicia,Orense,176647,422,603,15,86,502,91,4797.0,16674,0.0,307.0,936,0.0,97763.0,34682,184007.0,0.0,0,0.0,238.8945184463931
2016,Asturias,Asturias,636386,2224,3191,35,232,2924,210,7445.0,35676,0.0,702.0,585,0.0,411121.0,4660,0.0,0.0,2186,0.0,349.4734327907905
2016,Castilla y León,Palencia,99473,250,360,13,50,297,64,623.0,19333,0.0,0.0,0,0.0,146839.0,24701,10350.0,0.0,0,0.0,251.32448000965087
2016,Canarias,"Palmas, Las",729325,1314,1978,40,130,1808,213,0.0,0,11082.0,0.0,0,7606.0,0.0,0,175163.0,0.0,0,0.0,180.16659239707948
2016,Galicia,Pontevedra,578529,1726,2668,36,260,2372,174,2734.0,8129,0.0,644.0,96,0.0,124411.0,31885,16570.0,2098.0,12671,0.0,298.34286613117064
2016,Castilla y León,Salamanca,196233,662,913,10,74,829,98,0.0,30043,0.0,0.0,819,0.0,126345.0,26453,227969.0,0.0,0,0.0,337.35406379151317
2016,Canarias,"Tenerife, S.C.",655071,2257,3277,31,261,2985,221,0.0,0,14176.0,0.0,0,3853.0,0.0,0,210003.0,0.0,0,0.0,344.5428052837021
2016,Cantabria,Cantabria,359023,710,1089,21,67,1001,134,0.0,25491,0.0,0.0,295,0.0,198797.0,32468,0.0,0.0,0,0.0,197.75891795233173
2016,Castilla y León,Segovia,93168,312,460,16,38,406,67,6448.0,4704,0.0,63.0,186,0.0,69677.0,24999,122935.0,0.0,6947,0.0,334.8789283874292
2016,Andalucía,Sevilla,1205416,5033,7492,66,329,7097,414,15677.0,23435,0.0,4145.0,2057,1085.0,170641.0,14398,147382.0,0.0,5095,0.0,417.5322046496811
2016,Castilla y León,Soria,52068,143,226,19,41,166,39,0.0,13174,0.0,0.0,185,0.0,89877.0,40727,188985.0,0.0,0,0.0,274.64085426749637
2016,Cataluña,Tarragona,481965,2066,2901,59,237,2605,225,2306.0,8997,0.0,2255.0,2789,622.0,107082.0,2590,108434.0,1059.0,19113,0.0,428.6618322907265
2016,Aragón,Teruel,80459,182,278,9,61,208,83,0.0,14012,0.0,0.0,134,0.0,162821.0,54478,9630.0,0.0,0,0.0,226.20216507786574
2016,Castilla-La Mancha,Toledo,419924,906,1392,42,139,1211,292,14631.0,37868,0.0,0.0,954,0.0,19234.0,36385,9560.0,0.0,14027,0.0,215.75332679246722
2016,C. Valenciana,Valencia,1576345,4402,5924,69,433,5422,602,8602.0,36326,0.0,4843.0,333,1534.0,67373.0,33527,185516.0,0.0,8778,0.0,279.2535897915748
2016,Castilla y León,Valladolid,318006,904,1265,24,92,1149,132,4073.0,26184,0.0,0.0,1645,0.0,104692.0,26869,14350.0,0.0,0,0.0,284.2713659490701
2016,País Vasco,Vizcaya,695938,1923,2689,26,123,2540,115,0.0,0,10439.0,0.0,0,391.0,0.0,0,109337.0,0.0,224,500.0,276.31771795763416
2016,Castilla y León,Zamora,102460,124,224,20,43,161,80,0.0,33369,0.0,0.0,1697,0.0,113992.0,4219,159206.0,0.0,0,0.0,121.02283818075347
2016,Aragón,Zaragoza,575379,1529,2140,43,209,1888,243,528.0,32975,0.0,941.0,424,315.0,204336.0,50474,101675.0,0.0,10702,0.0,265.73788754890256
2016,Ceuta,Ceuta,52044,297,435,2,16,417,9,0.0,0,0.0,0.0,137,0.0,180.0,1883,0.0,0.0,0,0.0,570.6709707170855
2016,Melilla,Melilla,52059,562,809,1,14,794,13,0.0,0,0.0,53.0,102,0.0,1736.0,927,0.0,0.0,0,0.0,1079.5443631264527
2017,País Vasco,Álava,197802,998,1314,11,118,1185,60,0.0,0,9197.0,0.0,0,1061.0,0.0,0,127627.0,0.0,6089,1423.0,504.5449489893934
2017,Castilla-La Mancha,Albacete,239318,711,959,16,99,844,153,0.0,28128,0.0,397.0,0,0.0,161262.0,41807,14070.0,0.0,0,0.0,297.0942428066422
2017,C. Valenciana,Alicante,1112362,2954,4163,64,297,3802,398,1563.0,23107,0.0,5789.0,6187,888.0,90986.0,20763,97219.0,0.0,15946,0.0,265.5610313908602
2017,Andalucía,Almería,447577,1190,1904,22,137,1745,184,11742.0,2035,0.0,241.0,112,0.0,69619.0,13598,11710.0,0.0,2819,0.0,265.8760392066617
2017,Castilla y León,Ávila,93445,385,530,11,39,480,57,0.0,8697,0.0,0.0,324,0.0,98637.0,34639,10650.0,0.0,374,0.0,412.00706297822245
2017,Extremadura,Badajoz,416901,1013,1458,36,139,1283,261,170.0,24212,0.0,210.0,1497,0.0,209421.0,57517,192112.0,0.0,0,0.0,242.98334616611618
2017,Islas Baleares,Baleares,718442,3783,5085,68,389,4628,187,0.0,0,9352.0,0.0,0,9711.0,0.0,0,210607.0,0.0,0,0.0,526.5560755078351
2017,Cataluña,Barcelona,3410928,20986,27730,145,1036,26549,753,28788.0,14273,0.0,5416.0,105,0.0,154483.0,4404,15695.0,15945.0,11893,0.0,615.2577832191122
2017,Castilla y León,Burgos,213398,807,1084,31,120,933,129,4675.0,21137,0.0,588.0,1918,0.0,176735.0,67339,228944.0,0.0,7629,0.0,378.1666182438448
2017,Extremadura,Cáceres,242136,478,741,26,56,659,129,1071.0,3370,0.0,127.0,2098,0.0,156843.0,41161,186915.0,0.0,0,0.0,197.40972015726697
2017,Andalucía,Cádiz,776449,2869,4207,34,224,3949,243,15539.0,12013,0.0,646.0,3343,0.0,87231.0,12533,80668.0,0.0,478,0.0,369.5026975371209
2017,C. Valenciana,Castellón,351908,809,1128,39,118,971,173,4604.0,7254,0.0,4582.0,222,0.0,87571.0,28235,77488.0,0.0,11988,0.0,229.88963024426837
2017,Castilla-La Mancha,Ciudad Real,305832,563,813,33,63,717,204,8096.0,25847,0.0,382.0,598,0.0,172013.0,4579,17270.0,0.0,0,0.0,184.08799602396087
2017,Andalucía,Córdoba,481826,1170,1641,37,115,1489,226,997.0,17673,0.0,1744.0,65,0.0,161952.0,42369,180808.0,0.0,0,0.0,242.82624847974168
2017,Galicia,"Coruña, A",672080,1876,2700,51,312,2337,250,12686.0,7707,0.0,255.0,5533,0.0,157101.0,27799,210315.0,3253.0,14632,0.0,279.13343649565525
2017,Castilla-La Mancha,Cuenca,117791,282,414,18,64,332,142,0.0,34621,0.0,0.0,0,0.0,171881.0,58275,15572.0,0.0,4983,0.0,239.40708543097523
2017,Cataluña,Gerona,461353,2676,3659,47,225,3387,239,900.0,3298,0.0,2183.0,756,259.0,112708.0,27534,78281.0,0.0,9262,0.0,580.0330766246237
2017,Andalucía,Granada,565403,1839,2636,33,169,2434,260,23569.0,18988,0.0,1181.0,196,407.0,138428.0,19458,126062.0,0.0,0,0.0,325.25472981218707
2017,Castilla-La Mancha,Guadalajara,157912,257,385,12,42,331,80,926.0,9967,0.0,0.0,69,0.0,146181.0,29178,15680.0,0.0,2402,0.0,162.74887278990832
2017,País Vasco,Guipúzcoa,425339,1723,2194,27,186,1981,117,0.0,0,4504.0,0.0,0,7838.0,0.0,0,118307.0,0.0,0,1072.0,405.08864693808937
2017,Andalucía,Huelva,325872,763,1256,22,116,1118,137,3329.0,13642,0.0,642.0,1178,0.0,72971.0,31558,84001.0,0.0,0,0.0,234.1410124220553
2017,Aragón,Huesca,131149,498,706,25,108,573,118,0.0,15653,0.0,0.0,0,0.0,20760.0,68507,13860.0,0.0,4971,0.0,379.7207756063714
2017,Andalucía,Jaén,395205,928,1386,35,81,1270,243,7339.0,20197,0.0,57.0,0,0.0,139936.0,25306,90176.0,0.0,0,0.0,234.8148429296188
2017,Castilla y León,León,276680,859,1214,22,167,1025,154,6814.0,23166,0.0,579.0,1579,0.0,170533.0,58333,331032.0,0.0,9368,0.0,310.46696544744833
2017,Cataluña,Lérida,263797,1391,2035,40,201,1794,191,2838.0,13384,0.0,0.0,971,0.0,151996.0,31406,81296.0,0.0,6047,0.0,527.2994006755195
2017,La Rioja,"Rioja, La",189708,709,943,26,77,840,81,0.0,6213,0.0,30.0,115,0.0,14420.0,25078,0.0,0.0,1191,0.0,373.73226221350706
2017,Galicia,Lugo,192961,547,802,22,107,673,115,1616.0,2348,0.0,241.0,1233,0.0,147196.0,51605,42170.0,0.0,0,0.0,283.47697203061756
2017,Madrid,Madrid,4058324,16248,21065,125,1304,19636,679,1288.0,48113,0.0,20141.0,72,0.0,22383.0,10042,0.0,0.0,16082,0.0,400.3623170550207
2017,Andalucía,Málaga,1013318,2035,2905,67,222,2616,301,971.0,21874,0.0,1136.0,2349,0.0,117766.0,3756,8596.0,0.0,12209,0.0,200.82540722655673
2017,Murcia,Murcia,905963,2480,3538,85,233,3220,400,16784.0,3135,0.0,7968.0,113,0.0,264312.0,13811,0.0,0.0,11464,0.0,273.7418636301924
2017,Navarra,Navarra,385790,872,1185,29,124,1032,235,23554.0,0,0.0,256.0,0,0.0,345414.0,0,0.0,10507.0,3903,0.0,226.02970528007464
2017,Galicia,Orense,174010,446,612,13,91,508,86,4797.0,16674,0.0,307.0,936,0.0,97763.0,34682,184007.0,0.0,0,0.0,256.30710878685136
2017,Asturias,Asturias,627081,2312,3234,37,219,2978,209,7445.0,35787,0.0,702.0,537,0.0,411121.0,4660,0.0,0.0,2186,0.0,368.6924017790365
2017,Castilla y León,Palencia,98368,239,347,13,37,297,66,623.0,19333,0.0,0.0,0,0.0,146839.0,24701,103508.0,0.0,0,0.0,242.96519193233573
2017,Canarias,"Palmas, Las",730399,1302,2031,30,115,1886,216,0.0,0,12893.0,0.0,0,7606.0,0.0,0,175731.0,0.0,0,0.0,178.25873255576747
2017,Galicia,Pontevedra,574385,1760,2719,31,181,2507,174,2734.0,8129,0.0,644.0,914,0.0,124113.0,31885,169158.0,2098.0,12671,0.0,306.41468701306616
2017,Castilla y León,Salamanca,194075,500,687,15,61,611,101,0.0,30043,0.0,0.0,864,0.0,126345.0,26408,227969.0,0.0,0,0.0,257.6323586242432
2017,Canarias,"Tenerife, S.C.",656368,2216,3169,37,298,2834,223,0.0,0,14176.0,0.0,0,4454.0,0.0,0,209995.0,0.0,0,0.0,337.6154839967823
2017,Cantabria,Cantabria,355315,714,1039,22,68,949,137,0.0,25491,0.0,0.0,295,0.0,198797.0,32045,0.0,0.0,0,0.0,200.9484541885369
2017,Castilla y León,Segovia,92043,295,417,10,41,366,67,6448.0,4704,0.0,63.0,186,0.0,69477.0,24999,122935.0,0.0,6947,0.0,320.50237389046424
2017,Andalucía,Sevilla,1200688,4592,6673,55,308,6310,425,15677.0,23435,0.0,4145.0,1897,974.0,170641.0,14246,146789.0,0.0,5095,0.0,382.44739682581985
2017,Castilla y León,Soria,51457,113,150,11,25,114,36,0.0,13174,0.0,0.0,185,0.0,89881.0,40727,189195.0,0.0,0,0.0,219.60083176244243
2017,Cataluña,Tarragona,479174,1999,2743,51,216,2476,226,2306.0,8937,0.0,2255.0,1305,81.0,107139.0,27003,108039.0,1059.0,19113,0.0,417.17622408561397
2017,Aragón,Teruel,79438,214,305,18,64,223,81,0.0,14012,0.0,0.0,134,0.0,162821.0,54478,9630.0,0.0,0,0.0,269.3924821873662
2017,Castilla-La Mancha,Toledo,417360,836,1341,50,107,1184,284,14631.0,37868,0.0,0.0,954,0.0,19234.0,36385,9560.0,0.0,14027,0.0,200.3066896683918
2017,C. Valenciana,Valencia,1565681,4278,5767,73,449,5245,598,8599.0,36786,0.0,5172.0,333,1534.0,67636.0,33527,185516.0,0.0,8778,0.0,273.23573575971096
2017,Castilla y León,Valladolid,313987,932,1297,27,116,1154,136,4073.0,26184,0.0,0.0,1645,0.0,104533.0,26869,14350.0,0.0,0,0.0,296.8275756639606
2017,País Vasco,Vizcaya,692628,2002,2756,13,148,2595,118,0.0,0,10439.0,0.0,0,386.0,0.0,0,107758.0,0.0,224,500.0,289.04404673215635
2017,Castilla y León,Zamora,100590,215,315,24,52,239,74,0.0,33369,0.0,0.0,1697,0.0,114848.0,4219,15710.0,0.0,0,0.0,213.73894025251016
2017,Aragón,Zaragoza,574321,1694,2358,37,226,2095,239,528.0,32975,0.0,941.0,424,315.0,204336.0,50474,101675.0,0.0,10702,0.0,294.9570013981728
2017,Ceuta,Ceuta,52176,409,630,2,22,606,9,0.0,0,0.0,0.0,137,0.0,180.0,1883,0.0,0.0,0,0.0,783.8853112542165
2017,Melilla,Melilla,51919,466,622,2,14,606,11,0.0,0,0.0,53.0,0,0.0,1736.0,981,0.0,0.0,0,0.0,897.5519559313547
2018,País Vasco,Álava,197691,1044,1341,15,106,1220,67,0.0,0,9797.0,0.0,0,1061.0,0.0,0,127666.0,0.0,550,1423.0,528.0968784618419
2018,Castilla-La Mancha,Albacete,238133,708,947,11,90,846,162,0.0,2790,0.0,397.0,0,0.0,161262.0,4180,14040.0,0.0,0,0.0,297.3128461825954
2018,C. Valenciana,Alicante,1115961,3021,4127,60,349,3718,408,1563.0,2340,0.0,5789.0,620,888.0,91372.0,2080,9720.0,0.0,1590,0.0,270.7083849704425
2018,Andalucía,Almería,447538,1194,1918,27,111,1780,189,11742.0,2040,0.0,241.0,10,0.0,69619.0,1360,12260.0,0.0,280,0.0,266.79298741112484
2018,Castilla y León,Ávila,91799,382,544,16,52,476,66,0.0,870,0.0,0.0,30,0.0,98637.0,3450,10650.0,0.0,370,0.0,416.12653732611466
2018,Extremadura,Badajoz,414050,951,1404,32,117,1255,255,170.0,2420,0.0,210.0,150,0.0,209421.0,5750,192112.0,0.0,0,0.0,229.68240550658132
2018,Islas Baleares,Baleares,725987,3450,4695,53,310,4332,193,0.0,0,9352.0,0.0,0,9711.0,0.0,0,210607.0,0.0,0,0.0,475.2151209319175
2018,Cataluña,Barcelona,3423593,20862,27334,163,1049,26122,757,28878.0,1430,0.0,5432.0,10,0.0,153097.0,450,15695.0,15945.0,1190,0.0,609.3598158425958
2018,Castilla y León,Burgos,211686,749,1094,32,109,953,133,4675.0,2880,0.0,582.0,190,0.0,176715.0,6730,228944.0,0.0,0,0.0,353.82594975577035
2018,Extremadura,Cáceres,239097,504,715,19,70,626,142,1071.0,3370,0.0,127.0,210,0.0,156843.0,4170,188015.0,0.0,0,0.0,210.79310907288675
2018,Andalucía,Cádiz,772452,2556,3718,36,206,3476,258,15539.0,1200,0.0,646.0,330,0.0,87179.0,1250,80668.0,0.0,480,0.0,330.89434683320127
2018,C. Valenciana,Castellón,351434,885,1213,35,129,1049,173,4604.0,730,0.0,4601.0,20,0.0,87765.0,2760,77488.0,0.0,1200,0.0,251.82537830716439
2018,Castilla-La Mancha,Ciudad Real,303225,500,759,25,46,688,210,8096.0,2620,0.0,382.0,60,0.0,172013.0,4610,17270.0,0.0,0,0.0,164.89405556929674
2018,Andalucía,Córdoba,479117,1077,1576,34,122,1420,232,997.0,1780,0.0,1744.0,10,0.0,161952.0,4250,180719.0,0.0,0,0.0,224.78851720978383
2018,Galicia,"Coruña, A",666834,1752,2452,64,275,2113,256,12686.0,770,0.0,255.0,550,0.0,156488.0,2790,210315.0,3253.0,1460,0.0,262.7340537525081
2018,Castilla-La Mancha,Cuenca,116785,250,392,20,65,307,155,0.0,3460,0.0,0.0,0,0.0,171881.0,5830,15572.0,0.0,500,0.0,214.0685875754592
2018,Cataluña,Gerona,463853,2550,3522,55,264,3203,243,9022.0,360,0.0,2238.0,80,259.0,112765.0,2720,78501.0,0.0,930,0.0,549.7431298277687
2018,Andalucía,Granada,564234,1692,2420,31,137,2252,271,23569.0,1900,0.0,1181.0,20,407.0,138425.0,1910,126063.0,0.0,0,0.0,299.875583534491
2018,Castilla-La Mancha,Guadalajara,158229,327,482,10,29,443,85,926.0,1000,0.0,0.0,10,0.0,146181.0,2920,15680.0,0.0,240,0.0,206.66249549703275
2018,País Vasco,Guipúzcoa,423999,1784,2219,13,171,2035,119,0.0,0,4504.0,0.0,0,7838.0,0.0,0,118307.0,0.0,0,1072.0,420.75570932950313
2018,Andalucía,Huelva,326205,718,1156,18,128,1010,136,3329.0,1360,0.0,642.0,120,0.0,7302.0,3160,84001.0,0.0,0,0.0,220.10698793703347
2018,Aragón,Huesca,130476,380,558,27,69,462,119,0.0,1610,0.0,0.0,0,0.0,20760.0,6790,13860.0,0.0,500,0.0,291.24130108219134
2018,Andalucía,Jaén,391566,855,1335,31,92,1212,242,7339.0,2020,0.0,57.0,0,0.0,139936.0,2530,90588.0,0.0,0,0.0,218.35399396270358
2018,Castilla y León,León,272514,819,1173,35,133,1005,156,6814.0,2520,0.0,579.0,160,0.0,170533.0,5830,331032.0,0.0,940,0.0,300.53501838437654
2018,Cataluña,Lérida,263013,1431,2087,43,180,1864,184,2821.0,1340,0.0,0.0,100,0.0,152075.0,3050,81268.0,0.0,600,0.0,544.0795702113584
2018,La Rioja,"Rioja, La",189291,602,829,10,68,751,83,0.0,620,0.0,30.0,10,0.0,14420.0,2510,0.0,0.0,1190,0.0,318.0288550432931
2018,Galicia,Lugo,190844,532,808,26,85,697,117,1616.0,2350,0.0,241.0,120,0.0,147132.0,5160,42170.0,0.0,0,0.0,278.76171113579676
2018,Madrid,Madrid,4089450,16614,21399,114,1185,20100,710,12444.0,4810,0.0,20474.0,70,0.0,223083.0,1000,0.0,0.0,1610,0.0,406.26490114807615
2018,Andalucía,Málaga,1016507,4265,5836,39,224,5573,306,971.0,2190,0.0,1136.0,240,0.0,117009.0,380,8596.0,0.0,1220,0.0,419.5740904883095
2018,Murcia,Murcia,909657,2518,3522,66,285,3171,410,16784.0,3130,0.0,7968.0,110,0.0,264312.0,1380,0.0,0.0,1150,0.0,276.8076318876236
2018,Navarra,Navarra,387059,825,1102,35,119,948,237,23554.0,0,0.0,256.0,0,0.0,346038.0,0,0.0,10507.0,390,0.0,213.145799477599
2018,Galicia,Orense,171804,402,588,19,103,466,88,4797.0,1670,0.0,307.0,90,0.0,97763.0,3440,185516.0,0.0,0,0.0,233.98756722777117
2018,Asturias,Asturias,617956,2068,2916,43,204,2669,216,7445.0,3580,0.0,702.0,50,0.0,411121.0,4660,0.0,0.0,220,0.0,334.6516580468512
2018,Castilla y León,Palencia,96947,185,274,11,50,213,66,6205.0,1930,0.0,0.0,0,0.0,146839.0,2470,103508.0,0.0,0,0.0,190.82591519077434
2018,Canarias,"Palmas, Las",734813,1272,1959,39,95,1825,224,0.0,0,13451.0,0.0,0,7606.0,0.0,0,175731.0,0.0,0,0.0,173.10526623780473
2018,Galicia,Pontevedra,570197,1694,2563,35,159,2369,180,345.0,810,0.0,644.0,90,0.0,123115.0,3190,163502.0,2098.0,1270,0.0,297.09030387743184
2018,Castilla y León,Salamanca,192232,500,683,14,51,618,103,0.0,3000,0.0,0.0,90,0.0,126345.0,2710,230129.0,0.0,0,0.0,260.10237629530985
2018,Canarias,"Tenerife, S.C.",662687,2167,3069,29,306,2734,225,0.0,0,14176.0,0.0,0,4454.0,0.0,0,197859.0,0.0,0,0.0,327.00203866983964
2018,Cantabria,Cantabria,352783,628,994,23,62,909,141,0.0,2550,0.0,0.0,30,0.0,198434.0,3200,0.0,0.0,0,0.0,178.01311287675426
2018,Castilla y León,Segovia,91466,357,534,12,40,482,68,6448.0,470,0.0,0.0,20,0.0,70067.0,2510,122935.0,0.0,700,0.0,390.30896726652526
2018,Andalucía,Sevilla,1197215,4454,6515,58,264,6193,437,15677.0,2490,0.0,4145.0,190,1583.0,170785.0,1400,146146.0,0.0,510,0.0,372.0300864924011
2018,Castilla y León,Soria,51148,144,208,15,32,161,38,0.0,1320,0.0,0.0,20,0.0,89896.0,4070,189008.0,0.0,0,0.0,281.53593493391725
2018,Cataluña,Tarragona,479747,2064,2809,65,201,2543,224,2306.0,890,0.0,2255.0,130,81.0,106713.0,2680,108055.0,1059.0,1910,0.0,430.22676535757387
2018,Aragón,Teruel,78784,185,253,10,59,184,81,0.0,1400,0.0,0.0,10,0.0,162821.0,5450,9800.0,0.0,0,0.0,234.81925264013
2018,Castilla-La Mancha,Toledo,416698,709,1169,34,109,1026,300,14631.0,3790,0.0,0.0,100,0.0,19234.0,3610,9560.0,0.0,1400,0.0,170.14720493018925
2018,C. Valenciana,Valencia,1564131,4280,5803,88,305,5410,614,8597.0,3680,0.0,5171.0,30,1534.0,69631.0,3350,185516.0,0.0,880,0.0,273.63436949974135
2018,Castilla y León,Valladolid,311053,887,1204,23,86,1095,140,4073.0,2600,0.0,0.0,160,0.0,104532.0,2690,14350.0,0.0,0,0.0,285.16040674740316
2018,País Vasco,Vizcaya,689563,1924,2640,21,151,2468,119,0.0,0,10437.0,0.0,0,4018.0,0.0,0,106269.0,0.0,220,4999.0,279.01729066089683
2018,Castilla y León,Zamora,98480,241,331,18,50,263,75,0.0,3370,0.0,0.0,170,0.0,114601.0,4200,15710.0,0.0,0,0.0,244.71974004874087
2018,Aragón,Zaragoza,572418,1585,2189,48,202,1939,245,528.0,3300,0.0,941.0,430,315.0,204336.0,4930,101675.0,0.0,1070,0.0,276.8955553459186
2018,Ceuta,Ceuta,52278,406,575,3,16,556,9,0.0,0,0.0,0.0,10,0.0,1983.0,190,0.0,0.0,0,0.0,776.6173151229963
2018,Melilla,Melilla,51939,350,462,3,15,444,12,0.0,0,0.0,53.0,0,0.0,1736.0,100,0.0,0.0,0,0.0,673.8674213981786
2019,País Vasco,Álava,198373,1029,1324,16,109,1199,70,0.0,0,10097.0,0.0,0,1061.0,0.0,0,127366.0,0.0,0,6944.0,518.7197854546737
2019,Castilla-La Mancha,Albacete,237648,702,917,28,103,786,160,0.0,27918,0.0,397.0,0,0.0,161262.0,4205,14040.0,0.0,0,0.0,295.3948697232882
