year,region,province,owner,free_motorways,multiple_road,single_road,toll_motorways
2016,Castilla y León,Burgos,CCAA,"46,75","5,88",0,"0,00"
2016,Castilla y León,Burgos,CCAA,0,0,"1.765,70",0
2016,Castilla y León,Burgos,State,"209,14","19,18",0,"76,29"
2016,Castilla y León,Burgos,State,0,0,"661,35",0
2016,Castilla y León,Burgos,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Burgos,provincial,0,0,"2.289,44",0
2016,Castilla y León,León,CCAA,"67,89","5,79",0,"0,00"
2016,Castilla y León,León,CCAA,0,0,"1.715,20",0
2016,Castilla y León,León,State,"231,66","17,18",0,"93,68"
2016,Castilla y León,León,State,0,0,"588,61",0
2016,Castilla y León,León,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,León,provincial,0,0,"3.310,32",0
2016,Castilla y León,Palencia,CCAA,"62,30","0,00",0,"0,00"
2016,Castilla y León,Palencia,CCAA,0,0,"1.468,39",0
2016,Castilla y León,Palencia,State,"193,33","0,00",0,"0,00"
2016,Castilla y León,Palencia,State,0,0,"247,01",0
2016,Castilla y León,Palencia,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Palencia,provincial,0,0,"1.035,00",0
2016,Castilla y León,Salamanca,CCAA,"0,00","0,00",0,"0,00"
2016,Castilla y León,Salamanca,CCAA,0,0,"1.263,45",0
2016,Castilla y León,Salamanca,State,"300,43","8,19",0,"0,00"
2016,Castilla y León,Salamanca,State,0,0,"264,53",0
2016,Castilla y León,Salamanca,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Salamanca,provincial,0,0,"2.279,69",0
2016,Castilla y León,Segovia,CCAA,"64,48","6,30",0,"0,00"
2016,Castilla y León,Segovia,CCAA,0,0,"696,77",0
2016,Castilla y León,Segovia,State,"47,04","1,86",0,"69,47"
2016,Castilla y León,Segovia,State,0,0,"249,99",0
2016,Castilla y León,Segovia,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Segovia,provincial,0,0,"1.229,35",0
2016,Castilla y León,Soria,CCAA,"0,00","0,00",0,"0,00"
2016,Castilla y León,Soria,CCAA,0,0,"898,77",0
2016,Castilla y León,Soria,State,"131,74","1,85",0,"0,00"
2016,Castilla y León,Soria,State,0,0,"407,27",0
2016,Castilla y León,Soria,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Soria,provincial,0,0,"1.889,85",0
2016,Castilla y León,Valladolid,CCAA,"40,73","0,00",0,"0,00"
2016,Castilla y León,Valladolid,CCAA,0,0,"1.046,92",0
2016,Castilla y León,Valladolid,State,"261,84","16,45",0,"0,00"
2016,Castilla y León,Valladolid,State,0,0,"268,69",0
2016,Castilla y León,Valladolid,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Valladolid,provincial,0,0,"1.435,00",0
2016,Castilla y León,Zamora,CCAA,"0,00","0,00",0,"0,00"
2016,Castilla y León,Zamora,CCAA,0,0,"1.139,92",0
2016,Castilla y León,Zamora,State,"333,69","16,97",0,"0,00"
2016,Castilla y León,Zamora,State,0,0,"421,90",0
2016,Castilla y León,Zamora,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Zamora,provincial,0,0,"1.592,06",0
2016,Castilla y León,Ávila,CCAA,"0,00","0,00",0,"0,00"
2016,Castilla y León,Ávila,CCAA,0,0,"987,57",0
2016,Castilla y León,Ávila,State,"86,97","3,24",0,"37,40"
2016,Castilla y León,Ávila,State,0,0,"346,39",0
2016,Castilla y León,Ávila,provincial,"0,00","0,00",0,"0,00"
2016,Castilla y León,Ávila,provincial,0,0,"1.065,00",0
2016,Cataluña,Barcelona,CCAA,"287,88","54,16",0,"159,45"
2016,Cataluña,Barcelona,CCAA,0,0,"1.548,35",0
2016,Cataluña,Barcelona,State,"142,73","1,05",0,"118,93"
2016,Cataluña,Barcelona,State,0,0,"46,77",0
2016,Cataluña,Barcelona,provincial,"0,00","0,00",0,"0,00"
2016,Cataluña,Barcelona,provincial,0,0,"1.569,50",0
2016,Cataluña,Gerona,CCAA,"90,00","21,83",0,"0,00"
2016,Cataluña,Gerona,CCAA,0,0,"1.127,30",0
2016,Cataluña,Gerona,State,"32,98","7,56",0,"92,62"
2016,Cataluña,Gerona,State,0,0,"275,34",0
2016,Cataluña,Gerona,provincial,"0,00","2,59",0,"0,00"
2016,Cataluña,Gerona,provincial,0,0,"777,26",0
2016,Cataluña,Lérida,CCAA,"28,38","0,00",0,"0,00"
2016,Cataluña,Lérida,CCAA,0,0,"1.519,96",0
2016,Cataluña,Lérida,State,"127,86","10,65",0,"60,47"
2016,Cataluña,Lérida,State,0,0,"313,12",0
2016,Cataluña,Lérida,provincial,"0,00","0,00",0,"0,00"
2016,Cataluña,Lérida,provincial,0,0,"815,85",0
2016,Cataluña,Tarragona,CCAA,"23,06","22,55",0,"10,59"
2016,Cataluña,Tarragona,CCAA,0,0,"1.070,82",0
2016,Cataluña,Tarragona,State,"89,97","27,89",0,"191,13"
2016,Cataluña,Tarragona,State,0,0,"259,00",0
2016,Cataluña,Tarragona,provincial,"0,00","6,22",0,"0,00"
2016,Cataluña,Tarragona,provincial,0,0,"1.084,34",0
2016,Ceuta,Ceuta,CCAA,"0,00","0,00",0,"0,00"
2016,Ceuta,Ceuta,CCAA,0,0,"18,00",0
2016,Ceuta,Ceuta,State,"0,00","1,37",0,"0,00"
2016,Ceuta,Ceuta,State,0,0,"18,83",0
2016,Ceuta,Ceuta,provincial,"0,00","0,00",0,"0,00"
2016,Ceuta,Ceuta,provincial,0,0,"0,00",0
2016,C. Valenciana,Alicante,CCAA,"15,51","57,78",0,"0,00"
2016,C. Valenciana,Alicante,CCAA,0,0,"906,47",0
2016,C. Valenciana,Alicante,State,"231,07","61,87",0,"159,46"
2016,C. Valenciana,Alicante,State,0,0,"207,63",0
2016,C. Valenciana,Alicante,provincial,"0,00","8,88",0,"0,00"
2016,C. Valenciana,Alicante,provincial,0,0,"972,19",0
2016,C. Valenciana,Castellón,CCAA,"46,04","45,83",0,"0,00"
2016,C. Valenciana,Castellón,CCAA,0,0,"875,78",0
2016,C. Valenciana,Castellón,State,"73,79","1,97",0,"119,88"
2016,C. Valenciana,Castellón,State,0,0,"283,51",0
2016,C. Valenciana,Castellón,provincial,"0,00","0,00",0,"0,00"
2016,C. Valenciana,Castellón,provincial,0,0,"774,88",0
2016,C. Valenciana,Valencia,CCAA,"86,02","48,43",0,"0,00"
2016,C. Valenciana,Valencia,CCAA,0,0,"673,73",0
2016,C. Valenciana,Valencia,State,"363,26","3,33",0,"87,78"
2016,C. Valenciana,Valencia,State,0,0,"335,27",0
2016,C. Valenciana,Valencia,provincial,"0,00","15,34",0,"0,00"
2016,C. Valenciana,Valencia,provincial,0,0,"1.855,16",0
2016,Extremadura,Badajoz,CCAA,"17,00","20,98",0,"0,00"
2016,Extremadura,Badajoz,CCAA,0,0,"2.094,00",0
2016,Extremadura,Badajoz,State,"242,12","14,97",0,"0,00"
2016,Extremadura,Badajoz,State,0,0,"575,17",0
2016,Extremadura,Badajoz,provincial,"0,00","0,00",0,"0,00"
2016,Extremadura,Badajoz,provincial,0,0,"1.917,29",0
2016,Extremadura,Cáceres,CCAA,"107,09","10,64",0,"0,00"
2016,Extremadura,Cáceres,CCAA,0,0,"1.570,48",0
2016,Extremadura,Cáceres,State,"337,00","20,98",0,"0,00"
2016,Extremadura,Cáceres,State,0,0,"411,61",0
2016,Extremadura,Cáceres,provincial,"0,00","0,00",0,"0,00"
2016,Extremadura,Cáceres,provincial,0,0,"1.869,15",0
2016,Galicia,"Coruña, A",CCAA,"126,86","2,55",0,"32,53"
2016,Galicia,"Coruña, A",CCAA,0,0,"1.577,74",0
2016,Galicia,"Coruña, A",State,"77,07","56,68",0,"146,32"
2016,Galicia,"Coruña, A",State,0,0,"282,11",0
2016,Galicia,"Coruña, A",provincial,"0,00","0,00",0,"0,00"
2016,Galicia,"Coruña, A",provincial,0,0,"2.103,15",0
2016,Galicia,Lugo,CCAA,"16,16","2,41",0,"0,00"
2016,Galicia,Lugo,CCAA,0,0,"1.464,09",0
2016,Galicia,Lugo,State,"234,80","12,33",0,"0,00"
2016,Galicia,Lugo,State,0,0,"516,05",0
2016,Galicia,Lugo,provincial,"0,00","0,00",0,"0,00"
2016,Galicia,Lugo,provincial,0,0,"4.208,00",0
2016,Galicia,Orense,CCAA,"47,97","3,07",0,"0,00"
2016,Galicia,Orense,CCAA,0,0,"977,63",0
2016,Galicia,Orense,State,"166,74","9,36",0,"0,00"
2016,Galicia,Orense,State,0,0,"346,82",0
2016,Galicia,Orense,provincial,"0,00","0,00",0,"0,00"
2016,Galicia,Orense,provincial,0,0,"1.840,07",0
2016,Galicia,Pontevedra,CCAA,"27,34","6,44",0,"20,98"
2016,Galicia,Pontevedra,CCAA,0,0,"1.244,11",0
2016,Galicia,Pontevedra,State,"81,29","9,60",0,"126,71"
2016,Galicia,Pontevedra,State,0,0,"318,85",0
2016,Galicia,Pontevedra,provincial,"0,00","0,00",0,"0,00"
2016,Galicia,Pontevedra,provincial,0,0,"1.657,00",0
2016,Madrid,Madrid,CCAA,"128,80","201,41",0,"0,00"
2016,Madrid,Madrid,CCAA,0,0,"2.238,30",0
2016,Madrid,Madrid,State,"481,13","7,80",0,"160,82"
2016,Madrid,Madrid,State,0,0,"100,42",0
2016,Madrid,Madrid,provincial,"0,00","0,00",0,"0,00"
2016,Madrid,Madrid,provincial,0,0,"0,00",0
2016,Melilla,Melilla,CCAA,"0,00","0,53",0,"0,00"
2016,Melilla,Melilla,CCAA,0,0,"17,36",0
2016,Melilla,Melilla,State,"0,00","1,02",0,"0,00"
2016,Melilla,Melilla,State,0,0,"9,27",0
2016,Melilla,Melilla,provincial,"0,00","0,00",0,"0,00"
2016,Melilla,Melilla,provincial,0,0,"0,00",0
2016,Murcia,Murcia,CCAA,"167,84","79,68",0,"0,00"
2016,Murcia,Murcia,CCAA,0,0,"2.643,12",0
2016,Murcia,Murcia,State,"290,26","11,30",0,"114,64"
2016,Murcia,Murcia,State,0,0,"142,00",0
2016,Murcia,Murcia,provincial,"0,00","0,00",0,"0,00"
2016,Murcia,Murcia,provincial,0,0,"0,00",0
2016,Navarra,Navarra,CCAA,"235,54","25,60",0,"105,07"
2016,Navarra,Navarra,CCAA,0,0,"3.460,38",0
2016,Navarra,Navarra,State,"0,00","0,00",0,"39,03"
2016,Navarra,Navarra,State,0,0,"0,00",0
2016,Navarra,Navarra,provincial,"0,00","0,00",0,"0,00"
2016,Navarra,Navarra,provincial,0,0,"0,00",0
2016,País Vasco,Guipúzcoa,CCAA,"0,00","0,00",0,"0,00"
2016,País Vasco,Guipúzcoa,CCAA,0,0,"0,00",0
2016,País Vasco,Guipúzcoa,State,"0,00","0,00",0,"0,00"
2016,País Vasco,Guipúzcoa,State,0,0,"0,00",0
2016,País Vasco,Guipúzcoa,provincial,"45,04","78,38",0,"107,20"
2016,País Vasco,Guipúzcoa,provincial,0,0,"1.183,07",0
2016,País Vasco,Vizcaya,CCAA,"0,00","0,00",0,"0,00"
2016,País Vasco,Vizcaya,CCAA,0,0,"0,00",0
2016,País Vasco,Vizcaya,State,"0,00","0,00",0,"22,40"
2016,País Vasco,Vizcaya,State,0,0,"0,00",0
2016,País Vasco,Vizcaya,provincial,"104,39","39,10",0,"50,00"
2016,País Vasco,Vizcaya,provincial,0,0,"1.093,37",0
2016,País Vasco,Álava,CCAA,"0,00","0,00",0,"0,00"
2016,País Vasco,Álava,CCAA,0,0,"0,00",0
2016,País Vasco,Álava,State,"0,00","0,00",0,"60,89"
2016,País Vasco,Álava,State,0,0,"0,00",0
2016,País Vasco,Álava,provincial,"91,97","10,61",0,"14,23"
2016,País Vasco,Álava,provincial,0,0,"1.279,57",0
2016,La Rioja,"Rioja, La",CCAA,"0,00","3,00",0,"0,00"
2016,La Rioja,"Rioja, La",CCAA,0,0,"1.433,00",0
2016,La Rioja,"Rioja, La",State,"62,13","1,15",0,"119,10"
2016,La Rioja,"Rioja, La",State,0,0,"260,57",0
2016,La Rioja,"Rioja, La",provincial,"0,00","0,00",0,"0,00"
2016,La Rioja,"Rioja, La",provincial,0,0,"0,00",0
2017,Andalucía,Almería,CCAA,"117,42","2,41",0,"0,00"
2017,Andalucía,Almería,CCAA,0,0,"696,19",0
2017,Andalucía,Almería,State,"203,50","1,12",0,"28,19"
2017,Andalucía,Almería,State,0,0,"135,98",0
2017,Andalucía,Almería,provincial,"0,00","0,00",0,"0,00"
2017,Andalucía,Almería,provincial,0,0,"1.171,00",0
2017,Andalucía,Cádiz,CCAA,"155,39","6,46",0,"0,00"
2017,Andalucía,Cádiz,CCAA,0,0,"872,31",0
2017,Andalucía,Cádiz,State,"120,13","33,43",0,"47,80"
2017,Andalucía,Cádiz,State,0,0,"125,33",0
2017,Andalucía,Cádiz,provincial,"0,00","0,00",0,"0,00"
2017,Andalucía,Cádiz,provincial,0,0,"806,68",0
2017,Andalucía,Córdoba,CCAA,"9,97","17,44",0,"0,00"
2017,Andalucía,Córdoba,CCAA,0,0,"1.619,52",0
2017,Andalucía,Córdoba,State,"176,73","0,65",0,"0,00"
2017,Andalucía,Córdoba,State,0,0,"423,69",0
2017,Andalucía,Córdoba,provincial,"0,00","0,00",0,"0,00"
2017,Andalucía,Córdoba,provincial,0,0,"1.808,08",0
2017,Andalucía,Granada,CCAA,"235,69","11,81",0,"0,00"
2017,Andalucía,Granada,CCAA,0,0,"1.384,28",0
2017,Andalucía,Granada,State,"189,88","1,96",0,"0,00"
2017,Andalucía,Granada,State,0,0,"194,58",0
2017,Andalucía,Granada,provincial,"0,00","4,07",0,"0,00"
2017,Andalucía,Granada,provincial,0,0,"1.260,62",0
2017,Andalucía,Huelva,CCAA,"33,29","6,42",0,"0,00"
2017,Andalucía,Huelva,CCAA,0,0,"729,71",0
2017,Andalucía,Huelva,State,"136,42","11,78",0,"0,00"
2017,Andalucía,Huelva,State,0,0,"315,58",0
2017,Andalucía,Huelva,provincial,"0,00","0,00",0,"0,00"
2017,Andalucía,Huelva,provincial,0,0,"840,01",0
2017,Andalucía,Jaén,CCAA,"73,39","5,70",0,"0,00"
2017,Andalucía,Jaén,CCAA,0,0,"1.399,36",0
2017,Andalucía,Jaén,State,"201,97","0,00",0,"0,00"
2017,Andalucía,Jaén,State,0,0,"253,06",0
2017,Andalucía,Jaén,provincial,"0,00","0,00",0,"0,00"
2017,Andalucía,Jaén,provincial,0,0,"901,76",0
2017,Andalucía,Málaga,CCAA,"97,10","11,36",0,"0,00"
2017,Andalucía,Málaga,CCAA,0,0,"1.177,66",0
2017,Andalucía,Málaga,State,"218,74","23,49",0,"122,09"
2017,Andalucía,Málaga,State,0,0,"37,56",0
2017,Andalucía,Málaga,provincial,"0,00","0,00",0,"0,00"
2017,Andalucía,Málaga,provincial,0,0,"859,60",0
2017,Andalucía,Sevilla,CCAA,"156,77","41,45",0,"0,00"
2017,Andalucía,Sevilla,CCAA,0,0,"1.706,41",0
2017,Andalucía,Sevilla,State,"234,35","18,97",0,"50,95"
2017,Andalucía,Sevilla,State,0,0,"142,46",0
2017,Andalucía,Sevilla,provincial,"0,00","9,74",0,"0,00"
2017,Andalucía,Sevilla,provincial,0,0,"1.467,89",0
2017,Aragón,Huesca,CCAA,"0,00","0,00",0,"0,00"
2017,Aragón,Huesca,CCAA,0,0,"2.076,00",0
2017,Aragón,Huesca,State,"156,53","0,00",0,"49,71"
2017,Aragón,Huesca,State,0,0,"685,07",0
2017,Aragón,Huesca,provincial,"0,00","0,00",0,"0,00"
2017,Aragón,Huesca,provincial,0,0,"1.386,00",0
2017,Aragón,Teruel,CCAA,"0,00","0,00",0,"0,00"
2017,Aragón,Teruel,CCAA,0,0,"1.628,21",0
2017,Aragón,Teruel,State,"140,12","1,34",0,"0,00"
2017,Aragón,Teruel,State,0,0,"544,78",0
2017,Aragón,Teruel,provincial,"0,00","0,00",0,"0,00"
2017,Aragón,Teruel,provincial,0,0,"963,00",0
2017,Aragón,Zaragoza,CCAA,"5,28","9,41",0,"0,00"
2017,Aragón,Zaragoza,CCAA,0,0,"2.043,36",0
2017,Aragón,Zaragoza,State,"329,75","42,40",0,"107,02"
2017,Aragón,Zaragoza,State,0,0,"504,74",0
2017,Aragón,Zaragoza,provincial,"0,00","3,15",0,"0,00"
2017,Aragón,Zaragoza,provincial,0,0,"1.016,75",0
2017,Asturias,Asturias,CCAA,"74,45","7,02",0,"0,00"
2017,Asturias,Asturias,CCAA,0,0,"4.111,21",0
2017,Asturias,Asturias,State,"357,87","5,37",0,"21,86"
2017,Asturias,Asturias,State,0,0,"466,00",0
2017,Asturias,Asturias,provincial,"0,00","0,00",0,"0,00"
2017,Asturias,Asturias,provincial,0,0,"0,00",0
2017,Islas Baleares,Baleares,CCAA,"0,00","0,00",0,"0,00"
2017,Islas Baleares,Baleares,CCAA,0,0,"0,00",0
2017,Islas Baleares,Baleares,State,"0,00","0,00",0,"0,00"
2017,Islas Baleares,Baleares,State,0,0,"0,00",0
2017,Islas Baleares,Baleares,provincial,"93,52","97,11",0,"0,00"
2017,Islas Baleares,Baleares,provincial,0,0,"2.106,07",0
2017,Canarias,"Palmas, Las",CCAA,"0,00","0,00",0,"0,00"
2017,Canarias,"Palmas, Las",CCAA,0,0,"0,00",0
2017,Canarias,"Palmas, Las",State,"0,00","0,00",0,"0,00"
2017,Canarias,"Palmas, Las",State,0,0,"0,00",0
2017,Canarias,"Palmas, Las",provincial,"128,93","76,06",0,"0,00"
2017,Canarias,"Palmas, Las",provincial,0,0,"1.757,31",0
2017,Canarias,"Tenerife, S.C.",CCAA,"0,00","0,00",0,"0,00"
2017,Canarias,"Tenerife, S.C.",CCAA,0,0,"0,00",0
2017,Canarias,"Tenerife, S.C.",State,"0,00","0,00",0,"0,00"
2017,Canarias,"Tenerife, S.C.",State,0,0,"0,00",0
2017,Canarias,"Tenerife, S.C.",provincial,"141,76","44,54",0,"0,00"
2017,Canarias,"Tenerife, S.C.",provincial,0,0,"2.099,95",0
2017,Cantabria,Cantabria,CCAA,"0,00","0,00",0,"0,00"
2017,Cantabria,Cantabria,CCAA,0,0,"1.987,97",0
2017,Cantabria,Cantabria,State,"254,91","2,95",0,"0,00"
2017,Cantabria,Cantabria,State,0,0,"320,45",0
2017,Cantabria,Cantabria,provincial,"0,00","0,00",0,"0,00"
2017,Cantabria,Cantabria,provincial,0,0,"0,00",0
2017,Castilla-La Mancha,Albacete,CCAA,"0,00","3,97",0,"0,00"
2017,Castilla-La Mancha,Albacete,CCAA,0,0,"1.612,62",0
2017,Castilla-La Mancha,Albacete,State,"281,28","0,00",0,"0,00"
2017,Castilla-La Mancha,Albacete,State,0,0,"418,07",0
2017,Castilla-La Mancha,Albacete,provincial,"0,00","0,00",0,"0,00"
2017,Castilla-La Mancha,Albacete,provincial,0,0,"1.407,00",0
2017,Castilla-La Mancha,Ciudad Real,CCAA,"80,96","3,82",0,"0,00"
2017,Castilla-La Mancha,Ciudad Real,CCAA,0,0,"1.720,13",0
2017,Castilla-La Mancha,Ciudad Real,State,"258,47","5,98",0,"0,00"
2017,Castilla-La Mancha,Ciudad Real,State,0,0,"457,90",0
2017,Castilla-La Mancha,Ciudad Real,provincial,"0,00","0,00",0,"0,00"
2017,Castilla-La Mancha,Ciudad Real,provincial,0,0,"1.727,00",0
2017,Castilla-La Mancha,Cuenca,CCAA,"0,00","0,00",0,"0,00"
2017,Castilla-La Mancha,Cuenca,CCAA,0,0,"1.718,81",0
2017,Castilla-La Mancha,Cuenca,State,"346,21","0,00",0,"49,83"
2017,Castilla-La Mancha,Cuenca,State,0,0,"582,75",0
2017,Castilla-La Mancha,Cuenca,provincial,"0,00","0,00",0,"0,00"
2017,Castilla-La Mancha,Cuenca,provincial,0,0,"1.557,20",0
2017,Castilla-La Mancha,Guadalajara,CCAA,"9,26","0,00",0,"0,00"
2017,Castilla-La Mancha,Guadalajara,CCAA,0,0,"1.461,81",0
2017,Castilla-La Mancha,Guadalajara,State,"99,67","0,69",0,"24,02"
2017,Castilla-La Mancha,Guadalajara,State,0,0,"291,78",0
2017,Castilla-La Mancha,Guadalajara,provincial,"0,00","0,00",0,"0,00"
2017,Castilla-La Mancha,Guadalajara,provincial,0,0,"1.568,00",0
2017,Castilla-La Mancha,Toledo,CCAA,"146,31","0,00",0,"0,00"
2017,Castilla-La Mancha,Toledo,CCAA,0,0,"1.923,40",0
2017,Castilla-La Mancha,Toledo,State,"378,68","9,54",0,"140,27"
2017,Castilla-La Mancha,Toledo,State,0,0,"363,85",0
2017,Castilla-La Mancha,Toledo,provincial,"0,00","0,00",0,"0,00"
2017,Castilla-La Mancha,Toledo,provincial,0,0,"956,00",0
2017,Castilla y León,Burgos,CCAA,"46,75","5,88",0,"0,00"
2017,Castilla y León,Burgos,CCAA,0,0,"1.767,35",0
2017,Castilla y León,Burgos,State,"211,37","19,18",0,"76,29"
2017,Castilla y León,Burgos,State,0,0,"673,39",0
2017,Castilla y León,Burgos,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Burgos,provincial,0,0,"2.289,44",0
2017,Castilla y León,León,CCAA,"68,14","5,79",0,"0,00"
2017,Castilla y León,León,CCAA,0,0,"1.705,33",0
2017,Castilla y León,León,State,"231,66","15,79",0,"93,68"
2017,Castilla y León,León,State,0,0,"583,33",0
2017,Castilla y León,León,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,León,provincial,0,0,"3.310,32",0
2017,Castilla y León,Palencia,CCAA,"62,30","0,00",0,"0,00"
2017,Castilla y León,Palencia,CCAA,0,0,"1.468,39",0
2017,Castilla y León,Palencia,State,"193,33","0,00",0,"0,00"
2017,Castilla y León,Palencia,State,0,0,"247,01",0
2017,Castilla y León,Palencia,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Palencia,provincial,0,0,"1.035,08",0
2017,Castilla y León,Salamanca,CCAA,"0,00","0,00",0,"0,00"
2017,Castilla y León,Salamanca,CCAA,0,0,"1.263,45",0
2017,Castilla y León,Salamanca,State,"300,43","8,64",0,"0,00"
2017,Castilla y León,Salamanca,State,0,0,"264,08",0
2017,Castilla y León,Salamanca,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Salamanca,provincial,0,0,"2.279,69",0
2017,Castilla y León,Segovia,CCAA,"64,48","6,30",0,"0,00"
2017,Castilla y León,Segovia,CCAA,0,0,"694,77",0
2017,Castilla y León,Segovia,State,"47,04","1,86",0,"69,47"
2017,Castilla y León,Segovia,State,0,0,"249,99",0
2017,Castilla y León,Segovia,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Segovia,provincial,0,0,"1.229,35",0
2017,Castilla y León,Soria,CCAA,"0,00","0,00",0,"0,00"
2017,Castilla y León,Soria,CCAA,0,0,"898,81",0
2017,Castilla y León,Soria,State,"131,74","1,85",0,"0,00"
2017,Castilla y León,Soria,State,0,0,"407,27",0
2017,Castilla y León,Soria,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Soria,provincial,0,0,"1.891,95",0
2017,Castilla y León,Valladolid,CCAA,"40,73","0,00",0,"0,00"
2017,Castilla y León,Valladolid,CCAA,0,0,"1.045,33",0
2017,Castilla y León,Valladolid,State,"261,84","16,45",0,"0,00"
2017,Castilla y León,Valladolid,State,0,0,"268,69",0
2017,Castilla y León,Valladolid,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Valladolid,provincial,0,0,"1.435,00",0
2017,Castilla y León,Zamora,CCAA,"0,00","0,00",0,"0,00"
2017,Castilla y León,Zamora,CCAA,0,0,"1.148,48",0
2017,Castilla y León,Zamora,State,"333,69","16,97",0,"0,00"
2017,Castilla y León,Zamora,State,0,0,"421,90",0
2017,Castilla y León,Zamora,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Zamora,provincial,0,0,"1.571,00",0
2017,Castilla y León,Ávila,CCAA,"0,00","0,00",0,"0,00"
2017,Castilla y León,Ávila,CCAA,0,0,"986,37",0
2017,Castilla y León,Ávila,State,"86,97","3,24",0,"37,40"
2017,Castilla y León,Ávila,State,0,0,"346,39",0
2017,Castilla y León,Ávila,provincial,"0,00","0,00",0,"0,00"
2017,Castilla y León,Ávila,provincial,0,0,"1.065,00",0
2017,Cataluña,Barcelona,CCAA,"287,88","54,16",0,"159,45"
2017,Cataluña,Barcelona,CCAA,0,0,"1.544,83",0
2017,Cataluña,Barcelona,State,"142,73","1,05",0,"118,93"
2017,Cataluña,Barcelona,State,0,0,"44,04",0
2017,Cataluña,Barcelona,provincial,"0,00","0,00",0,"0,00"
2017,Cataluña,Barcelona,provincial,0,0,"1.569,50",0
2017,Cataluña,Gerona,CCAA,"90,00","21,83",0,"0,00"
2017,Cataluña,Gerona,CCAA,0,0,"1.127,08",0
2017,Cataluña,Gerona,State,"32,98","7,56",0,"92,62"
2017,Cataluña,Gerona,State,0,0,"275,34",0
2017,Cataluña,Gerona,provincial,"0,00","2,59",0,"0,00"
2017,Cataluña,Gerona,provincial,0,0,"782,81",0
2017,Cataluña,Lérida,CCAA,"28,38","0,00",0,"0,00"
2017,Cataluña,Lérida,CCAA,0,0,"1.519,96",0
2017,Cataluña,Lérida,State,"133,84","9,71",0,"60,47"
2017,Cataluña,Lérida,State,0,0,"314,06",0
2017,Cataluña,Lérida,provincial,"0,00","0,00",0,"0,00"
2017,Cataluña,Lérida,provincial,0,0,"812,96",0
2017,Cataluña,Tarragona,CCAA,"23,06","22,55",0,"10,59"
2017,Cataluña,Tarragona,CCAA,0,0,"1.071,39",0
2017,Cataluña,Tarragona,State,"89,37","13,05",0,"191,13"
2017,Cataluña,Tarragona,State,0,0,"270,03",0
2017,Cataluña,Tarragona,provincial,"0,00","8,10",0,"0,00"
2017,Cataluña,Tarragona,provincial,0,0,"1.080,39",0
2017,Ceuta,Ceuta,CCAA,"0,00","0,00",0,"0,00"
2017,Ceuta,Ceuta,CCAA,0,0,"18,00",0
2017,Ceuta,Ceuta,State,"0,00","1,37",0,"0,00"
2017,Ceuta,Ceuta,State,0,0,"18,83",0
2017,Ceuta,Ceuta,provincial,"0,00","0,00",0,"0,00"
2017,Ceuta,Ceuta,provincial,0,0,"0,00",0
2017,C. Valenciana,Alicante,CCAA,"15,63","57,89",0,"0,00"
2017,C. Valenciana,Alicante,CCAA,0,0,"909,86",0
2017,C. Valenciana,Alicante,State,"231,07","61,87",0,"159,46"
2017,C. Valenciana,Alicante,State,0,0,"207,63",0
2017,C. Valenciana,Alicante,provincial,"0,00","8,88",0,"0,00"
2017,C. Valenciana,Alicante,provincial,0,0,"972,19",0
2017,C. Valenciana,Castellón,CCAA,"46,04","45,82",0,"0,00"
2017,C. Valenciana,Castellón,CCAA,0,0,"875,71",0
2017,C. Valenciana,Castellón,State,"72,54","2,22",0,"119,88"
2017,C. Valenciana,Castellón,State,0,0,"282,35",0
2017,C. Valenciana,Castellón,provincial,"0,00","0,00",0,"0,00"
2017,C. Valenciana,Castellón,provincial,0,0,"774,88",0
2017,C. Valenciana,Valencia,CCAA,"85,99","51,72",0,"0,00"
2017,C. Valenciana,Valencia,CCAA,0,0,"676,36",0
2017,C. Valenciana,Valencia,State,"367,86","3,33",0,"87,78"
2017,C. Valenciana,Valencia,State,0,0,"335,27",0
2017,C. Valenciana,Valencia,provincial,"0,00","15,34",0,"0,00"
2017,C. Valenciana,Valencia,provincial,0,0,"1.855,16",0
2017,Extremadura,Badajoz,CCAA,"17,00","21,00",0,"0,00"
2017,Extremadura,Badajoz,CCAA,0,0,"2.094,21",0
2017,Extremadura,Badajoz,State,"242,12","14,97",0,"0,00"
2017,Extremadura,Badajoz,State,0,0,"575,17",0
2017,Extremadura,Badajoz,provincial,"0,00","0,00",0,"0,00"
