year,region,province,owner,free_motorways,multiple_road,single_road,toll_motorways
2014,Extremadura,Badajoz,State,"239,00","16,00",0,"0,00"
2014,Extremadura,Badajoz,State,0,0,"572,00",0
2014,Extremadura,Badajoz,provincial,0,0,"1.917,29",0
2014,Extremadura,Cáceres,CCAA,"107,10","10,64",0,0
2014,Extremadura,Cáceres,CCAA,0,0,"1.574,07",0
2014,Extremadura,Cáceres,State,"337,00","20,00",0,"0,00"
2014,Extremadura,Cáceres,State,0,0,"409,00",0
2014,Extremadura,Cáceres,provincial,0,0,"1.835,00",0
2014,Galicia,"Coruña, A",CCAA,"102,04","2,55",0,"33,30"
2014,Galicia,"Coruña, A",CCAA,0,0,"1.579,44",0
2014,Galicia,"Coruña, A",State,"68,00","53,00",0,"146,00"
2014,Galicia,"Coruña, A",State,0,0,"280,00",0
2014,Galicia,"Coruña, A",provincial,0,0,"2.117,00",0
2014,Galicia,Lugo,CCAA,"16,16","2,41",0,0
2014,Galicia,Lugo,CCAA,0,0,"1.438,93",0
2014,Galicia,Lugo,State,"196,00","11,00",0,"0,00"
2014,Galicia,Lugo,State,0,0,"506,00",0
2014,Galicia,Lugo,provincial,0,0,"4.208,00",0
2014,Galicia,Orense,CCAA,"47,97","3,07",0,0
2014,Galicia,Orense,CCAA,0,0,"981,10",0
2014,Galicia,Orense,State,"168,00","8,00",0,"0,00"
2014,Galicia,Orense,State,0,0,"345,00",0
2014,Galicia,Orense,provincial,0,0,"1.840,07",0
2014,Galicia,Pontevedra,CCAA,"24,98","6,44",0,"20,98"
2014,Galicia,Pontevedra,CCAA,0,0,"1.243,10",0
2014,Galicia,Pontevedra,State,"80,00","6,00",0,"127,00"
2014,Galicia,Pontevedra,State,0,0,"317,00",0
2014,Galicia,Pontevedra,provincial,0,0,"1.686,00",0
2014,Madrid,Madrid,CCAA,"128,16","201,41",0,0
2014,Madrid,Madrid,CCAA,0,0,"2.243,32",0
2014,Madrid,Madrid,State,"494,00","7,00",0,"161,00"
2014,Madrid,Madrid,State,0,0,"106,00",0
2014,Melilla,Melilla,CCAA,0,"0,53",0,0
2014,Melilla,Melilla,CCAA,0,0,"17,36",0
2014,Melilla,Melilla,State,"0,00","1,00",0,"0,00"
2014,Melilla,Melilla,State,0,0,"9,00",0
2014,Murcia,Murcia,CCAA,"167,40","80,10",0,0
2014,Murcia,Murcia,CCAA,0,0,"2.708,96",0
2014,Murcia,Murcia,State,"287,00","12,00",0,"115,00"
2014,Murcia,Murcia,State,0,0,"142,00",0
2014,Navarra,Navarra,CCAA,"233,78","25,60",0,"98,88"
2014,Navarra,Navarra,CCAA,0,0,"3.470,58",0
2014,Navarra,Navarra,State,"0,00","0,00",0,"39,00"
2014,Navarra,Navarra,State,0,0,"0,00",0
2014,País Vasco,Guipúzcoa,State,"0,00","0,00",0,"0,00"
2014,País Vasco,Guipúzcoa,State,0,0,"0,00",0
2014,País Vasco,Guipúzcoa,provincial,"42,64","78,38",0,"95,64"
2014,País Vasco,Guipúzcoa,provincial,0,0,"1.183,07",0
2014,País Vasco,Vizcaya,State,"0,00","0,00",0,"22,00"
2014,País Vasco,Vizcaya,State,0,0,"0,00",0
2014,País Vasco,Vizcaya,provincial,"96,83","36,83",0,"50,00"
2014,País Vasco,Vizcaya,provincial,0,0,"1.100,49",0
2014,País Vasco,Álava,State,"0,00","0,00",0,"61,00"
2014,País Vasco,Álava,State,0,0,"0,00",0
2014,País Vasco,Álava,provincial,"91,87","11,96",0,"14,23"
2014,País Vasco,Álava,provincial,0,0,"1.283,98",0
2014,La Rioja,"Rioja, La",CCAA,0,"3,00",0,0
2014,La Rioja,"Rioja, La",CCAA,0,0,"1.433,00",0
2014,La Rioja,"Rioja, La",State,"57,00","1,00",0,"119,00"
2014,La Rioja,"Rioja, La",State,0,0,"255,00",0
2015,Andalucía,Almería,CCAA,"110,42","2,41",0,0
2015,Andalucía,Almería,CCAA,0,0,"703,64",0
2015,Andalucía,Almería,State,"203,50","1,12",0,"28,19"
2015,Andalucía,Almería,State,0,0,"140,06",0
2015,Andalucía,Almería,provincial,0,0,"1.174,00",0
2015,Andalucía,Cádiz,CCAA,"138,09","23,76",0,0
2015,Andalucía,Cádiz,CCAA,0,0,"873,40",0
2015,Andalucía,Cádiz,State,"123,90","33,96",0,"47,80"
2015,Andalucía,Cádiz,State,0,0,"113,45",0
2015,Andalucía,Cádiz,provincial,0,0,"806,68",0
2015,Andalucía,Córdoba,CCAA,"9,97","17,44",0,0
2015,Andalucía,Córdoba,CCAA,0,0,"1.619,52",0
2015,Andalucía,Córdoba,State,"174,18","5,01",0,"0,00"
2015,Andalucía,Córdoba,State,0,0,"417,53",0
2015,Andalucía,Córdoba,provincial,0,0,"1.806,61",0
2015,Andalucía,Granada,CCAA,"235,69","11,81",0,0
2015,Andalucía,Granada,CCAA,0,0,"1.388,16",0
2015,Andalucía,Granada,State,"184,54","2,72",0,"0,00"
2015,Andalucía,Granada,State,0,0,"183,16",0
2015,Andalucía,Granada,provincial,0,"4,07",0,0
2015,Andalucía,Granada,provincial,0,0,"1.260,63",0
2015,Andalucía,Huelva,CCAA,"33,29","6,42",0,0
2015,Andalucía,Huelva,CCAA,0,0,"731,45",0
2015,Andalucía,Huelva,State,"136,42","11,44",0,"0,00"
2015,Andalucía,Huelva,State,0,0,"299,16",0
2015,Andalucía,Huelva,provincial,0,0,"840,01",0
2015,Andalucía,Jaén,CCAA,"77,22","1,87",0,0
2015,Andalucía,Jaén,CCAA,0,0,"1.402,45",0
2015,Andalucía,Jaén,State,"202,92","0,00",0,"0,00"
2015,Andalucía,Jaén,State,0,0,"257,23",0
2015,Andalucía,Jaén,provincial,0,0,"1.564,87",0
2015,Andalucía,Málaga,CCAA,"97,10","11,36",0,0
2015,Andalucía,Málaga,CCAA,0,0,"1.174,82",0
2015,Andalucía,Málaga,State,"218,74","29,68",0,"122,09"
2015,Andalucía,Málaga,State,0,0,"31,37",0
2015,Andalucía,Málaga,provincial,0,0,"859,60",0
2015,Andalucía,Sevilla,CCAA,"156,77","41,45",0,0
2015,Andalucía,Sevilla,CCAA,0,0,"1.706,41",0
2015,Andalucía,Sevilla,State,"232,91","21,49",0,"50,95"
2015,Andalucía,Sevilla,State,0,0,"144,28",0
2015,Andalucía,Sevilla,provincial,0,"10,85",0,0
2015,Andalucía,Sevilla,provincial,0,0,"1.477,47",0
2015,Aragón,Huesca,CCAA,0,0,"2.042,53",0
2015,Aragón,Huesca,State,"155,96","0,57",0,"49,71"
2015,Aragón,Huesca,State,0,0,"668,66",0
2015,Aragón,Huesca,provincial,0,0,"1.386,00",0
2015,Aragón,Teruel,CCAA,0,0,"1.628,21",0
2015,Aragón,Teruel,State,"140,10","2,73",0,"0,00"
2015,Aragón,Teruel,State,0,0,"530,89",0
2015,Aragón,Teruel,provincial,0,0,"963,00",0
2015,Aragón,Zaragoza,CCAA,"5,28","9,41",0,0
2015,Aragón,Zaragoza,CCAA,0,0,"2.043,36",0
2015,Aragón,Zaragoza,State,"310,66","51,51",0,"107,02"
2015,Aragón,Zaragoza,State,0,0,"508,48",0
2015,Aragón,Zaragoza,provincial,0,"3,15",0,0
2015,Aragón,Zaragoza,provincial,0,0,"1.016,75",0
2015,Asturias,Asturias,CCAA,"74,45","7,02",0,0
2015,Asturias,Asturias,CCAA,0,0,"4.111,21",0
2015,Asturias,Asturias,State,"357,84","5,85",0,"21,86"
2015,Asturias,Asturias,State,0,0,"473,14",0
2015,Islas Baleares,Baleares,State,"0,00","0,00",0,"0,00"
2015,Islas Baleares,Baleares,State,0,0,"0,00",0
2015,Islas Baleares,Baleares,provincial,"93,52","97,12",0,0
2015,Islas Baleares,Baleares,provincial,0,0,"1.964,73",0
2015,Canarias,"Palmas, Las",State,"0,00","0,00",0,"0,00"
2015,Canarias,"Palmas, Las",State,0,0,"0,00",0
2015,Canarias,"Palmas, Las",provincial,"110,82","76,06",0,0
2015,Canarias,"Palmas, Las",provincial,0,0,"1.752,45",0
2015,Canarias,"Tenerife, S.C.",State,"0,00","0,00",0,"0,00"
2015,Canarias,"Tenerife, S.C.",State,0,0,"0,00",0
2015,Canarias,"Tenerife, S.C.",provincial,"135,06","13,00",0,"0,00"
2015,Canarias,"Tenerife, S.C.",provincial,0,0,"2.168,03",0
2015,Cantabria,Cantabria,CCAA,0,0,"1.994,81",0
2015,Cantabria,Cantabria,State,"254,91","2,95",0,"0,00"
2015,Cantabria,Cantabria,State,0,0,"329,22",0
2015,Castilla-La Mancha,Albacete,CCAA,0,0,"1.612,62",0
2015,Castilla-La Mancha,Albacete,State,"280,90","0,00",0,"0,00"
2015,Castilla-La Mancha,Albacete,State,0,0,"420,40",0
2015,Castilla-La Mancha,Albacete,provincial,0,0,"1.408,79",0
2015,Castilla-La Mancha,Ciudad Real,CCAA,"80,96","3,82",0,0
2015,Castilla-La Mancha,Ciudad Real,CCAA,0,0,"1.720,13",0
2015,Castilla-La Mancha,Ciudad Real,State,"256,82","7,63",0,"0,00"
2015,Castilla-La Mancha,Ciudad Real,State,0,0,"460,60",0
2015,Castilla-La Mancha,Ciudad Real,provincial,0,0,"1.724,00",0
2015,Castilla-La Mancha,Cuenca,CCAA,0,0,"1.718,81",0
2015,Castilla-La Mancha,Cuenca,State,"346,21","0,00",0,"49,83"
2015,Castilla-La Mancha,Cuenca,State,0,0,"584,36",0
2015,Castilla-La Mancha,Cuenca,provincial,0,0,"1.557,20",0
2015,Castilla-La Mancha,Guadalajara,CCAA,"9,26",0,0,0
2015,Castilla-La Mancha,Guadalajara,CCAA,0,0,"1.461,81",0
2015,Castilla-La Mancha,Guadalajara,State,"99,67","0,69",0,"24,02"
2015,Castilla-La Mancha,Guadalajara,State,0,0,"291,78",0
2015,Castilla-La Mancha,Guadalajara,provincial,0,0,"1.568,00",0
2015,Castilla-La Mancha,Toledo,CCAA,"145,51",0,0,0
2015,Castilla-La Mancha,Toledo,CCAA,0,0,"1.923,40",0
2015,Castilla-La Mancha,Toledo,State,"378,68","9,54",0,"140,27"
2015,Castilla-La Mancha,Toledo,State,0,0,"363,85",0
2015,Castilla-La Mancha,Toledo,provincial,0,0,"956,00",0
2015,Castilla y León,Burgos,CCAA,"46,75","5,88",0,0
2015,Castilla y León,Burgos,CCAA,0,0,"1.765,70",0
2015,Castilla y León,Burgos,State,"198,39","15,31",0,"76,29"
2015,Castilla y León,Burgos,State,0,0,"657,95",0
2015,Castilla y León,Burgos,provincial,0,0,"2.289,44",0
2015,Castilla y León,León,CCAA,"67,89","5,79",0,0
2015,Castilla y León,León,CCAA,0,0,"1.715,20",0
2015,Castilla y León,León,State,"231,66","21,60",0,"93,68"
2015,Castilla y León,León,State,0,0,"588,61",0
2015,Castilla y León,León,provincial,0,0,"3.310,32",0
2015,Castilla y León,Palencia,CCAA,"62,30",0,0,0
2015,Castilla y León,Palencia,CCAA,0,0,"1.467,75",0
2015,Castilla y León,Palencia,State,"193,33","0,00",0,"0,00"
2015,Castilla y León,Palencia,State,0,0,"247,01",0
2015,Castilla y León,Palencia,provincial,0,0,"1.034,59",0
2015,Castilla y León,Salamanca,CCAA,0,0,"1.263,45",0
2015,Castilla y León,Salamanca,State,"300,43","8,38",0,"0,00"
2015,Castilla y León,Salamanca,State,0,0,"264,53",0
2015,Castilla y León,Salamanca,provincial,0,0,"2.137,00",0
2015,Castilla y León,Segovia,CCAA,"64,48","6,30",0,0
2015,Castilla y León,Segovia,CCAA,0,0,"703,30",0
2015,Castilla y León,Segovia,State,"47,04","1,86",0,"69,47"
2015,Castilla y León,Segovia,State,0,0,"248,69",0
2015,Castilla y León,Segovia,provincial,0,0,"1.229,35",0
2015,Castilla y León,Soria,CCAA,0,0,"898,77",0
2015,Castilla y León,Soria,State,"131,74","1,85",0,"0,00"
2015,Castilla y León,Soria,State,0,0,"407,27",0
2015,Castilla y León,Soria,provincial,0,0,"1.890,73",0
2015,Castilla y León,Valladolid,CCAA,"40,73",0,0,0
2015,Castilla y León,Valladolid,CCAA,0,0,"1.046,92",0
2015,Castilla y León,Valladolid,State,"264,66","14,29",0,"0,00"
2015,Castilla y León,Valladolid,State,0,0,"268,92",0
2015,Castilla y León,Valladolid,provincial,0,0,"1.433,00",0
2015,Castilla y León,Zamora,CCAA,0,0,"1.148,48",0
2015,Castilla y León,Zamora,State,"336,39","13,22",0,"0,00"
2015,Castilla y León,Zamora,State,0,0,"423,12",0
2015,Castilla y León,Zamora,provincial,0,0,"1.592,06",0
2015,Castilla y León,Ávila,CCAA,0,0,"987,57",0
2015,Castilla y León,Ávila,State,"86,97","3,24",0,"37,40"
2015,Castilla y León,Ávila,State,0,0,"346,39",0
2015,Castilla y León,Ávila,provincial,0,0,"1.065,00",0
2015,Cataluña,Barcelona,CCAA,"287,88","53,13",0,"159,45"
2015,Cataluña,Barcelona,CCAA,0,0,"1.580,28",0
2015,Cataluña,Barcelona,State,"139,19","1,05",0,"118,93"
2015,Cataluña,Barcelona,State,0,0,"49,22",0
2015,Cataluña,Barcelona,provincial,0,0,"1.569,50",0
2015,Cataluña,Gerona,CCAA,"90,00","21,83",0,0
2015,Cataluña,Gerona,CCAA,0,0,"1.129,92",0
2015,Cataluña,Gerona,State,"32,98","6,34",0,"92,62"
2015,Cataluña,Gerona,State,0,0,"279,78",0
2015,Cataluña,Gerona,provincial,0,"2,59",0,0
2015,Cataluña,Gerona,provincial,0,0,"777,76",0
2015,Cataluña,Lérida,CCAA,"28,38",0,0,0
2015,Cataluña,Lérida,CCAA,0,0,"1.528,66",0
2015,Cataluña,Lérida,State,"127,86","10,65",0,"60,47"
2015,Cataluña,Lérida,State,0,0,"318,50",0
2015,Cataluña,Lérida,provincial,0,0,"815,46",0
2015,Cataluña,Tarragona,CCAA,"23,06","22,55",0,"10,59"
2015,Cataluña,Tarragona,CCAA,0,0,"1.076,57",0
2015,Cataluña,Tarragona,State,"85,66","16,11",0,"191,13"
2015,Cataluña,Tarragona,State,0,0,"283,52",0
2015,Cataluña,Tarragona,provincial,0,"6,22",0,0
2015,Cataluña,Tarragona,provincial,0,0,"1.083,56",0
2015,Ceuta,Ceuta,CCAA,0,0,"18,00",0
2015,Ceuta,Ceuta,State,"0,00","0,00",0,"0,00"
2015,Ceuta,Ceuta,State,0,0,"18,83",0
2015,C. Valenciana,Alicante,CCAA,"15,51","57,99",0,0
2015,C. Valenciana,Alicante,CCAA,0,0,"905,10",0
2015,C. Valenciana,Alicante,State,"234,98","72,82",0,"159,46"
2015,C. Valenciana,Alicante,State,0,0,"205,24",0
2015,C. Valenciana,Alicante,provincial,0,"16,08",0,0
2015,C. Valenciana,Alicante,provincial,0,0,"1.010,17",0
2015,C. Valenciana,Castellón,CCAA,"46,04","45,83",0,0
2015,C. Valenciana,Castellón,CCAA,0,0,"874,68",0
2015,C. Valenciana,Castellón,State,"74,63","3,66",0,"119,88"
2015,C. Valenciana,Castellón,State,0,0,"281,18",0
2015,C. Valenciana,Castellón,provincial,0,0,"774,88",0
2015,C. Valenciana,Valencia,CCAA,"86,05","48,42",0,0
2015,C. Valenciana,Valencia,CCAA,0,0,"671,80",0
2015,C. Valenciana,Valencia,State,"316,45","46,54",0,"87,78"
2015,C. Valenciana,Valencia,State,0,0,"341,47",0
2015,C. Valenciana,Valencia,provincial,0,"9,00",0,0
2015,C. Valenciana,Valencia,provincial,0,0,"1.818,00",0
2015,Extremadura,Badajoz,CCAA,"16,88","16,60",0,0
2015,Extremadura,Badajoz,CCAA,0,0,"2.095,29",0
2015,Extremadura,Badajoz,State,"238,74","15,76",0,"0,00"
2015,Extremadura,Badajoz,State,0,0,"572,40",0
2015,Extremadura,Badajoz,provincial,0,0,"1.917,29",0
2015,Extremadura,Cáceres,CCAA,"107,10","10,64",0,0
2015,Extremadura,Cáceres,CCAA,0,0,"1.574,07",0
2015,Extremadura,Cáceres,State,"337,00","20,18",0,"0,00"
2015,Extremadura,Cáceres,State,0,0,"408,45",0
2015,Extremadura,Cáceres,provincial,0,0,"1.835,83",0
2015,Galicia,"Coruña, A",CCAA,"102,04","2,55",0,"33,30"
2015,Galicia,"Coruña, A",CCAA,0,0,"1.570,67",0
2015,Galicia,"Coruña, A",State,"71,99","54,37",0,"146,32"
2015,Galicia,"Coruña, A",State,0,0,"280,99",0
2015,Galicia,"Coruña, A",provincial,0,0,"2.104,00",0
2015,Galicia,Lugo,CCAA,"16,16","2,41",0,0
2015,Galicia,Lugo,CCAA,0,0,"1.459,78",0
2015,Galicia,Lugo,State,"238,26","11,10",0,"0,00"
2015,Galicia,Lugo,State,0,0,"506,28",0
2015,Galicia,Lugo,provincial,0,0,"4.208,00",0
2015,Galicia,Orense,CCAA,"47,97","3,07",0,0
2015,Galicia,Orense,CCAA,0,0,"976,89",0
2015,Galicia,Orense,State,"168,36","8,20",0,"0,00"
2015,Galicia,Orense,State,0,0,"345,03",0
2015,Galicia,Orense,provincial,0,0,"1.840,07",0
2015,Galicia,Pontevedra,CCAA,"27,34","6,44",0,"20,98"
2015,Galicia,Pontevedra,CCAA,0,0,"1.244,11",0
2015,Galicia,Pontevedra,State,"80,31","7,49",0,"126,71"
2015,Galicia,Pontevedra,State,0,0,"316,18",0
2015,Galicia,Pontevedra,provincial,0,0,"1.686,00",0
2015,Madrid,Madrid,CCAA,"128,16","201,41",0,0
2015,Madrid,Madrid,CCAA,0,0,"2.242,62",0
2015,Madrid,Madrid,State,"493,61","7,05",0,"160,82"
2015,Madrid,Madrid,State,0,0,"104,16",0
2015,Melilla,Melilla,CCAA,0,"0,53",0,0
2015,Melilla,Melilla,CCAA,0,0,"17,36",0
2015,Melilla,Melilla,State,"0,00","1,02",0,"0,00"
2015,Melilla,Melilla,State,0,0,"9,27",0
2015,Murcia,Murcia,CCAA,"167,84","79,68",0,0
2015,Murcia,Murcia,CCAA,0,0,"2.643,12",0
2015,Murcia,Murcia,State,"289,08","12,48",0,"114,64"
2015,Murcia,Murcia,State,0,0,"142,00",0
2015,Navarra,Navarra,CCAA,"235,54","25,60",0,"105,07"
2015,Navarra,Navarra,CCAA,0,0,"3.460,38",0
2015,Navarra,Navarra,State,"0,00","0,00",0,"39,03"
2015,Navarra,Navarra,State,0,0,"0,00",0
2015,País Vasco,Guipúzcoa,State,"0,00","0,00",0,"0,00"
2015,País Vasco,Guipúzcoa,State,0,0,"0,00",0
2015,País Vasco,Guipúzcoa,provincial,"45,04","78,38",0,"107,20"
2015,País Vasco,Guipúzcoa,provincial,0,0,"1.183,07",0
2015,País Vasco,Vizcaya,State,"0,00","0,00",0,"22,40"
2015,País Vasco,Vizcaya,State,0,0,"0,00",0
2015,País Vasco,Vizcaya,provincial,"96,74","39,50",0,"50,00"
2015,País Vasco,Vizcaya,provincial,0,0,"1.098,43",0
2015,País Vasco,Álava,State,"0,00","0,00",0,"60,89"
2015,País Vasco,Álava,State,0,0,"0,00",0
2015,País Vasco,Álava,provincial,"91,97","10,61",0,"14,23"
2015,País Vasco,Álava,provincial,0,0,"1.279,57",0
2015,La Rioja,"Rioja, La",CCAA,0,"3,00",0,0
2015,La Rioja,"Rioja, La",CCAA,0,0,"1.433,00",0
2015,La Rioja,"Rioja, La",State,"61,95","1,38",0,"119,10"
2015,La Rioja,"Rioja, La",State,0,0,"254,63",0
2016,Andalucía,Almería,CCAA,"112,92","3,41",0,"0,00"
2016,Andalucía,Almería,CCAA,0,0,"701,08",0
2016,Andalucía,Almería,State,"203,50","1,12",0,"28,19"
2016,Andalucía,Almería,State,0,0,"136,84",0
2016,Andalucía,Almería,provincial,"0,00","0,00",0,"0,00"
2016,Andalucía,Almería,provincial,0,0,"1.171,00",0
2016,Andalucía,Cádiz,CCAA,"138,09","23,76",0,"0,00"
2016,Andalucía,Cádiz,CCAA,0,0,"872,31",0
2016,Andalucía,Cádiz,State,"120,13","33,43",0,"47,80"
2016,Andalucía,Cádiz,State,0,0,"125,33",0
2016,Andalucía,Cádiz,provincial,"0,00","0,00",0,"0,00"
2016,Andalucía,Cádiz,provincial,0,0,"806,68",0
2016,Andalucía,Córdoba,CCAA,"9,97","17,44",0,"0,00"
2016,Andalucía,Córdoba,CCAA,0,0,"1.619,52",0
2016,Andalucía,Córdoba,State,"176,73","0,65",0,"0,00"
2016,Andalucía,Córdoba,State,0,0,"423,69",0
2016,Andalucía,Córdoba,provincial,"0,00","0,00",0,"0,00"
2016,Andalucía,Córdoba,provincial,0,0,"1.806,61",0
2016,Andalucía,Granada,CCAA,"235,69","11,81",0,"0,00"
2016,Andalucía,Granada,CCAA,0,0,"1.384,28",0
2016,Andalucía,Granada,State,"185,86","1,96",0,"0,00"
2016,Andalucía,Granada,State,0,0,"196,66",0
2016,Andalucía,Granada,provincial,"0,00","4,07",0,"0,00"
2016,Andalucía,Granada,provincial,0,0,"1.260,63",0
2016,Andalucía,Huelva,CCAA,"33,29","6,42",0,"0,00"
2016,Andalucía,Huelva,CCAA,0,0,"731,81",0
2016,Andalucía,Huelva,State,"136,42","11,78",0,"0,00"
2016,Andalucía,Huelva,State,0,0,"315,58",0
2016,Andalucía,Huelva,provincial,"0,00","0,00",0,"0,00"
2016,Andalucía,Huelva,provincial,0,0,"840,01",0
2016,Andalucía,Jaén,CCAA,"73,39","5,70",0,"0,00"
2016,Andalucía,Jaén,CCAA,0,0,"1.399,36",0
2016,Andalucía,Jaén,State,"201,97","0,00",0,"0,00"
2016,Andalucía,Jaén,State,0,0,"258,31",0
2016,Andalucía,Jaén,provincial,"0,00","0,00",0,"0,00"
2016,Andalucía,Jaén,provincial,0,0,"909,33",0
2016,Andalucía,Málaga,CCAA,"97,10","11,36",0,"0,00"
2016,Andalucía,Málaga,CCAA,0,0,"1.180,42",0
2016,Andalucía,Málaga,State,"218,74","23,49",0,"122,09"
2016,Andalucía,Málaga,State,0,0,"37,56",0
2016,Andalucía,Málaga,provincial,"0,00","0,00",0,"0,00"
2016,Andalucía,Málaga,provincial,0,0,"859,60",0
2016,Andalucía,Sevilla,CCAA,"156,77","41,45",0,"0,00"
2016,Andalucía,Sevilla,CCAA,0,0,"1.706,41",0
2016,Andalucía,Sevilla,State,"234,35","20,57",0,"50,95"
2016,Andalucía,Sevilla,State,0,0,"143,98",0
2016,Andalucía,Sevilla,provincial,"0,00","10,85",0,"0,00"
2016,Andalucía,Sevilla,provincial,0,0,"1.473,82",0
2016,Aragón,Huesca,CCAA,"0,00","0,00",0,"0,00"
2016,Aragón,Huesca,CCAA,0,0,"2.042,53",0
2016,Aragón,Huesca,State,"156,53","0,00",0,"49,71"
2016,Aragón,Huesca,State,0,0,"685,07",0
2016,Aragón,Huesca,provincial,"0,00","0,00",0,"0,00"
2016,Aragón,Huesca,provincial,0,0,"1.386,00",0
2016,Aragón,Teruel,CCAA,"0,00","0,00",0,"0,00"
2016,Aragón,Teruel,CCAA,0,0,"1.628,21",0
2016,Aragón,Teruel,State,"140,12","1,34",0,"0,00"
2016,Aragón,Teruel,State,0,0,"544,78",0
2016,Aragón,Teruel,provincial,"0,00","0,00",0,"0,00"
2016,Aragón,Teruel,provincial,0,0,"963,00",0
2016,Aragón,Zaragoza,CCAA,"5,28","9,41",0,"0,00"
2016,Aragón,Zaragoza,CCAA,0,0,"2.043,36",0
2016,Aragón,Zaragoza,State,"329,75","42,40",0,"107,02"
2016,Aragón,Zaragoza,State,0,0,"504,74",0
2016,Aragón,Zaragoza,provincial,"0,00","3,15",0,"0,00"
2016,Aragón,Zaragoza,provincial,0,0,"1.016,75",0
2016,Asturias,Asturias,CCAA,"74,45","7,02",0,"0,00"
2016,Asturias,Asturias,CCAA,0,0,"4.111,21",0
2016,Asturias,Asturias,State,"356,76","5,85",0,"21,86"
2016,Asturias,Asturias,State,0,0,"466,00",0
2016,Asturias,Asturias,provincial,"0,00","0,00",0,"0,00"
2016,Asturias,Asturias,provincial,0,0,"0,00",0
2016,Islas Baleares,Baleares,CCAA,"0,00","0,00",0,"0,00"
2016,Islas Baleares,Baleares,CCAA,0,0,"0,00",0
2016,Islas Baleares,Baleares,State,"0,00","0,00",0,"0,00"
2016,Islas Baleares,Baleares,State,0,0,"0,00",0
2016,Islas Baleares,Baleares,provincial,"93,52","97,12",0,"0,00"
2016,Islas Baleares,Baleares,provincial,0,0,"1.964,73",0
2016,Canarias,"Palmas, Las",CCAA,"0,00","0,00",0,"0,00"
2016,Canarias,"Palmas, Las",CCAA,0,0,"0,00",0
2016,Canarias,"Palmas, Las",State,"0,00","0,00",0,"0,00"
2016,Canarias,"Palmas, Las",State,0,0,"0,00",0
2016,Canarias,"Palmas, Las",provincial,"110,82","76,06",0,"0,00"
2016,Canarias,"Palmas, Las",provincial,0,0,"1.751,63",0
2016,Canarias,"Tenerife, S.C.",CCAA,"0,00","0,00",0,"0,00"
2016,Canarias,"Tenerife, S.C.",CCAA,0,0,"0,00",0
2016,Canarias,"Tenerife, S.C.",State,"0,00","0,00",0,"0,00"
2016,Canarias,"Tenerife, S.C.",State,0,0,"0,00",0
2016,Canarias,"Tenerife, S.C.",provincial,"141,76","38,53",0,"0,00"
2016,Canarias,"Tenerife, S.C.",provincial,0,0,"2.100,03",0
2016,Cantabria,Cantabria,CCAA,"0,00","0,00",0,"0,00"
2016,Cantabria,Cantabria,CCAA,0,0,"1.987,97",0
2016,Cantabria,Cantabria,State,"254,91","2,95",0,"0,00"
2016,Cantabria,Cantabria,State,0,0,"324,68",0
2016,Cantabria,Cantabria,provincial,"0,00","0,00",0,"0,00"
2016,Cantabria,Cantabria,provincial,0,0,"0,00",0
2016,Castilla-La Mancha,Albacete,CCAA,"0,00","0,00",0,"0,00"
2016,Castilla-La Mancha,Albacete,CCAA,0,0,"1.612,62",0
2016,Castilla-La Mancha,Albacete,State,"281,28","0,00",0,"0,00"
2016,Castilla-La Mancha,Albacete,State,0,0,"418,07",0
2016,Castilla-La Mancha,Albacete,provincial,"0,00","0,00",0,"0,00"
2016,Castilla-La Mancha,Albacete,provincial,0,0,"1.407,00",0
2016,Castilla-La Mancha,Ciudad Real,CCAA,"80,96","3,82",0,"0,00"
2016,Castilla-La Mancha,Ciudad Real,CCAA,0,0,"1.720,13",0
2016,Castilla-La Mancha,Ciudad Real,State,"258,47","5,98",0,"0,00"
2016,Castilla-La Mancha,Ciudad Real,State,0,0,"460,60",0
2016,Castilla-La Mancha,Ciudad Real,provincial,"0,00","0,00",0,"0,00"
2016,Castilla-La Mancha,Ciudad Real,provincial,0,0,"1.724,00",0
2016,Castilla-La Mancha,Cuenca,CCAA,"0,00","0,00",0,"0,00"
2016,Castilla-La Mancha,Cuenca,CCAA,0,0,"1.718,81",0
2016,Castilla-La Mancha,Cuenca,State,"346,21","0,00",0,"49,83"
2016,Castilla-La Mancha,Cuenca,State,0,0,"582,75",0
2016,Castilla-La Mancha,Cuenca,provincial,"0,00","0,00",0,"0,00"
2016,Castilla-La Mancha,Cuenca,provincial,0,0,"1.557,20",0
2016,Castilla-La Mancha,Guadalajara,CCAA,"9,26","0,00",0,"0,00"
2016,Castilla-La Mancha,Guadalajara,CCAA,0,0,"1.461,81",0
2016,Castilla-La Mancha,Guadalajara,State,"99,67","0,69",0,"24,02"
2016,Castilla-La Mancha,Guadalajara,State,0,0,"291,78",0
2016,Castilla-La Mancha,Guadalajara,provincial,"0,00","0,00",0,"0,00"
2016,Castilla-La Mancha,Guadalajara,provincial,0,0,"1.568,00",0
2016,Castilla-La Mancha,Toledo,CCAA,"146,31","0,00",0,"0,00"
2016,Castilla-La Mancha,Toledo,CCAA,0,0,"1.923,40",0
2016,Castilla-La Mancha,Toledo,State,"378,68","9,54",0,"140,27"
2016,Castilla-La Mancha,Toledo,State,0,0,"363,85",0
2016,Castilla-La Mancha,Toledo,provincial,"0,00","0,00",0,"0,00"
2016,Castilla-La Mancha,Toledo,provincial,0,0,"956,00",0
